date time bpm confidence
12/06/23 17:24:22 70 0
12/06/23 17:24:37 70 0
12/06/23 17:24:42 73 0
12/06/23 17:24:47 75 0
12/06/23 17:24:52 74 1
12/06/23 17:24:57 72 1
12/06/23 17:25:02 73 1
12/06/23 17:25:07 75 1
12/06/23 17:25:17 78 1
12/06/23 17:25:22 81 1
12/06/23 17:25:32 81 2
12/06/23 17:25:37 83 2
12/06/23 17:25:47 84 2
12/06/23 17:26:02 83 2
12/06/23 17:26:07 82 2
12/06/23 17:26:12 81 2
12/06/23 17:26:17 80 2
12/06/23 17:26:32 79 2
12/06/23 17:26:42 80 2
12/06/23 17:26:47 81 2
12/06/23 17:26:52 83 2
12/06/23 17:26:57 85 2
12/06/23 17:27:02 86 2
12/06/23 17:27:12 87 1
12/06/23 17:27:17 88 1
12/06/23 17:27:23 90 2
12/06/23 17:27:28 87 1
12/06/23 17:27:33 85 1
12/06/23 17:27:38 84 1
12/06/23 17:27:43 85 1
12/06/23 17:27:53 83 2
12/06/23 17:27:58 82 2
12/06/23 17:28:13 83 2
12/06/23 17:28:18 82 2
12/06/23 17:28:28 83 2
12/06/23 17:28:33 85 2
12/06/23 17:28:38 86 2
12/06/23 17:28:48 88 2
12/06/23 17:28:58 89 2
12/06/23 17:29:13 89 2
12/06/23 17:29:18 90 2
12/06/23 17:29:28 88 2
12/06/23 17:29:43 90 2
12/06/23 17:29:48 89 2
12/06/23 17:29:53 88 2
12/06/23 17:29:58 87 2
12/06/23 17:30:08 88 2
12/06/23 17:30:13 90 2
12/06/23 17:30:28 89 2
12/06/23 17:30:33 88 2
12/06/23 17:30:48 87 2
12/06/23 17:30:53 86 2
12/06/23 17:30:58 86 2
12/06/23 17:31:03 85 2
12/06/23 17:31:08 86 2
12/06/23 17:31:18 87 2
12/06/23 17:31:23 88 2
12/06/23 17:31:28 86 1
12/06/23 17:31:33 85 1
12/06/23 17:31:38 85 2
12/06/23 17:31:43 87 2
12/06/23 17:31:48 88 2
12/06/23 17:31:53 89 2
12/06/23 17:31:58 87 2
12/06/23 17:32:03 91 2
12/06/23 17:32:08 92 2
12/06/23 17:32:13 94 2
12/06/23 17:32:18 95 2
12/06/23 17:32:28 96 2
12/06/23 17:32:43 95 2
12/06/23 17:32:58 93 2
12/06/23 17:33:03 92 2
12/06/23 17:33:08 90 2
12/06/23 17:33:13 89 2
12/06/23 17:33:18 88 2
12/06/23 17:33:23 87 2
12/06/23 17:33:28 86 2
12/06/23 17:33:38 87 2
12/06/23 17:33:53 88 2
12/06/23 17:33:58 91 1
12/06/23 17:34:13 93 1
12/06/23 17:34:18 92 2
12/06/23 17:34:23 90 2
12/06/23 17:34:28 89 2
12/06/23 17:34:33 88 2
12/06/23 17:34:38 89 2
12/06/23 17:34:48 88 2
12/06/23 17:34:53 89 2
12/06/23 17:34:58 90 2
12/06/23 17:35:08 91 2
12/06/23 17:35:13 90 2
12/06/23 17:35:18 89 2
12/06/23 17:35:33 89 2
12/06/23 17:35:38 87 2
12/06/23 17:35:43 86 2
12/06/23 17:35:48 84 2
12/06/23 17:35:53 82 2
12/06/23 17:35:58 81 2
12/06/23 17:36:08 84 2
12/06/23 17:36:13 85 2
12/06/23 17:36:23 84 2
12/06/23 17:36:38 84 2
12/06/23 17:36:48 85 2
12/06/23 17:36:53 84 2
12/06/23 17:37:03 85 2
12/06/23 17:37:08 86 2
12/06/23 17:37:13 86 2
12/06/23 17:37:18 85 2
12/06/23 17:37:28 84 2
12/06/23 17:37:33 86 2
12/06/23 17:37:43 87 2
12/06/23 17:37:48 86 2
12/06/23 17:37:53 84 2
12/06/23 17:38:08 86 2
12/06/23 17:38:13 87 1
12/06/23 17:38:18 88 1
12/06/23 17:38:28 87 1
12/06/23 17:38:38 88 1
12/06/23 17:38:43 89 1
12/06/23 17:38:48 90 2
12/06/23 17:38:58 88 2
12/06/23 17:39:08 86 2
12/06/23 17:39:13 84 2
12/06/23 17:39:18 85 2
12/06/23 17:39:23 86 2
12/06/23 17:39:28 87 2
12/06/23 17:39:33 88 1
12/06/23 17:39:38 89 2
12/06/23 17:39:48 88 2
12/06/23 17:39:53 87 1
12/06/23 17:39:58 85 1
12/06/23 17:40:03 84 1
12/06/23 17:40:08 85 1
12/06/23 17:40:13 86 2
12/06/23 17:40:23 88 1
12/06/23 17:40:28 89 1
12/06/23 17:40:33 90 2
12/06/23 17:40:43 91 2
12/06/23 17:40:48 90 2
12/06/23 17:40:58 91 2
12/06/23 17:41:03 90 2
12/06/23 17:41:13 91 2
12/06/23 17:41:23 90 2
12/06/23 17:41:28 92 2
12/06/23 17:41:43 92 2
12/06/23 17:41:53 91 2
12/06/23 17:41:58 90 2
12/06/23 17:42:03 89 2
12/06/23 17:42:08 90 2
12/06/23 17:42:18 92 2
12/06/23 17:42:33 92 2
12/06/23 17:42:38 91 1
12/06/23 17:42:48 90 1
12/06/23 17:42:53 89 1
12/06/23 17:42:58 88 1
12/06/23 17:43:03 84 1
12/06/23 17:43:08 81 1
12/06/23 17:43:13 80 1
12/06/23 17:43:18 81 1
12/06/23 17:43:23 82 1
12/06/23 17:43:28 83 1
12/06/23 17:43:33 82 1
12/06/23 17:43:38 82 2
12/06/23 17:43:43 84 1
12/06/23 17:43:48 87 1
12/06/23 17:43:53 90 1
12/06/23 17:43:58 100 1
12/06/23 17:44:03 98 1
12/06/23 17:44:08 98 2
12/06/23 17:44:13 97 2
12/06/23 17:44:23 98 2
12/06/23 17:44:28 99 2
12/06/23 17:44:33 97 2
12/06/23 17:44:38 98 2
12/06/23 17:44:43 100 2
12/06/23 17:44:53 101 2
12/06/23 17:44:58 102 1
12/06/23 17:45:08 103 1
12/06/23 17:45:18 100 1
12/06/23 17:45:23 99 2
12/06/23 17:45:28 100 1
12/06/23 17:45:33 97 1
12/06/23 17:45:38 97 2
12/06/23 17:45:43 98 2
12/06/23 17:45:53 105 2
12/06/23 17:45:58 106 1
12/06/23 17:46:03 108 1
12/06/23 17:46:08 109 1
12/06/23 17:46:13 108 1
12/06/23 17:46:18 107 1
12/06/23 17:46:23 106 1
12/06/23 17:46:28 107 1
12/06/23 17:46:33 105 1
12/06/23 17:46:38 102 1
12/06/23 17:46:43 100 1
12/06/23 17:46:48 98 1
12/06/23 17:46:53 97 1
12/06/23 17:46:58 96 1
12/06/23 17:47:03 97 1
12/06/23 17:47:08 98 1
12/06/23 17:47:13 99 1
12/06/23 17:47:18 98 1
12/06/23 17:47:28 97 1
12/06/23 17:47:33 96 2
12/06/23 17:47:38 96 1
12/06/23 17:47:48 97 1
