date time bpm confidence
11/22/23 08:06:20 70 0
11/22/23 09:00:59 70 0
11/22/23 16:24:57 70 0
11/22/23 16:25:12 70 0
11/22/23 16:25:22 73 0
11/22/23 16:25:27 79 0
11/22/23 16:25:32 79 1
11/22/23 16:25:37 81 1
11/22/23 16:25:42 82 2
11/22/23 16:25:52 81 1
11/22/23 16:26:02 84 1
11/22/23 16:26:07 89 1
11/22/23 16:26:12 93 1
11/22/23 16:26:17 95 1
11/22/23 16:26:27 96 1
11/22/23 16:26:37 97 1
11/22/23 16:26:42 95 1
11/22/23 16:26:47 93 1
11/22/23 16:26:52 92 1
11/22/23 16:26:57 88 1
11/22/23 16:27:02 86 1
11/22/23 16:27:07 85 1
11/22/23 16:27:12 84 2
11/22/23 16:27:27 84 2
11/22/23 16:27:37 85 2
11/22/23 16:27:47 84 2
11/22/23 16:27:57 81 2
11/22/23 16:28:02 79 2
11/22/23 16:28:07 80 2
11/22/23 16:28:12 82 2
11/22/23 16:28:27 82 2
11/22/23 16:28:32 83 2
11/22/23 16:28:47 83 2
11/22/23 16:29:02 83 2
11/22/23 16:29:07 82 2
11/22/23 16:29:22 83 2
11/22/23 16:29:27 84 2
11/22/23 16:29:42 84 2
11/22/23 16:29:52 83 2
11/22/23 16:29:57 84 2
11/22/23 16:30:07 83 2
11/22/23 16:30:12 82 2
11/22/23 16:30:17 81 2
11/22/23 16:30:32 82 2
11/22/23 16:30:37 83 2
11/22/23 16:30:47 84 2
11/22/23 16:30:52 85 2
11/22/23 16:30:57 86 2
11/22/23 16:31:07 85 2
11/22/23 16:31:22 85 2
11/22/23 16:31:27 86 2
11/22/23 16:31:32 85 2
11/22/23 16:31:37 84 2
11/22/23 16:31:47 88 2
11/22/23 16:31:56 91 2
11/22/23 16:32:01 94 2
11/22/23 16:32:06 97 2
11/22/23 16:32:11 99 2
11/22/23 16:32:26 99 2
11/22/23 16:32:36 98 2
11/22/23 16:32:46 100 2
11/22/23 16:32:51 101 1
11/22/23 16:32:56 99 1
11/22/23 16:33:01 96 1
11/22/23 16:33:06 87 1
11/22/23 16:33:11 80 2
11/22/23 16:33:16 77 2
11/22/23 16:33:31 77 2
11/22/23 16:33:36 78 2
11/22/23 16:33:51 89 2
11/22/23 16:33:57 91 2
11/22/23 16:34:02 93 2
11/22/23 16:34:07 94 2
11/22/23 16:34:12 95 2
11/22/23 16:34:22 94 2
11/22/23 16:34:32 94 1
11/22/23 16:34:42 94 2
11/22/23 16:34:52 94 1
11/22/23 16:34:57 95 1
11/22/23 16:35:12 94 1
11/22/23 16:35:27 92 2
11/22/23 16:35:32 89 2
11/22/23 16:35:37 88 2
11/22/23 16:35:42 89 2
11/22/23 16:35:47 89 1
11/22/23 16:35:52 90 1
11/22/23 16:35:57 91 1
11/22/23 16:36:02 92 1
11/22/23 16:36:07 91 1
11/22/23 16:36:12 88 1
11/22/23 16:36:17 89 2
11/22/23 16:36:22 90 2
11/22/23 16:36:27 87 2
11/22/23 16:36:32 85 2
11/22/23 16:36:37 84 2
11/22/23 16:36:42 83 2
11/22/23 16:36:57 83 2
11/22/23 16:37:02 83 2
11/22/23 16:37:12 84 2
11/22/23 16:37:17 85 2
11/22/23 16:37:22 86 2
11/22/23 16:37:37 85 2
11/22/23 16:37:52 84 2
11/22/23 16:37:57 83 2
11/22/23 16:38:07 82 2
11/22/23 16:38:17 81 2
11/22/23 16:38:22 77 2
11/22/23 16:38:32 75 2
11/22/23 16:38:37 74 2
11/22/23 16:38:52 75 2
11/22/23 16:38:57 77 2
11/22/23 16:39:02 79 2
11/22/23 16:39:07 80 2
11/22/23 16:39:12 78 2
11/22/23 16:39:17 77 2
11/22/23 16:39:22 78 2
11/22/23 16:39:27 79 2
11/22/23 16:39:32 78 2
11/22/23 16:39:37 79 2
11/22/23 16:39:42 80 2
11/22/23 16:39:47 81 2
11/22/23 16:39:52 80 2
11/22/23 16:39:57 79 2
11/22/23 16:40:07 80 2
11/22/23 16:40:12 80 2
11/22/23 16:40:27 79 2
11/22/23 16:40:32 78 2
11/22/23 16:40:37 76 2
11/22/23 16:40:47 79 2
11/22/23 16:40:52 80 2
11/22/23 16:41:02 81 2
11/22/23 16:41:07 80 2
11/22/23 16:41:17 79 2
11/22/23 16:41:32 80 2
11/22/23 16:41:37 81 2
11/22/23 16:41:42 80 2
11/22/23 16:41:47 79 2
11/22/23 16:42:02 79 2
11/22/23 16:42:07 80 2
11/22/23 16:42:12 79 2
11/22/23 16:42:22 82 2
11/22/23 16:42:37 81 2
11/22/23 16:42:42 82 2
11/22/23 16:42:47 81 2
11/22/23 16:42:57 80 2
11/22/23 16:43:02 79 2
11/22/23 16:43:12 80 2
11/22/23 16:43:17 79 2
11/22/23 16:43:22 78 2
11/22/23 16:43:37 80 2
11/22/23 16:43:42 82 2
11/22/23 16:43:47 82 2
11/22/23 16:44:02 83 2
11/22/23 16:44:07 84 2
11/22/23 16:44:17 82 2
11/22/23 16:44:22 80 2
11/22/23 16:44:27 77 2
11/22/23 16:44:37 78 2
11/22/23 16:44:42 77 2
11/22/23 16:44:47 73 2
11/22/23 16:44:52 72 2
11/22/23 16:44:57 71 2
11/22/23 16:45:07 69 2
11/22/23 16:45:12 65 2
11/22/23 16:45:22 64 2
11/22/23 16:45:27 63 2
11/22/23 16:45:42 62 2
11/22/23 16:45:52 63 2
11/22/23 16:45:57 61 2
11/22/23 16:46:02 59 3
11/22/23 16:46:07 58 3
11/22/23 16:46:12 59 3
11/22/23 16:46:27 59 3
11/22/23 16:46:32 59 2
11/22/23 16:46:37 60 2
11/22/23 16:46:47 61 2
11/22/23 16:46:52 62 2
11/22/23 16:46:57 64 2
11/22/23 16:47:02 66 2
11/22/23 16:47:07 68 2
11/22/23 16:47:12 69 1
11/22/23 16:47:17 70 1
11/22/23 16:47:22 72 2
11/22/23 16:47:32 73 2
11/22/23 16:47:37 74 2
11/22/23 16:47:47 75 2
11/22/23 16:47:57 76 2
11/22/23 16:48:12 72 2
11/22/23 16:48:17 71 2
11/22/23 16:48:27 70 2
11/22/23 16:48:32 67 3
11/22/23 16:48:37 67 2
11/22/23 16:48:52 68 2
11/22/23 16:48:57 69 2
11/22/23 16:49:02 70 1
11/22/23 16:49:07 72 1
11/22/23 16:49:17 73 1
11/22/23 16:49:22 74 1
11/22/23 16:49:27 75 1
11/22/23 16:49:32 76 2
11/22/23 16:49:42 77 2
11/22/23 16:49:52 78 2
11/22/23 16:49:57 79 2
11/22/23 16:50:07 78 2
11/22/23 16:50:12 77 2
11/22/23 16:50:17 76 2
11/22/23 16:50:22 77 2
11/22/23 16:50:27 78 2
11/22/23 16:50:42 82 2
11/22/23 16:50:47 84 2
11/22/23 16:50:52 82 2
11/22/23 16:51:02 82 1
11/22/23 16:51:07 83 1
11/22/23 16:51:17 82 1
11/22/23 16:51:22 81 1
11/22/23 16:51:27 78 1
11/22/23 16:51:37 79 2
11/22/23 16:51:52 79 2
11/22/23 16:52:07 79 2
11/22/23 16:52:12 81 2
11/22/23 16:52:22 80 2
11/22/23 16:52:37 80 2
11/22/23 16:52:47 79 2
11/22/23 16:52:52 76 2
11/22/23 16:53:02 77 2
11/22/23 16:53:17 78 2
11/22/23 16:53:22 77 2
11/22/23 16:53:32 79 2
