date time bpm confidence
01/01/24 09:56:23 70 0
01/01/24 10:51:01 70 0
01/01/24 11:45:35 70 0
01/01/24 18:58:39 70 0
01/01/24 18:58:54 86 0
01/01/24 18:59:00 74 0
01/01/24 18:59:05 74 1
01/01/24 18:59:15 76 1
01/01/24 18:59:20 77 2
01/01/24 18:59:25 78 2
01/01/24 18:59:30 79 2
01/01/24 18:59:45 79 2
01/01/24 18:59:50 78 2
01/01/24 19:00:05 77 2
01/01/24 19:00:10 78 2
01/01/24 19:00:15 79 2
01/01/24 19:00:20 81 2
01/01/24 19:00:25 82 2
01/01/24 19:00:40 82 2
01/01/24 19:00:45 83 2
01/01/24 19:00:50 85 2
01/01/24 19:00:55 83 2
01/01/24 19:01:00 82 2
01/01/24 19:01:05 81 2
01/01/24 19:01:15 83 2
01/01/24 19:01:20 85 2
01/01/24 19:01:30 84 2
01/01/24 19:01:35 83 2
01/01/24 19:01:50 82 2
01/01/24 19:01:55 81 2
01/01/24 19:02:00 82 2
01/01/24 19:02:10 81 2
01/01/24 19:02:15 81 2
01/01/24 19:02:20 80 2
01/01/24 19:02:36 80 2
01/01/24 19:02:41 79 2
01/01/24 19:02:46 78 2
01/01/24 19:02:56 80 2
01/01/24 19:03:01 81 2
01/01/24 19:03:16 81 2
01/01/24 19:03:21 79 2
01/01/24 19:03:36 80 2
01/01/24 19:03:51 80 2
01/01/24 19:03:56 79 2
01/01/24 19:04:01 80 2
01/01/24 19:04:16 81 2
01/01/24 19:04:31 82 2
01/01/24 19:04:36 84 2
01/01/24 19:04:51 86 2
01/01/24 19:05:01 89 2
01/01/24 19:05:06 91 2
01/01/24 19:05:11 90 2
01/01/24 19:05:16 89 2
01/01/24 19:05:31 88 2
01/01/24 19:05:36 86 2
01/01/24 19:05:41 84 2
01/01/24 19:05:46 85 2
01/01/24 19:05:51 86 2
01/01/24 19:05:56 85 2
01/01/24 19:06:01 84 2
01/01/24 19:06:06 82 2
01/01/24 19:06:11 81 2
01/01/24 19:06:26 82 2
01/01/24 19:06:41 82 2
01/01/24 19:06:46 81 2
01/01/24 19:07:01 81 2
01/01/24 19:07:06 83 2
01/01/24 19:07:16 82 2
01/01/24 19:07:21 83 2
01/01/24 19:07:26 82 2
01/01/24 19:07:36 83 2
01/01/24 19:07:41 84 2
01/01/24 19:07:46 85 2
01/01/24 19:07:51 84 2
01/01/24 19:08:01 85 2
01/01/24 19:08:11 86 2
01/01/24 19:08:16 87 2
01/01/24 19:08:31 88 2
01/01/24 19:08:41 87 2
01/01/24 19:08:51 86 2
01/01/24 19:08:56 85 1
01/01/24 19:09:01 80 2
01/01/24 19:09:16 80 2
01/01/24 19:09:21 81 2
01/01/24 19:09:36 81 2
01/01/24 19:09:46 77 2
01/01/24 19:10:01 77 2
01/01/24 19:10:06 75 2
01/01/24 19:10:11 74 2
01/01/24 19:10:21 73 2
01/01/24 19:10:26 71 2
01/01/24 19:10:36 73 2
01/01/24 19:10:41 74 2
01/01/24 19:10:46 75 2
01/01/24 19:10:56 73 2
01/01/24 19:11:01 72 2
01/01/24 19:11:11 69 2
01/01/24 19:11:21 70 2
01/01/24 19:11:26 71 2
01/01/24 19:11:31 72 2
01/01/24 19:11:46 72 2
01/01/24 19:12:01 72 2
01/01/24 19:12:16 72 2
01/01/24 19:12:21 71 2
01/01/24 19:12:26 72 2
01/01/24 19:12:31 73 2
01/01/24 19:12:36 72 2
01/01/24 19:12:51 71 2
01/01/24 19:13:06 70 2
01/01/24 19:13:21 70 2
01/01/24 19:13:26 71 2
01/01/24 19:13:31 72 2
01/01/24 19:13:46 72 2
01/01/24 19:13:51 71 2
01/01/24 19:13:56 70 2
01/01/24 19:14:01 70 2
01/01/24 19:14:06 69 2
01/01/24 19:14:21 70 2
01/01/24 19:14:36 70 2
01/01/24 19:14:51 71 2
01/01/24 19:15:06 72 2
01/01/24 19:15:16 71 2
01/01/24 19:15:21 70 2
01/01/24 19:15:26 69 2
01/01/24 19:15:31 68 2
01/01/24 19:15:36 67 2
01/01/24 19:15:51 67 2
01/01/24 19:15:56 66 2
01/01/24 19:16:01 65 2
01/01/24 19:16:16 66 2
01/01/24 19:16:31 66 2
01/01/24 19:16:41 67 2
01/01/24 19:16:51 68 2
01/01/24 19:17:06 69 2
01/01/24 19:17:21 69 2
01/01/24 19:17:31 68 2
01/01/24 19:17:37 67 2
01/01/24 19:17:47 68 2
01/01/24 19:18:02 67 2
01/01/24 19:18:07 68 2
01/01/24 19:18:22 68 2
01/01/24 19:18:27 69 2
01/01/24 19:18:42 67 3
01/01/24 19:18:47 67 2
01/01/24 19:18:52 68 2
01/01/24 19:19:07 68 2
01/01/24 19:19:22 68 2
01/01/24 19:19:34 68 2
01/01/24 19:19:44 69 2
01/01/24 19:19:59 70 2
01/01/24 19:20:04 71 2
01/01/24 19:20:19 72 2
01/01/24 19:20:24 73 2
01/01/24 19:20:29 74 2
01/01/24 19:20:34 75 2
01/01/24 19:20:39 76 2
01/01/24 19:20:44 78 2
01/01/24 19:20:49 79 2
01/01/24 19:20:54 80 2
01/01/24 19:21:09 80 2
01/01/24 19:21:14 81 2
01/01/24 19:21:19 76 2
01/01/24 19:21:24 73 2
01/01/24 19:21:34 74 2
01/01/24 19:21:39 73 2
01/01/24 19:21:54 73 2
01/01/24 19:21:59 75 2
01/01/24 19:22:09 76 2
01/01/24 19:22:14 78 2
01/01/24 19:22:19 80 2
01/01/24 19:22:24 81 2
01/01/24 19:22:29 83 2
01/01/24 19:22:34 84 1
01/01/24 19:22:39 87 1
01/01/24 19:22:44 90 1
01/01/24 19:22:49 93 1
01/01/24 19:22:54 102 1
01/01/24 19:22:59 111 1
01/01/24 19:23:04 114 1
01/01/24 19:23:09 118 1
01/01/24 19:23:14 121 1
01/01/24 19:23:19 124 1
01/01/24 19:23:24 129 1
01/01/24 19:23:29 138 1
01/01/24 19:23:34 148 1
01/01/24 19:23:39 155 1
01/01/24 19:23:44 157 1
01/01/24 19:23:49 156 1
01/01/24 19:23:54 157 1
01/01/24 19:23:59 159 1
01/01/24 19:24:04 163 1
01/01/24 19:24:09 161 2
01/01/24 19:24:14 159 2
01/01/24 19:24:19 158 2
01/01/24 19:24:24 159 2
01/01/24 19:24:29 160 2
01/01/24 19:24:34 162 0
01/01/24 19:24:39 166 0
01/01/24 19:24:44 163 2
01/01/24 19:24:49 162 2
01/01/24 19:24:54 166 2
01/01/24 19:24:59 155 2
01/01/24 19:25:04 153 2
01/01/24 19:25:09 152 2
01/01/24 19:25:14 153 2
01/01/24 19:25:19 155 2
01/01/24 19:25:29 153 2
01/01/24 19:25:34 154 2
01/01/24 19:25:39 151 2
01/01/24 19:25:44 153 2
01/01/24 19:25:49 151 2
01/01/24 19:25:54 147 2
01/01/24 19:25:59 145 2
01/01/24 19:26:09 146 2
01/01/24 19:26:14 149 2
01/01/24 19:26:19 146 2
01/01/24 19:26:29 150 2
01/01/24 19:26:34 152 2
01/01/24 19:26:39 150 2
01/01/24 19:26:44 154 2
01/01/24 19:26:49 157 2
01/01/24 19:26:54 156 2
01/01/24 19:26:59 158 2
01/01/24 19:27:04 159 2
01/01/24 19:27:09 156 2
01/01/24 19:27:14 152 2
01/01/24 19:27:19 148 2
01/01/24 19:27:24 147 2
01/01/24 19:27:34 144 2
01/01/24 19:27:39 150 2
01/01/24 19:27:44 149 2
01/01/24 19:27:49 146 2
01/01/24 19:27:54 143 2
01/01/24 19:27:59 153 2
01/01/24 19:28:09 165 2
01/01/24 19:28:14 172 2
01/01/24 19:28:24 173 2
01/01/24 19:28:34 175 2
01/01/24 19:28:39 166 2
01/01/24 19:28:44 164 2
01/01/24 19:28:49 165 2
01/01/24 19:28:54 154 2
01/01/24 19:28:59 152 2
01/01/24 19:29:04 151 2
01/01/24 19:29:09 137 2
01/01/24 19:29:14 134 2
01/01/24 19:29:29 135 2
01/01/24 19:29:44 136 2
01/01/24 19:29:54 135 2
01/01/24 19:29:59 134 2
01/01/24 19:30:14 134 2
01/01/24 19:30:24 133 2
01/01/24 19:30:29 131 2
01/01/24 19:30:34 130 2
01/01/24 19:30:39 129 2
01/01/24 19:30:54 129 2
01/01/24 19:30:59 130 2
01/01/24 19:31:04 131 2
01/01/24 19:31:19 131 2
01/01/24 19:31:29 132 2
01/01/24 19:31:34 135 2
01/01/24 19:31:39 136 2
01/01/24 19:31:44 135 2
01/01/24 19:31:49 136 2
01/01/24 19:31:54 135 2
01/01/24 19:32:00 132 2
01/01/24 19:32:05 130 2
01/01/24 19:32:10 131 2
01/01/24 19:32:25 132 2
01/01/24 19:32:35 133 2
01/01/24 19:32:40 134 2
01/01/24 19:32:55 134 2
01/01/24 19:33:00 133 2
01/01/24 19:33:10 132 2
01/01/24 19:33:15 131 2
01/01/24 19:33:20 130 2
01/01/24 19:33:25 129 2
01/01/24 19:33:40 130 2
01/01/24 19:33:45 131 2
01/01/24 19:33:50 134 2
01/01/24 19:33:55 136 2
01/01/24 19:34:05 135 2
01/01/24 19:34:10 136 2
01/01/24 19:34:15 137 2
01/01/24 19:34:20 138 2
01/01/24 19:34:30 137 2
01/01/24 19:34:35 136 2
01/01/24 19:34:50 136 2
01/01/24 19:34:55 135 2
01/01/24 19:35:00 134 2
01/01/24 19:35:05 133 2
01/01/24 19:35:15 131 2
01/01/24 19:35:20 131 2
01/01/24 19:35:35 131 2
01/01/24 19:35:40 132 2
01/01/24 19:35:50 131 2
01/01/24 19:36:00 130 2
01/01/24 19:36:05 128 2
01/01/24 19:36:10 127 2
01/01/24 19:36:15 125 2
01/01/24 19:36:20 123 2
01/01/24 19:36:31 122 2
01/01/24 19:36:37 122 2
01/01/24 19:36:52 122 2
01/01/24 19:37:07 122 2
01/01/24 19:37:12 124 2
01/01/24 19:37:17 125 2
01/01/24 19:37:22 127 2
01/01/24 19:37:27 128 2
01/01/24 19:37:42 129 2
01/01/24 19:37:47 130 2
01/01/24 19:37:52 131 2
01/01/24 19:38:07 132 2
01/01/24 19:38:22 133 2
01/01/24 19:38:37 132 2
01/01/24 19:38:43 130 2
01/01/24 19:38:48 129 2
01/01/24 19:38:53 127 2
01/01/24 19:38:58 125 2
01/01/24 19:39:08 124 2
01/01/24 19:39:13 123 2
01/01/24 19:39:28 123 2
01/01/24 19:39:33 125 2
01/01/24 19:39:38 126 2
01/01/24 19:39:43 127 2
01/01/24 19:39:48 128 2
01/01/24 19:39:53 129 2
01/01/24 19:39:58 128 2
01/01/24 19:40:03 129 2
01/01/24 19:40:18 129 2
01/01/24 19:40:23 130 2
01/01/24 19:40:28 131 2
01/01/24 19:40:38 130 2
01/01/24 19:40:43 131 2
01/01/24 19:40:48 132 2
01/01/24 19:40:53 130 2
01/01/24 19:40:58 126 2
01/01/24 19:41:03 123 2
01/01/24 19:41:08 121 2
01/01/24 19:41:13 119 2
01/01/24 19:41:18 116 2
01/01/24 19:41:33 116 2
01/01/24 19:41:38 116 2
01/01/24 19:41:43 118 2
01/01/24 19:41:48 120 2
01/01/24 19:41:53 121 2
01/01/24 19:42:03 119 2
01/01/24 19:42:13 121 2
01/01/24 19:42:18 128 2
01/01/24 19:42:23 131 2
01/01/24 19:42:28 128 2
01/01/24 19:42:33 126 2
01/01/24 19:42:38 124 2
01/01/24 19:42:43 125 2
01/01/24 19:42:48 126 2
01/01/24 19:42:58 127 2
01/01/24 19:43:03 128 2
01/01/24 19:43:08 126 2
01/01/24 19:43:13 125 2
01/01/24 19:43:18 126 2
01/01/24 19:43:23 129 2
01/01/24 19:43:38 130 2
01/01/24 19:43:48 131 2
01/01/24 19:44:03 131 2
01/01/24 19:44:08 130 2
01/01/24 19:44:13 130 0
01/01/24 19:44:18 133 2
01/01/24 19:44:23 134 2
01/01/24 19:44:38 134 2
01/01/24 19:44:43 134 2
01/01/24 19:44:48 133 2
01/01/24 19:45:03 134 2
01/01/24 19:45:18 134 2
01/01/24 19:45:33 134 2
01/01/24 19:45:38 133 2
01/01/24 19:45:48 134 2
01/01/24 19:45:53 135 2
01/01/24 19:45:58 137 2
01/01/24 19:46:03 138 2
01/01/24 19:46:13 137 2
01/01/24 19:46:18 136 2
01/01/24 19:46:28 134 2
01/01/24 19:46:33 133 2
01/01/24 19:46:48 133 2
01/01/24 19:47:03 132 2
01/01/24 19:47:08 133 2
01/01/24 19:47:13 132 2
01/01/24 19:47:28 133 2
01/01/24 19:47:33 132 2
01/01/24 19:47:38 133 2
01/01/24 19:47:43 136 2
01/01/24 19:47:48 137 2
01/01/24 19:47:53 138 2
01/01/24 19:47:58 139 2
01/01/24 19:48:03 141 2
01/01/24 19:48:13 140 2
01/01/24 19:48:18 140 2
01/01/24 19:48:23 141 2
01/01/24 19:48:28 139 2
01/01/24 19:48:33 140 2
01/01/24 19:48:38 139 2
01/01/24 19:48:43 140 2
01/01/24 19:48:58 140 2
01/01/24 19:49:13 141 2
01/01/24 19:49:28 142 2
01/01/24 19:49:33 141 2
01/01/24 19:49:38 140 2
01/01/24 19:49:53 140 2
01/01/24 19:49:58 141 2
01/01/24 19:50:13 141 2
01/01/24 19:50:28 142 2
01/01/24 19:50:33 144 2
01/01/24 19:50:38 143 2
01/01/24 19:50:48 142 2
01/01/24 19:51:03 142 2
01/01/24 19:51:18 142 2
01/01/24 19:51:23 143 2
01/01/24 19:51:28 142 2
01/01/24 19:51:33 141 2
01/01/24 19:51:43 140 2
01/01/24 19:51:53 139 2
01/01/24 19:51:58 137 2
01/01/24 19:52:13 136 2
01/01/24 19:52:18 136 2
01/01/24 19:52:23 135 2
01/01/24 19:52:28 136 2
01/01/24 19:52:33 135 2
01/01/24 19:52:48 134 2
01/01/24 19:53:03 134 2
01/01/24 19:53:08 135 2
01/01/24 19:53:18 136 2
01/01/24 19:53:29 136 2
01/01/24 19:53:35 138 2
01/01/24 19:53:40 141 2
01/01/24 19:53:45 143 2
01/01/24 19:53:50 142 2
01/01/24 19:53:55 141 2
01/01/24 19:54:05 140 2
01/01/24 19:54:10 139 2
01/01/24 19:54:25 136 2
01/01/24 19:54:30 135 2
01/01/24 19:54:35 134 2
01/01/24 19:54:40 133 2
01/01/24 19:54:50 132 2
01/01/24 19:54:55 131 2
01/01/24 19:55:00 130 2
01/01/24 19:55:05 131 2
01/01/24 19:55:10 132 2
01/01/24 19:55:15 133 2
01/01/24 19:55:20 135 2
01/01/24 19:55:25 137 2
01/01/24 19:55:30 139 2
01/01/24 19:55:35 142 2
01/01/24 19:55:45 143 2
01/01/24 19:55:50 144 2
01/01/24 19:55:55 145 2
01/01/24 19:56:05 144 2
01/01/24 19:56:10 143 2
01/01/24 19:56:15 142 2
01/01/24 19:56:20 142 2
01/01/24 19:56:35 142 2
01/01/24 19:56:45 141 2
01/01/24 19:56:50 142 2
01/01/24 19:57:00 143 2
01/01/24 19:57:05 144 2
01/01/24 19:57:10 145 2
01/01/24 19:57:25 144 2
01/01/24 19:57:30 143 2
01/01/24 19:57:40 141 2
01/01/24 19:57:50 142 2
01/01/24 19:57:55 141 2
01/01/24 19:58:05 140 2
01/01/24 19:58:10 137 2
01/01/24 19:58:15 136 2
01/01/24 19:58:20 135 2
01/01/24 19:58:25 134 2
01/01/24 19:58:30 135 2
01/01/24 19:58:35 137 2
01/01/24 19:58:40 139 2
01/01/24 19:58:45 138 2
01/01/24 19:58:50 139 2
01/01/24 19:58:55 138 2
01/01/24 19:59:00 141 2
01/01/24 19:59:10 140 2
01/01/24 19:59:15 145 2
01/01/24 19:59:20 146 2
01/01/24 19:59:25 145 2
01/01/24 19:59:30 146 2
01/01/24 19:59:40 145 2
01/01/24 19:59:50 143 2
01/01/24 19:59:55 140 2
01/01/24 20:00:00 138 2
01/01/24 20:00:05 135 2
01/01/24 20:00:10 134 2
01/01/24 20:00:25 134 2
01/01/24 20:00:30 133 2
01/01/24 20:00:35 137 2
01/01/24 20:00:40 138 2
01/01/24 20:00:50 139 2
01/01/24 20:01:00 141 2
01/01/24 20:01:05 140 2
01/01/24 20:01:20 137 2
01/01/24 20:01:35 136 2
01/01/24 20:01:40 135 2
01/01/24 20:01:50 131 2
01/01/24 20:01:56 130 2
01/01/24 20:02:01 128 2
01/01/24 20:02:06 125 2
01/01/24 20:02:11 120 2
01/01/24 20:02:16 116 2
01/01/24 20:02:21 113 2
01/01/24 20:02:26 112 2
01/01/24 20:02:31 114 2
01/01/24 20:02:36 113 2
01/01/24 20:02:41 112 2
01/01/24 20:02:46 114 2
