date time bpm confidence
12/16/23 19:03:20 70 0
12/16/23 19:03:35 70 0
12/16/23 19:03:40 71 0
12/16/23 19:03:45 72 0
12/16/23 19:03:52 73 0
12/16/23 19:03:57 83 0
12/16/23 19:04:02 84 1
12/16/23 19:04:07 81 1
12/16/23 19:04:12 79 2
12/16/23 19:04:22 79 1
12/16/23 19:04:27 78 2
12/16/23 19:04:32 80 2
12/16/23 19:04:37 82 2
12/16/23 19:04:47 81 2
12/16/23 19:04:52 81 1
12/16/23 19:05:07 81 2
12/16/23 19:05:12 82 2
12/16/23 19:05:27 82 2
12/16/23 19:05:32 83 2
12/16/23 19:05:37 84 2
12/16/23 19:05:42 85 2
12/16/23 19:05:47 84 2
12/16/23 19:05:52 83 2
12/16/23 19:05:57 82 2
12/16/23 19:06:02 80 2
12/16/23 19:06:07 81 2
12/16/23 19:06:22 83 2
12/16/23 19:06:27 84 2
12/16/23 19:06:32 85 2
12/16/23 19:06:47 85 2
12/16/23 19:06:52 85 2
12/16/23 19:06:57 86 2
12/16/23 19:07:02 88 2
12/16/23 19:07:17 88 2
12/16/23 19:07:27 87 2
12/16/23 19:07:42 88 2
12/16/23 19:07:52 87 2
12/16/23 19:08:02 86 2
12/16/23 19:08:12 85 2
12/16/23 19:08:17 84 2
12/16/23 19:08:22 83 2
12/16/23 19:08:32 84 2
12/16/23 19:08:47 85 2
12/16/23 19:09:02 84 2
12/16/23 19:09:12 83 2
12/16/23 19:09:22 84 2
12/16/23 19:09:27 85 2
12/16/23 19:09:37 83 2
12/16/23 19:09:47 85 2
12/16/23 19:09:52 83 2
12/16/23 19:09:57 82 2
12/16/23 19:10:12 82 2
12/16/23 19:10:27 83 2
12/16/23 19:10:32 84 2
12/16/23 19:10:37 85 2
12/16/23 19:10:42 86 2
12/16/23 19:10:47 85 2
12/16/23 19:10:52 84 2
12/16/23 19:10:57 83 2
12/16/23 19:11:02 81 2
12/16/23 19:11:12 83 2
12/16/23 19:11:22 82 2
12/16/23 19:11:32 80 2
12/16/23 19:11:37 79 2
12/16/23 19:11:42 80 2
12/16/23 19:11:47 82 2
12/16/23 19:11:52 81 2
12/16/23 19:12:02 78 2
12/16/23 19:12:07 75 2
12/16/23 19:12:17 76 2
12/16/23 19:12:22 75 2
12/16/23 19:12:27 74 2
12/16/23 19:12:32 73 2
12/16/23 19:12:42 74 2
12/16/23 19:12:47 75 2
12/16/23 19:12:52 74 2
12/16/23 19:13:08 73 2
12/16/23 19:13:13 72 2
12/16/23 19:13:23 71 2
12/16/23 19:13:28 70 2
12/16/23 19:13:33 68 2
12/16/23 19:13:48 68 2
12/16/23 19:13:53 67 2
12/16/23 19:13:58 68 2
12/16/23 19:14:03 69 2
12/16/23 19:14:08 70 2
12/16/23 19:14:18 69 2
12/16/23 19:14:28 70 2
12/16/23 19:14:33 69 2
12/16/23 19:14:43 70 2
12/16/23 19:14:48 71 2
12/16/23 19:14:53 72 2
12/16/23 19:14:58 73 2
12/16/23 19:15:03 72 2
12/16/23 19:15:08 70 2
12/16/23 19:15:18 69 2
12/16/23 19:15:28 70 2
12/16/23 19:15:33 71 2
12/16/23 19:15:43 70 2
12/16/23 19:15:48 69 2
12/16/23 19:16:03 68 2
12/16/23 19:16:18 68 2
12/16/23 19:16:33 68 2
12/16/23 19:16:38 68 2
12/16/23 19:16:53 68 2
12/16/23 19:17:08 69 2
12/16/23 19:17:18 71 2
12/16/23 19:17:23 72 2
12/16/23 19:17:28 71 2
12/16/23 19:17:33 70 2
12/16/23 19:17:38 71 2
12/16/23 19:17:43 70 2
12/16/23 19:17:58 69 2
12/16/23 19:18:03 67 2
12/16/23 19:18:18 68 2
12/16/23 19:18:33 68 2
12/16/23 19:18:38 69 2
12/16/23 19:18:53 69 2
12/16/23 19:18:58 67 2
12/16/23 19:19:08 70 2
12/16/23 19:19:13 71 2
12/16/23 19:19:23 70 2
12/16/23 19:19:38 70 2
12/16/23 19:19:43 69 2
12/16/23 19:19:48 68 2
12/16/23 19:19:53 69 2
12/16/23 19:20:08 70 2
12/16/23 19:20:13 71 2
12/16/23 19:20:23 70 2
12/16/23 19:20:28 69 2
12/16/23 19:20:33 69 2
12/16/23 19:20:43 70 2
12/16/23 19:20:51 72 1
12/16/23 19:20:57 72 1
12/16/23 19:21:02 72 2
12/16/23 19:21:07 68 2
12/16/23 19:21:12 67 2
12/16/23 19:21:27 68 2
12/16/23 19:21:37 67 2
12/16/23 19:21:47 68 2
12/16/23 19:21:52 67 2
12/16/23 19:22:02 68 2
12/16/23 19:22:07 69 2
12/16/23 19:22:12 68 2
12/16/23 19:22:33 69 2
12/16/23 19:22:43 68 2
12/16/23 19:22:58 68 2
12/16/23 19:23:03 69 2
12/16/23 19:23:18 69 2
12/16/23 19:23:33 70 2
12/16/23 19:23:48 68 2
12/16/23 19:24:03 67 2
12/16/23 19:24:18 67 2
12/16/23 19:24:33 66 2
12/16/23 19:24:48 66 2
12/16/23 19:24:53 67 2
12/16/23 19:24:58 66 2
12/16/23 19:25:08 67 2
12/16/23 19:25:23 66 2
12/16/23 19:25:38 66 2
12/16/23 19:25:53 66 2
12/16/23 19:26:08 66 2
12/16/23 19:26:18 67 3
12/16/23 19:26:23 67 2
12/16/23 19:26:33 68 2
12/16/23 19:26:48 68 2
12/16/23 19:26:53 69 2
12/16/23 19:26:58 68 2
12/16/23 19:27:03 67 2
12/16/23 19:27:18 69 2
12/16/23 19:27:23 71 2
12/16/23 19:27:28 71 2
12/16/23 19:27:33 72 2
12/16/23 19:27:38 75 2
12/16/23 19:27:48 72 2
12/16/23 19:27:53 70 2
12/16/23 19:27:58 69 2
12/16/23 19:28:03 68 2
12/16/23 19:28:18 68 2
12/16/23 19:28:28 67 2
12/16/23 19:28:43 67 2
12/16/23 19:28:58 67 2
12/16/23 19:29:13 67 2
12/16/23 19:29:28 67 2
12/16/23 19:29:38 65 2
12/16/23 19:29:48 66 2
12/16/23 19:29:53 65 2
12/16/23 19:29:58 66 2
12/16/23 19:30:13 67 2
12/16/23 19:30:23 68 2
12/16/23 19:30:28 69 2
12/16/23 19:30:33 68 2
12/16/23 19:30:38 69 2
12/16/23 19:30:53 69 2
12/16/23 19:31:08 70 2
12/16/23 19:31:18 71 2
12/16/23 19:31:23 70 2
12/16/23 19:31:38 70 2
12/16/23 19:31:43 70 2
12/16/23 19:31:48 69 2
12/16/23 19:31:58 68 2
12/16/23 19:32:13 68 2
12/16/23 19:32:23 69 2
12/16/23 19:32:28 72 2
12/16/23 19:32:33 74 2
12/16/23 19:32:38 75 2
12/16/23 19:32:43 76 2
12/16/23 19:32:58 76 2
12/16/23 19:33:03 77 2
12/16/23 19:33:13 74 2
12/16/23 19:33:18 73 2
12/16/23 19:33:33 73 2
12/16/23 19:33:38 74 1
12/16/23 19:33:43 70 1
12/16/23 19:33:48 69 2
12/16/23 19:33:53 66 2
12/16/23 19:33:58 64 3
12/16/23 19:34:03 64 2
12/16/23 19:34:13 65 2
12/16/23 19:34:18 67 2
12/16/23 19:34:23 69 2
12/16/23 19:34:28 70 2
12/16/23 19:34:33 70 1
12/16/23 19:34:38 71 1
12/16/23 19:34:53 72 1
12/16/23 19:34:58 75 1
12/16/23 19:35:03 77 1
12/16/23 19:35:08 78 1
12/16/23 19:35:13 80 1
12/16/23 19:35:18 83 1
12/16/23 19:35:23 84 2
12/16/23 19:35:28 87 2
12/16/23 19:35:33 91 2
12/16/23 19:35:38 92 2
12/16/23 19:35:48 94 2
12/16/23 19:35:53 96 2
12/16/23 19:35:58 97 1
12/16/23 19:36:03 99 1
12/16/23 19:36:08 100 1
12/16/23 19:36:13 97 1
12/16/23 19:36:18 93 1
12/16/23 19:36:23 94 1
12/16/23 19:36:28 98 1
12/16/23 19:36:33 105 2
12/16/23 19:36:38 103 2
12/16/23 19:36:43 100 2
12/16/23 19:36:48 96 2
12/16/23 19:36:53 86 3
12/16/23 19:36:58 80 2
12/16/23 19:37:03 78 2
12/16/23 19:37:08 77 2
12/16/23 19:37:13 73 2
