"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-01-31T23:55:00-08:00,2023-01-31 23:55:00,35.6,35.6,33.2,0,0,5.8,4,0,0,0,0,4.56,123.73,30.9,91,0,0,76.6,29,29.62,1,75.3,41.9
2023-01-31T23:50:00-08:00,2023-01-31 23:50:00,35.6,35.6,33.2,0.2,1.1,5.8,3,0,0,0,0,4.56,123.73,30.9,91,0,0,76.5,29,29.63,1,75.2,41.9
2023-01-31T23:45:00-08:00,2023-01-31 23:45:00,35.6,35.6,33,0.2,1.1,5.8,6,0,0,0,0,4.56,123.73,30.89,90,0,0,76.3,29,29.62,1,75,41.7
2023-01-31T23:40:00-08:00,2023-01-31 23:40:00,35.8,35.8,33.2,0,0,5.8,6,0,0,0,0,4.56,123.73,30.89,90,0,0,76.3,29,29.62,1,75,41.7
2023-01-31T23:35:00-08:00,2023-01-31 23:35:00,35.8,35.8,33.2,0.2,1.1,5.8,26,0,0,0,0,4.56,123.73,30.9,90,0,0,76.1,29,29.62,1,74.8,41.5
2023-01-31T23:30:00-08:00,2023-01-31 23:30:00,35.8,35.8,33.2,0.7,1.1,5.8,21,0,0,0,0,4.56,123.73,30.89,90,0,0,76.3,29,29.62,1,75,41.7
2023-01-31T23:25:00-08:00,2023-01-31 23:25:00,35.8,35.8,33.2,0,0,5.8,27,0,0,0,0,4.56,123.73,30.9,90,0,0,76.1,29,29.63,1,74.8,41.5
2023-01-31T23:20:00-08:00,2023-01-31 23:20:00,35.8,35.8,33.2,0.2,1.1,5.8,10,0,0,0,0,4.56,123.73,30.9,90,0,0,75.9,29,29.63,1,74.6,41.3
2023-01-31T23:15:00-08:00,2023-01-31 23:15:00,35.8,35.8,33.2,0.9,1.1,5.8,16,0,0,0,0,4.56,123.73,30.9,90,0,0,75.9,29,29.63,1,74.6,41.3
2023-01-31T23:10:00-08:00,2023-01-31 23:10:00,35.8,35.8,33.2,1.1,1.1,5.8,26,0,0,0,0,4.56,123.73,30.9,90,0,0,75.9,29,29.63,1,74.6,41.3
2023-01-31T23:05:00-08:00,2023-01-31 23:05:00,35.8,35.8,33.2,0,0,5.8,0,0,0,0,0,4.56,123.73,30.91,90,0,0,75.9,29,29.63,1,74.6,41.3
2023-01-31T23:00:00-08:00,2023-01-31 23:00:00,35.8,35.8,33.2,0.9,1.1,5.8,9,0,0,0,0,4.56,123.73,30.9,90,0,0,75.9,30,29.62,1,74.6,42.2
2023-01-31T22:55:00-08:00,2023-01-31 22:55:00,35.8,35.8,32.9,0.7,1.1,5.8,15,0,0,0,0,4.56,123.73,30.89,89,0,0,75.7,30,29.62,1,74.4,42.1
2023-01-31T22:50:00-08:00,2023-01-31 22:50:00,35.8,35.8,32.9,0.9,1.1,5.8,15,0,0,0,0,4.56,123.73,30.9,89,0,0,75.7,30,29.63,1,74.4,42.1
2023-01-31T22:45:00-08:00,2023-01-31 22:45:00,35.8,35.8,32.9,0,0,5.8,4,0,0,0,0,4.56,123.73,30.89,89,0,0,75.6,30,29.62,1,74.3,42
2023-01-31T22:40:00-08:00,2023-01-31 22:40:00,36,36,32.8,0,0,5.8,5,0,0,0,0,4.56,123.73,30.89,88,0,0,75.4,30,29.61,1,74,41.8
