"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2024-04-30T23:55:00-07:00,2024-04-30 23:55:00,41.9,41.9,38,0,0,12.5,71,0,0.32,0.06,0.35,2.6,169.44,30.93,86,0,0,75.7,32,29.65,1,74.5,43.7
2024-04-30T23:50:00-07:00,2024-04-30 23:50:00,42.4,42.4,38.2,0.9,1.1,12.5,48,0,0.32,0.06,0.35,2.6,169.44,30.92,85,0,0,75.6,32,29.65,1,74.4,43.6
2024-04-30T23:45:00-07:00,2024-04-30 23:45:00,42.6,42.6,38.1,2.2,2.2,12.5,75,0,0.32,0.06,0.35,2.6,169.44,30.93,84,0,0,75.9,32,29.65,1,74.7,43.9
2024-04-30T23:40:00-07:00,2024-04-30 23:40:00,43,43,38.5,0.9,1.1,12.5,74,0,0.32,0.06,0.35,2.6,169.44,30.92,84,0,0,75.9,32,29.64,1,74.7,43.9
2024-04-30T23:35:00-07:00,2024-04-30 23:35:00,43.7,43.7,38.6,1.1,1.1,12.5,87,0,0.32,0.06,0.35,2.6,169.44,30.93,82,0,0,75.9,32,29.65,1,74.7,43.9
2024-04-30T23:30:00-07:00,2024-04-30 23:30:00,44.2,44.2,38.4,0,0,12.5,55,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,75.9,32,29.65,1,74.7,43.9
2024-04-30T23:25:00-07:00,2024-04-30 23:25:00,44.4,44.4,38.3,1.3,2.2,12.5,180,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,75.9,32,29.64,1,74.7,43.9
2024-04-30T23:20:00-07:00,2024-04-30 23:20:00,44.2,44.2,38.4,0.7,1.1,12.5,158,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,75.9,32,29.65,1,74.7,43.9
2024-04-30T23:15:00-07:00,2024-04-30 23:15:00,44.4,44.4,38.3,2.2,2.2,12.5,203,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,76.3,32,29.64,1,75.1,44.3
2024-04-30T23:10:00-07:00,2024-04-30 23:10:00,44.2,44.2,38.4,1.1,1.1,12.5,58,0,0.32,0.06,0.35,2.6,169.44,30.93,80,0,0,76.3,32,29.65,1,75.1,44.3
2024-04-30T23:05:00-07:00,2024-04-30 23:05:00,44.2,44.2,38.4,2.5,3.4,12.5,165,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,76.1,32,29.64,1,74.9,44.1
2024-04-30T23:00:00-07:00,2024-04-30 23:00:00,44.2,44.2,38.1,2,3.4,12.5,199,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,76.3,32,29.65,1,75.1,44.3
2024-04-30T22:55:00-07:00,2024-04-30 22:55:00,44.2,44.2,38.4,1.8,2.2,12.5,177,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,76.3,32,29.65,1,75.1,44.3
2024-04-30T22:50:00-07:00,2024-04-30 22:50:00,44.1,44.1,38,1.3,2.2,12.5,239,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,76.3,32,29.64,1,75.1,44.3
2024-04-30T22:45:00-07:00,2024-04-30 22:45:00,44.1,44.1,38,0.9,1.1,12.5,308,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,76.5,32,29.65,1,75.4,44.4
2024-04-30T22:40:00-07:00,2024-04-30 22:40:00,44.2,42.3,38.1,3.8,4.5,12.5,232,0,0.32,0.06,0.35,2.6,169.44,30.92,79,0,0,76.3,32,29.64,1,75.1,44.3
2024-04-30T22:35:00-07:00,2024-04-30 22:35:00,44.2,41.8,38.4,4.5,5.8,12.5,232,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,76.8,32,29.64,1,75.7,44.7
2024-04-30T22:30:00-07:00,2024-04-30 22:30:00,44.4,44.4,38.6,2.7,3.4,12.5,235,0,0.32,0.06,0.35,2.6,169.44,30.92,80,0,0,76.8,32,29.64,1,75.7,44.7
2024-04-30T22:25:00-07:00,2024-04-30 22:25:00,44.4,44.4,38.3,1.6,2.2,12.5,251,0,0.32,0.06,0.35,2.6,169.44,30.91,79,0,0,77,32,29.64,1,75.9,44.9
