"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Rain Rate (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","CO2 battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2025-01-22T14:05:00-08:00,2025-01-22 14:05:00,41.4,41.4,32,0,0,6.9,346,0,0,0.01,0.02,1.26,198.34,31.41,69,1,138.4,79.5,27,30.14,1,1,78.4,42.6
2025-01-22T14:00:00-08:00,2025-01-22 14:00:00,42.3,42.3,32.9,1.8,3.4,6.9,185,0,0,0.01,0.02,1.26,198.34,31.41,69,1,160.9,79.5,27,30.14,1,1,78.4,42.6
2025-01-22T13:55:00-08:00,2025-01-22 13:55:00,41.2,41.2,32.9,0.9,1.1,6.9,337,0,0.01,0.01,0.02,1.26,198.34,31.42,72,1,175.2,79.7,27,30.14,1,1,78.6,42.7
2025-01-22T13:50:00-08:00,2025-01-22 13:50:00,41.5,41.5,32.8,0.2,1.1,6.9,246,0,0.01,0.01,0.02,1.26,198.34,31.42,71,1,197.8,79.9,27,30.15,1,1,78.9,42.9
2025-01-22T13:45:00-08:00,2025-01-22 13:45:00,41.2,41.2,32.5,0.4,1.1,6.9,279,0,0.01,0.01,0.02,1.26,198.34,31.42,71,2,232.9,79.5,27,30.15,1,1,78.4,42.6
2025-01-22T13:40:00-08:00,2025-01-22 13:40:00,41.2,41.2,32.2,0.9,1.1,6.9,216,0,0.01,0.01,0.02,1.26,198.34,31.42,70,2,205.2,79.2,28,30.15,1,1,78.1,43.3
2025-01-22T13:35:00-08:00,2025-01-22 13:35:00,41.7,41.7,32.6,0.2,1.1,6.9,37,0,0.01,0.01,0.02,1.26,198.34,31.42,70,2,221.2,77.5,28,30.14,1,1,76.3,41.8
2025-01-22T13:30:00-08:00,2025-01-22 13:30:00,41.5,41.5,32.5,0.4,1.1,6.9,234,0,0.01,0.01,0.02,1.26,198.34,31.43,70,2,222.5,76.8,28,30.15,1,1,75.5,41.2
2025-01-22T13:25:00-08:00,2025-01-22 13:25:00,41.4,41.4,32.4,0,0,6.9,313,0,0.01,0.01,0.02,1.26,198.34,31.43,70,1,150,76.8,28,30.15,1,1,75.5,41.2
2025-01-22T13:20:00-08:00,2025-01-22 13:20:00,40.3,40.3,31,0.2,1.1,6.9,344,0,0.01,0.01,0.02,1.26,198.34,31.43,69,1,150,76.6,28,30.16,1,1,75.3,41
2025-01-22T13:15:00-08:00,2025-01-22 13:15:00,40.3,40.3,31.7,1.1,2.2,6.9,39,0,0.01,0.01,0.02,1.26,198.34,31.43,71,1,145.2,76.8,29,30.16,1,1,75.5,42.1
2025-01-22T13:10:00-08:00,2025-01-22 13:10:00,40.1,40.1,31.8,0.9,2.2,6.9,8,0,0.01,0.01,0.02,1.26,198.34,31.43,72,1,133.6,76.6,28,30.16,1,1,75.3,41
2025-01-22T13:05:00-08:00,2025-01-22 13:05:00,40.6,40.6,32.6,2.9,4.5,6.9,169,0,0.01,0.01,0.02,1.26,198.34,31.44,73,1,145.7,76.5,28,30.17,1,1,75.2,41
2025-01-22T13:00:00-08:00,2025-01-22 13:00:00,40.5,40.5,32.9,1.1,1.1,6.9,2,0,0.01,0.01,0.02,1.26,198.34,31.43,74,1,150,76.5,28,30.16,1,1,75.2,41
2025-01-22T12:55:00-08:00,2025-01-22 12:55:00,39.9,39.9,32,0.7,1.1,6.9,67,0,0.01,0.01,0.02,1.26,198.34,31.43,73,1,145.7,76.3,28,30.16,1,1,74.9,40.8
2025-01-22T12:50:00-08:00,2025-01-22 12:50:00,39.7,37.4,32.1,3.6,6.9,6.9,129,0,0.01,0.01,0.02,1.26,198.34,31.43,74,1,121.8,76.3,28,30.16,1,1,74.9,40.8
2025-01-22T12:45:00-08:00,2025-01-22 12:45:00,39,39,32.4,2.5,3.4,4.5,54,0,0.01,0.01,0.02,1.26,198.34,31.44,77,1,115.4,76.3,28,30.17,1,1,74.9,40.8
2025-01-22T12:40:00-08:00,2025-01-22 12:40:00,37.9,37.9,32.3,2.2,2.2,3.4,51,0,0.01,0.01,0.02,1.26,198.34,31.45,80,1,117.1,76.1,28,30.18,1,1,74.7,40.6
2025-01-22T12:35:00-08:00,2025-01-22 12:35:00,37.9,37.9,32.3,2.2,3.4,3.4,115,0,0.01,0.01,0.02,1.26,198.34,31.45,80,0,94.6,76.3,28,30.18,1,1,74.9,40.8
2025-01-22T12:30:00-08:00,2025-01-22 12:30:00,37.8,37.8,32.5,0.2,1.1,3.4,47,0,0.01,0.01,0.02,1.26,198.34,31.45,81,0,91.9,76.1,28,30.18,1,1,74.7,40.6
2025-01-22T12:25:00-08:00,2025-01-22 12:25:00,37.2,37.2,32.2,1.1,1.1,3.4,52,0,0.01,0.01,0.02,1.26,198.34,31.45,82,0,75,76.3,28,30.18,1,1,74.9,40.8
2025-01-22T12:20:00-08:00,2025-01-22 12:20:00,37.2,37.2,32.5,0.7,1.1,3.4,58,0.05,0.01,0.01,0.02,1.26,198.34,31.45,83,1,107.5,75.9,28,30.17,1,1,74.5,40.4
2025-01-22T12:15:00-08:00,2025-01-22 12:15:00,37.2,37.2,32.5,1.1,1.1,3.4,67,0.05,0.01,0.01,0.02,1.26,198.34,31.45,83,1,114,75.7,28,30.18,1,1,74.3,40.3
2025-01-22T12:10:00-08:00,2025-01-22 12:10:00,37.2,37.2,32.2,0.9,1.1,3.4,60,0,0,0,0.01,1.25,198.34,31.45,82,1,121,75.7,28,30.18,1,1,74.3,40.3
2025-01-22T12:05:00-08:00,2025-01-22 12:05:00,37,37,32,1.1,1.1,3.4,59,0,0,0,0.01,1.25,198.34,31.45,82,1,168.7,75.6,28,30.18,1,1,74.2,40.2
2025-01-22T12:00:00-08:00,2025-01-22 12:00:00,36.7,36.7,32.3,1.1,1.1,3.4,53,0,0,0,0.01,1.25,198.34,31.45,84,0,96.3,75.6,28,30.18,1,1,74.2,40.2
2025-01-22T11:55:00-08:00,2025-01-22 11:55:00,36.3,36.3,31.9,1.1,1.1,3.4,90,0,0,0,0.01,1.25,198.34,31.45,84,1,105.8,75.4,28,30.18,1,1,74,40
2025-01-22T11:50:00-08:00,2025-01-22 11:50:00,36,36,31.9,1.8,2.2,3.4,71,0,0,0,0.01,1.25,198.34,31.46,85,1,136.2,75.6,28,30.18,1,1,74.2,40.2
2025-01-22T11:45:00-08:00,2025-01-22 11:45:00,36,36,32.2,1.1,1.1,3.4,20,0,0,0,0.01,1.25,198.34,31.45,86,0,67.2,75.4,28,30.18,1,1,74,40
2025-01-22T11:40:00-08:00,2025-01-22 11:40:00,35.6,35.6,31.8,1.1,1.1,3.4,106,0,0,0,0.01,1.25,198.34,31.46,86,0,59.8,75.4,28,30.19,1,1,74,40
2025-01-22T11:35:00-08:00,2025-01-22 11:35:00,35.4,35.4,31.9,1.8,2.2,3.4,358,0,0,0,0.01,1.25,198.34,31.46,87,0,50.3,75.4,28,30.19,1,1,74,40
2025-01-22T11:30:00-08:00,2025-01-22 11:30:00,35.1,35.1,31.6,1.6,2.2,3.4,44,0,0,0,0.01,1.25,198.34,31.46,87,0,54.6,75.2,28,30.19,1,1,73.7,39.8
2025-01-22T11:25:00-08:00,2025-01-22 11:25:00,34.9,34.9,31.7,0.9,1.1,3.4,19,0,0,0,0.01,1.25,198.34,31.46,88,0,42.9,75.2,28,30.19,1,1,73.7,39.8
2025-01-22T11:20:00-08:00,2025-01-22 11:20:00,34.9,34.9,31.7,1.3,2.2,3.4,39,0,0,0,0.01,1.25,198.34,31.46,88,0,44.6,75,28,30.19,1,1,73.5,39.7
2025-01-22T11:15:00-08:00,2025-01-22 11:15:00,34.7,34.7,31.8,0.7,1.1,3.4,287,0,0,0,0.01,1.25,198.34,31.46,89,0,42.5,75,28,30.18,1,1,73.5,39.7
2025-01-22T11:10:00-08:00,2025-01-22 11:10:00,34.3,34.3,31.4,0.4,1.1,3.4,0,0,0,0,0.01,1.25,198.34,31.46,89,0,40.7,74.8,28,30.19,1,1,73.3,39.5
2025-01-22T11:05:00-08:00,2025-01-22 11:05:00,34.2,34.2,31.6,1.1,1.1,3.4,44,0,0,0,0.01,1.25,198.34,31.47,90,0,38.5,74.8,28,30.19,1,1,73.3,39.5
2025-01-22T11:00:00-08:00,2025-01-22 11:00:00,34,34,31.4,0,0,3.4,352,0,0,0,0.01,1.25,198.34,31.47,90,0,36.8,74.8,28,30.19,1,1,73.3,39.5
2025-01-22T10:55:00-08:00,2025-01-22 10:55:00,33.8,33.8,31.5,0.2,1.1,3.4,1,0,0,0,0.01,1.25,198.34,31.46,91,0,36.3,74.8,29,30.19,1,1,73.3,40.4
2025-01-22T10:50:00-08:00,2025-01-22 10:50:00,33.8,33.8,31.5,1.3,2.2,3.4,59,0,0,0,0.01,1.25,198.34,31.47,91,0,36.8,74.7,29,30.19,1,1,73.2,40.3
2025-01-22T10:45:00-08:00,2025-01-22 10:45:00,33.6,33.6,31.3,0.2,1.1,3.4,331,0,0,0,0.01,1.25,198.34,31.47,91,0,34.6,74.7,29,30.2,1,1,73.2,40.3
2025-01-22T10:40:00-08:00,2025-01-22 10:40:00,33.6,33.6,31.3,0.2,1.1,3.4,21,0,0,0,0.01,1.25,198.34,31.47,91,0,33.8,74.5,29,30.2,1,1,73,40.1
2025-01-22T10:35:00-08:00,2025-01-22 10:35:00,33.6,33.6,31.3,1.1,1.1,3.4,3,0,0,0,0.01,1.25,198.34,31.48,91,0,34.6,74.7,29,30.2,1,1,73.2,40.3
2025-01-22T10:30:00-08:00,2025-01-22 10:30:00,33.6,33.6,31.3,0,0,3.4,341,0,0,0,0.01,1.25,198.34,31.47,91,0,36.8,74.5,28,30.2,1,1,73,39.2
2025-01-22T10:25:00-08:00,2025-01-22 10:25:00,33.6,33.6,31.3,1.1,1.1,3.4,37,0,0,0,0.01,1.25,198.34,31.47,91,0,39.4,74.5,28,30.2,1,1,73,39.2
2025-01-22T10:20:00-08:00,2025-01-22 10:20:00,33.4,33.4,31.1,0.2,1.1,3.4,61,0,0,0,0.01,1.25,198.34,31.47,91,0,41.1,74.7,28,30.2,1,1,73.2,39.4
2025-01-22T10:15:00-08:00,2025-01-22 10:15:00,33.3,33.3,31,0,0,3.4,339,0,0,0,0.01,1.25,198.34,31.48,91,0,43.3,74.7,28,30.2,1,1,73.2,39.4
2025-01-22T10:10:00-08:00,2025-01-22 10:10:00,32.9,32.9,31.1,1.1,1.1,3.4,50,0,0,0,0.01,1.25,198.34,31.47,93,0,40.2,74.5,28,30.2,1,1,73,39.2
2025-01-22T10:05:00-08:00,2025-01-22 10:05:00,32.9,32.9,31.1,0,0,3.4,352,0,0,0,0.01,1.25,198.34,31.48,93,0,38.2,74.3,28,30.2,1,1,72.7,39.1
2025-01-22T10:00:00-08:00,2025-01-22 10:00:00,32.7,32.7,30.9,1.3,2.2,3.4,70,0,0,0,0.01,1.25,198.34,31.47,93,0,36.8,74.3,28,30.19,1,1,72.7,39.1
2025-01-22T09:55:00-08:00,2025-01-22 09:55:00,32.4,32.4,30.9,0.9,1.1,3.4,39,0,0,0,0.01,1.25,198.34,31.47,94,0,34.6,74.5,28,30.2,1,1,73,39.2
2025-01-22T09:50:00-08:00,2025-01-22 09:50:00,32.2,32.2,30.9,1.1,1.1,3.4,38,0,0,0,0.01,1.25,198.34,31.47,95,0,39.9,74.5,28,30.2,1,1,73,39.2
2025-01-22T09:45:00-08:00,2025-01-22 09:45:00,31.8,31.8,30.5,1.1,1.1,3.4,71,0,0,0,0.01,1.25,198.34,31.47,95,0,31.2,74.3,28,30.19,1,1,72.7,39.1
2025-01-22T09:40:00-08:00,2025-01-22 09:40:00,31.8,31.8,30.5,0.7,1.1,3.4,58,0,0,0,0.01,1.25,198.34,31.47,95,0,30.7,74.3,28,30.19,1,1,72.7,39.1
2025-01-22T09:35:00-08:00,2025-01-22 09:35:00,31.8,31.8,30.5,0.9,1.1,3.4,18,0,0,0,0.01,1.25,198.34,31.47,95,0,30.7,74.3,28,30.2,1,1,72.7,39.1
2025-01-22T09:30:00-08:00,2025-01-22 09:30:00,31.6,31.6,30.3,0,0,3.4,18,0,0,0,0.01,1.25,198.34,31.46,95,0,29.9,74.5,27,30.19,1,1,72.9,38.3
2025-01-22T09:25:00-08:00,2025-01-22 09:25:00,31.6,31.6,30.1,0.2,1.1,3.4,23,0,0,0,0.01,1.25,198.34,31.47,94,0,28.6,74.3,27,30.19,1,1,72.7,38.1
2025-01-22T09:20:00-08:00,2025-01-22 09:20:00,31.6,31.6,30.1,0.9,1.1,3.4,12,0,0,0,0.01,1.25,198.34,31.47,94,0,27.3,74.3,27,30.19,1,1,72.7,38.1
2025-01-22T09:15:00-08:00,2025-01-22 09:15:00,31.6,31.6,30.1,1.3,2.2,3.4,26,0,0,0,0.01,1.25,198.34,31.46,94,0,24.7,74.1,27,30.19,1,1,72.5,38
2025-01-22T09:10:00-08:00,2025-01-22 09:10:00,31.6,31.6,30.1,1.3,2.2,3.4,34,0,0,0,0.01,1.25,198.34,31.46,94,0,23.9,74.1,27,30.19,1,1,72.5,38
2025-01-22T09:05:00-08:00,2025-01-22 09:05:00,31.6,31.6,30.3,1.1,1.1,3.4,21,0,0,0,0.01,1.25,198.34,31.46,95,0,24.7,73.9,27,30.19,1,1,72.3,37.8
2025-01-22T09:00:00-08:00,2025-01-22 09:00:00,31.6,31.6,30.3,0.9,1.1,3.4,30,0,0,0,0.01,1.25,198.34,31.47,95,0,26.4,74.3,27,30.19,1,1,72.7,38.1
2025-01-22T08:55:00-08:00,2025-01-22 08:55:00,31.5,31.5,30.2,0.2,1.1,3.4,28,0,0,0,0.01,1.25,198.34,31.46,95,0,25.9,74.1,27,30.19,1,1,72.5,38
2025-01-22T08:50:00-08:00,2025-01-22 08:50:00,31.3,31.3,30.3,1.1,1.1,3.4,17,0,0,0,0.01,1.25,198.34,31.46,96,0,25.1,74.1,27,30.19,1,1,72.5,38
2025-01-22T08:45:00-08:00,2025-01-22 08:45:00,31.1,31.1,30.1,0.2,1.1,3.4,31,0,0,0,0.01,1.25,198.34,31.46,96,0,22,74.1,27,30.19,1,1,72.5,38
2025-01-22T08:40:00-08:00,2025-01-22 08:40:00,30.9,30.9,30.2,1.1,1.1,3.4,45,0,0,0,0.01,1.25,198.34,31.46,97,0,21.2,73.9,27,30.19,1,1,72.3,37.8
2025-01-22T08:35:00-08:00,2025-01-22 08:35:00,30.7,30.7,30,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.46,97,0,17.7,73.9,27,30.19,1,1,72.3,37.8
2025-01-22T08:30:00-08:00,2025-01-22 08:30:00,30.6,30.6,30.1,1.1,1.1,3.4,51,0,0,0,0.01,1.25,198.34,31.45,98,0,16.4,74.1,27,30.18,1,1,72.5,38
2025-01-22T08:25:00-08:00,2025-01-22 08:25:00,30.2,30.2,29.7,1.8,2.2,3.4,51,0,0,0,0.01,1.25,198.34,31.46,98,0,15.2,74.1,27,30.18,1,1,72.5,38
2025-01-22T08:20:00-08:00,2025-01-22 08:20:00,30,30,29.5,1.3,2.2,3.4,49,0,0,0,0.01,1.25,198.34,31.46,98,0,12.5,74.1,27,30.19,1,1,72.5,38
2025-01-22T08:15:00-08:00,2025-01-22 08:15:00,29.8,29.8,29.6,0.7,2.2,3.4,50,0,0,0,0.01,1.25,198.34,31.46,99,0,10.8,73.9,27,30.18,1,1,72.3,37.8
2025-01-22T08:10:00-08:00,2025-01-22 08:10:00,29.5,29.5,29.3,1.1,1.1,3.4,54,0,0,0,0.01,1.25,198.34,31.46,99,0,8.6,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T08:05:00-08:00,2025-01-22 08:05:00,29.3,29.3,29.1,1.1,1.1,3.4,58,0,0,0,0.01,1.25,198.34,31.46,99,0,7.3,73.9,27,30.19,1,1,72.3,37.8
2025-01-22T08:00:00-08:00,2025-01-22 08:00:00,29.3,29.3,29.1,1.1,1.1,3.4,74,0,0,0,0.01,1.25,198.34,31.46,99,0,5.6,74.1,27,30.19,1,1,72.5,38
2025-01-22T07:55:00-08:00,2025-01-22 07:55:00,29.3,29.3,29.1,0.9,1.1,3.4,59,0,0,0,0.01,1.25,198.34,31.46,99,0,2.9,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T07:50:00-08:00,2025-01-22 07:50:00,29.3,29.3,29.1,1.1,1.1,3.4,59,0,0,0,0.01,1.25,198.34,31.46,99,0,2.1,74.5,27,30.19,1,1,72.9,38.3
2025-01-22T07:45:00-08:00,2025-01-22 07:45:00,29.3,29.3,29.1,0.9,1.1,3.4,57,0,0,0,0.01,1.25,198.34,31.46,99,0,0.8,74.1,27,30.18,1,1,72.5,38
2025-01-22T07:40:00-08:00,2025-01-22 07:40:00,29.3,29.3,29.1,0.2,1.1,3.4,57,0,0,0,0.01,1.25,198.34,31.46,99,0,0,74.1,27,30.18,1,1,72.5,38
2025-01-22T07:35:00-08:00,2025-01-22 07:35:00,29.5,29.5,29.3,1.1,1.1,3.4,58,0,0,0,0.01,1.25,198.34,31.46,99,0,0,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T07:30:00-08:00,2025-01-22 07:30:00,29.7,29.7,29.5,1.1,1.1,3.4,58,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.1,27,30.18,1,1,72.5,38
2025-01-22T07:25:00-08:00,2025-01-22 07:25:00,29.7,29.7,29.5,0.9,1.1,3.4,59,0,0,0,0.01,1.25,198.34,31.46,99,0,0,73.9,27,30.18,1,1,72.3,37.8
2025-01-22T07:20:00-08:00,2025-01-22 07:20:00,29.7,29.7,29.5,0.7,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.46,99,0,0,74.1,27,30.18,1,1,72.5,38
2025-01-22T07:15:00-08:00,2025-01-22 07:15:00,29.7,29.7,29.5,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.1,27,30.17,1,1,72.5,38
2025-01-22T07:10:00-08:00,2025-01-22 07:10:00,29.7,29.7,29.5,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T07:05:00-08:00,2025-01-22 07:05:00,29.7,29.7,29.5,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T07:00:00-08:00,2025-01-22 07:00:00,29.7,29.7,29.5,0.7,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T06:55:00-08:00,2025-01-22 06:55:00,29.8,29.8,29.6,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T06:50:00-08:00,2025-01-22 06:50:00,29.8,29.8,29.6,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T06:45:00-08:00,2025-01-22 06:45:00,30,30,29.8,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T06:40:00-08:00,2025-01-22 06:40:00,30,30,29.8,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T06:35:00-08:00,2025-01-22 06:35:00,30,30,29.8,0.4,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T06:30:00-08:00,2025-01-22 06:30:00,30,30,29.8,1.1,1.1,3.4,51,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.18,1,1,72.7,38.1
2025-01-22T06:25:00-08:00,2025-01-22 06:25:00,30,30,29.8,0.9,1.1,3.4,53,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T06:20:00-08:00,2025-01-22 06:20:00,30,30,29.8,0,0,3.4,53,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T06:15:00-08:00,2025-01-22 06:15:00,30.2,30.2,30,1.3,2.2,3.4,55,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T06:10:00-08:00,2025-01-22 06:10:00,30.2,30.2,30,1.1,1.1,3.4,55,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.7,27,30.16,1,1,73.1,38.5
2025-01-22T06:05:00-08:00,2025-01-22 06:05:00,30.2,30.2,30,1.1,1.1,3.4,52,0,0,0,0.01,1.25,198.34,31.45,99,0,0,74.3,27,30.17,1,1,72.7,38.1
2025-01-22T06:00:00-08:00,2025-01-22 06:00:00,30.4,30.4,30.2,0.9,1.1,3.4,52,0,0,0,0.01,1.25,198.34,31.44,99,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T05:55:00-08:00,2025-01-22 05:55:00,30.2,30.2,30,0,0,3.4,50,0,0,0,0.01,1.25,198.34,31.43,99,0,0,74.5,27,30.16,1,1,72.9,38.3
2025-01-22T05:50:00-08:00,2025-01-22 05:50:00,30.2,30.2,30,0.2,1.1,3.4,52,0,0,0,0.01,1.25,198.34,31.43,99,0,0,74.5,27,30.16,1,1,72.9,38.3
2025-01-22T05:45:00-08:00,2025-01-22 05:45:00,30.2,30.2,30,0.7,1.1,3.4,51,0,0,0,0.01,1.25,198.34,31.43,99,0,0,74.5,27,30.15,1,1,72.9,38.3
2025-01-22T05:40:00-08:00,2025-01-22 05:40:00,30.2,30.2,29.7,0.7,1.1,3.4,52,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T05:35:00-08:00,2025-01-22 05:35:00,30.4,30.4,29.9,0.7,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T05:30:00-08:00,2025-01-22 05:30:00,30.4,30.4,29.9,0.7,1.1,3.4,52,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T05:25:00-08:00,2025-01-22 05:25:00,30.4,30.4,29.9,0.9,1.1,3.4,51,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.5,27,30.16,1,1,72.9,38.3
2025-01-22T05:20:00-08:00,2025-01-22 05:20:00,30.7,30.7,30.2,1.1,1.1,3.4,45,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T05:15:00-08:00,2025-01-22 05:15:00,30.6,30.6,30.1,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T05:10:00-08:00,2025-01-22 05:10:00,30.2,30.2,29.7,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.16,1,1,73.1,38.5
2025-01-22T05:05:00-08:00,2025-01-22 05:05:00,30.4,30.4,29.9,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.16,1,1,73.1,38.5
2025-01-22T05:00:00-08:00,2025-01-22 05:00:00,30.6,30.6,30.1,0.2,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.43,98,0,0,74.7,27,30.16,1,1,73.1,38.5
2025-01-22T04:55:00-08:00,2025-01-22 04:55:00,30.6,30.6,30.1,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.8,27,30.16,1,1,73.2,38.6
2025-01-22T04:50:00-08:00,2025-01-22 04:50:00,30.7,30.7,30.2,0.2,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.8,27,30.16,1,1,73.2,38.6
2025-01-22T04:45:00-08:00,2025-01-22 04:45:00,30.6,30.6,30.1,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.8,27,30.17,1,1,73.2,38.6
2025-01-22T04:40:00-08:00,2025-01-22 04:40:00,30.7,30.7,30.2,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,98,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T04:35:00-08:00,2025-01-22 04:35:00,30.7,30.7,30.2,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.45,98,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T04:30:00-08:00,2025-01-22 04:30:00,30.7,30.7,30,0.9,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T04:25:00-08:00,2025-01-22 04:25:00,30.7,30.7,30,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.45,97,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T04:20:00-08:00,2025-01-22 04:20:00,30.7,30.7,30,0,0,3.4,47,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.7,28,30.17,1,1,73.2,39.4
2025-01-22T04:15:00-08:00,2025-01-22 04:15:00,30.7,30.7,30,0.2,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.45,97,0,0,74.5,27,30.18,1,1,72.9,38.3
2025-01-22T04:10:00-08:00,2025-01-22 04:10:00,30.7,30.7,30,1.1,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.5,27,30.17,1,1,72.9,38.3
2025-01-22T04:05:00-08:00,2025-01-22 04:05:00,30.7,30.7,30,0.2,1.1,3.4,47,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T04:00:00-08:00,2025-01-22 04:00:00,30.7,30.7,30,1.1,1.1,3.4,45,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.8,27,30.17,1,1,73.2,38.6
2025-01-22T03:55:00-08:00,2025-01-22 03:55:00,30.7,30.7,30,0.9,1.1,3.4,27,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.7,27,30.17,1,1,73.1,38.5
2025-01-22T03:50:00-08:00,2025-01-22 03:50:00,30.6,30.6,29.9,0.2,1.1,3.4,27,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.8,27,30.17,1,1,73.2,38.6
2025-01-22T03:45:00-08:00,2025-01-22 03:45:00,30.6,30.6,29.9,0.7,1.1,3.4,41,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.7,27,30.16,1,1,73.1,38.5
2025-01-22T03:40:00-08:00,2025-01-22 03:40:00,30.6,30.6,29.9,1.1,1.1,3.4,36,0,0,0,0.01,1.25,198.34,31.44,97,0,0,74.8,27,30.17,1,1,73.2,38.6
2025-01-22T03:35:00-08:00,2025-01-22 03:35:00,30.6,30.6,29.9,1.3,2.2,3.4,35,0,0,0,0.01,1.25,198.34,31.44,97,0,0,75,27,30.17,1,1,73.5,38.7
2025-01-22T03:30:00-08:00,2025-01-22 03:30:00,30.6,30.6,29.6,0.9,1.1,3.4,30,0,0,0,0.01,1.25,198.34,31.44,96,0,0,75,27,30.16,1,1,73.5,38.7
2025-01-22T03:25:00-08:00,2025-01-22 03:25:00,30.6,30.6,29.6,0.7,1.1,3.4,45,0,0,0,0.01,1.25,198.34,31.44,96,0,0,75,27,30.17,1,1,73.5,38.7
