"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-05-31T23:55:00-07:00,2023-05-31 23:55:00,49.5,49.5,43.9,0.9,2.2,6.9,73,0,0,0,0.02,1.21,134.52,30.81,81,0,0,76.6,38,29.54,1,75.7,49.1
2023-05-31T23:50:00-07:00,2023-05-31 23:50:00,49.5,49.5,43.6,0,0,6.9,112,0,0,0,0.02,1.21,134.52,30.8,80,0,0,76.6,38,29.53,1,75.7,49.1
2023-05-31T23:45:00-07:00,2023-05-31 23:45:00,49.6,48.9,44,3.4,4.5,6.9,253,0,0,0,0.02,1.21,134.52,30.81,81,0,0,76.8,37,29.53,1,75.9,48.5
2023-05-31T23:40:00-07:00,2023-05-31 23:40:00,49.6,49.6,43.4,0.7,2.2,6.9,180,0,0,0,0.02,1.21,134.52,30.82,79,0,0,77,38,29.54,1,76.2,49.4
2023-05-31T23:35:00-07:00,2023-05-31 23:35:00,49.3,49.3,43.7,0.7,1.1,6.9,333,0,0,0,0.02,1.21,134.52,30.81,81,0,0,76.8,38,29.54,1,76,49.3
2023-05-31T23:30:00-07:00,2023-05-31 23:30:00,49.5,49.5,43.6,1.3,2.2,6.9,152,0,0,0,0.02,1.21,134.52,30.81,80,0,0,76.8,38,29.53,1,76,49.3
2023-05-31T23:25:00-07:00,2023-05-31 23:25:00,49.6,49.6,43.7,0.2,1.1,6.9,196,0,0,0,0.02,1.21,134.52,30.81,80,0,0,77,38,29.53,1,76.2,49.4
2023-05-31T23:20:00-07:00,2023-05-31 23:20:00,49.5,49.5,43.6,0.2,1.1,6.9,183,0,0,0,0.02,1.21,134.52,30.81,80,0,0,77,37,29.54,1,76.1,48.7
2023-05-31T23:15:00-07:00,2023-05-31 23:15:00,49.1,47.8,43.5,4,5.8,6.9,223,0,0,0,0.02,1.21,134.52,30.81,81,0,0,77,38,29.53,1,76.2,49.4
2023-05-31T23:10:00-07:00,2023-05-31 23:10:00,49.1,49.1,43.5,1.8,2.2,6.9,102,0,0,0,0.02,1.21,134.52,30.81,81,0,0,77,38,29.54,1,76.2,49.4
2023-05-31T23:05:00-07:00,2023-05-31 23:05:00,49.3,49.3,44,1.8,2.2,6.9,112,0,0,0,0.02,1.21,134.52,30.81,82,0,0,77.2,38,29.53,1,76.4,49.6
2023-05-31T23:00:00-07:00,2023-05-31 23:00:00,49.6,49.6,43.7,0.2,1.1,6.9,205,0,0,0,0.02,1.21,134.52,30.81,80,0,0,77.2,38,29.54,1,76.4,49.6
