"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2022-10-31T23:55:00-07:00,2022-10-31 23:55:00,42.1,42.1,41.8,0,0,20.6,13,0,0.73,0.47,0.73,2.94,108.22,30.55,99,0,0,74.5,41,29.27,1,73.6,49.2
2022-10-31T23:50:00-07:00,2022-10-31 23:50:00,42.3,42.3,42,0,0,20.6,11,0,0.73,0.47,0.73,2.94,108.22,30.55,99,0,0,74.3,41,29.27,1,73.4,49.1
2022-10-31T23:45:00-07:00,2022-10-31 23:45:00,42.3,42.3,42,0,0,20.6,14,0,0.73,0.47,0.73,2.94,108.22,30.55,99,0,0,74.3,41,29.28,1,73.4,49.1
2022-10-31T23:40:00-07:00,2022-10-31 23:40:00,42.4,42.4,42.1,0,0,20.6,13,0.07,0.73,0.47,0.73,2.94,108.22,30.55,99,0,0,74.3,40,29.27,1,73.3,48.4
2022-10-31T23:35:00-07:00,2022-10-31 23:35:00,42.4,42.4,42.1,0,0,20.6,13,0.12,0.73,0.47,0.73,2.94,108.22,30.55,99,0,0,74.3,41,29.28,1,73.4,49.1
2022-10-31T23:30:00-07:00,2022-10-31 23:30:00,42.6,42.6,42.3,0,0,20.6,24,0.12,0.72,0.46,0.72,2.93,108.21,30.55,99,0,0,74.3,40,29.27,1,73.3,48.4
2022-10-31T23:26:00-07:00,2022-10-31 23:26:00,42.6,42.6,42.3,0,0,20.6,23,0.07,0.71,0.45,0.71,2.92,108.2,30.55,99,0,0,74.5,41,29.28,1,73.6,49.2
2022-10-31T23:20:00-07:00,2022-10-31 23:20:00,42.6,42.6,42.3,0,0,20.6,23,0.05,0.7,0.44,0.7,2.91,108.19,30.56,99,0,0,74.5,41,29.29,1,73.6,49.2
2022-10-31T23:15:00-07:00,2022-10-31 23:15:00,43,43,42.7,0,0,20.6,2,0.12,0.7,0.44,0.7,2.91,108.19,30.55,99,0,0,74.7,41,29.28,1,73.8,49.4
2022-10-31T23:10:00-07:00,2022-10-31 23:10:00,43,43,42.7,0,0,20.6,2,0.19,0.69,0.43,0.69,2.9,108.19,30.55,99,0,0,74.5,41,29.28,1,73.6,49.2
2022-10-31T23:05:00-07:00,2022-10-31 23:05:00,43.2,43.2,42.9,0,0,20.6,359,0.19,0.67,0.41,0.67,2.88,108.17,30.56,99,0,0,74.3,41,29.29,1,73.4,49.1
2022-10-31T23:00:00-07:00,2022-10-31 23:00:00,43.2,43.2,42.9,0,0,20.6,1,0.24,0.66,0.4,0.66,2.87,108.15,30.56,99,0,0,74.5,41,29.29,1,73.6,49.2
2022-10-31T22:55:00-07:00,2022-10-31 22:55:00,43,43,42.7,0,0,20.6,3,0.19,0.64,0.38,0.64,2.85,108.13,30.56,99,0,0,74.7,41,29.28,1,73.8,49.4
2022-10-31T22:50:00-07:00,2022-10-31 22:50:00,43,43,42.7,0,0,20.6,1,0.07,0.62,0.36,0.62,2.83,108.11,30.56,99,0,0,74.5,41,29.29,1,73.6,49.2
2022-10-31T22:45:00-07:00,2022-10-31 22:45:00,43,43,42.7,0,0,20.6,6,0.05,0.61,0.35,0.61,2.82,108.1,30.56,99,0,0,74.7,41,29.29,1,73.8,49.4
2022-10-31T22:40:00-07:00,2022-10-31 22:40:00,43,43,42.7,0,0,20.6,6,0.05,0.61,0.35,0.61,2.82,108.1,30.55,99,0,0,74.5,42,29.28,1,73.6,49.9
2022-10-31T22:35:00-07:00,2022-10-31 22:35:00,43,43,42.7,0,0,20.6,2,0.07,0.6,0.34,0.6,2.81,108.09,30.56,99,0,0,74.7,41,29.29,1,73.8,49.4
2022-10-31T22:30:00-07:00,2022-10-31 22:30:00,43.2,43.2,42.9,0,0,20.6,3,0.07,0.6,0.34,0.6,2.81,108.09,30.55,99,0,0,74.7,42,29.28,1,73.8,50.1
2022-10-31T22:25:00-07:00,2022-10-31 22:25:00,43.3,43.3,43,0,0,20.6,2,0.05,0.59,0.33,0.59,2.8,108.08,30.56,99,0,0,74.7,41,29.28,1,73.8,49.4
2022-10-31T22:20:00-07:00,2022-10-31 22:20:00,43.3,43.3,43,0,0,20.6,2,0.05,0.59,0.33,0.59,2.8,108.08,30.56,99,0,0,74.7,41,29.29,1,73.8,49.4
2022-10-31T22:15:00-07:00,2022-10-31 22:15:00,43.3,43.3,43,0,0,20.6,14,0,0.58,0.32,0.58,2.79,108.08,30.57,99,0,0,74.7,42,29.29,1,73.8,50.1
2022-10-31T22:10:00-07:00,2022-10-31 22:10:00,43.5,43.5,43.2,0,0,20.6,12,0,0.58,0.32,0.58,2.79,108.08,30.56,99,0,0,74.8,42,29.29,1,74,50.2
2022-10-31T22:05:00-07:00,2022-10-31 22:05:00,43.7,43.7,43.4,0,0,20.6,12,0,0.58,0.32,0.58,2.79,108.08,30.56,99,0,0,74.8,42,29.28,1,74,50.2
2022-10-31T22:00:00-07:00,2022-10-31 22:00:00,43.5,43.5,43.2,0,0,20.6,28,0,0.58,0.32,0.58,2.79,108.08,30.55,99,0,0,75,42,29.28,1,74.2,50.3
2022-10-31T21:55:00-07:00,2022-10-31 21:55:00,43.7,43.7,43.4,0,0,20.6,23,0.07,0.58,0.32,0.58,2.79,108.08,30.55,99,0,0,74.7,42,29.28,1,73.8,50.1
2022-10-31T21:50:00-07:00,2022-10-31 21:50:00,43.9,43.9,43.6,0,0,20.6,24,0.07,0.58,0.32,0.58,2.79,108.08,30.56,99,0,0,74.8,42,29.29,1,74,50.2
2022-10-31T21:45:00-07:00,2022-10-31 21:45:00,43.9,43.9,43.6,0,0,20.6,28,0,0.57,0.31,0.57,2.78,108.06,30.56,99,0,0,75,42,29.29,1,74.2,50.3
2022-10-31T21:40:00-07:00,2022-10-31 21:40:00,43.7,43.7,43.4,0,0,20.6,19,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,74.8,42,29.3,1,74,50.2
2022-10-31T21:35:00-07:00,2022-10-31 21:35:00,43.7,43.7,43.4,0,0,20.6,9,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,74.8,42,29.29,1,74,50.2
2022-10-31T21:30:00-07:00,2022-10-31 21:30:00,43.7,43.7,43.4,0,0,20.6,37,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,75,42,29.29,1,74.2,50.3
2022-10-31T21:25:00-07:00,2022-10-31 21:25:00,43.9,43.9,43.6,0,0,20.6,37,0,0.57,0.31,0.57,2.78,108.06,30.56,99,0,0,75,42,29.29,1,74.2,50.3
2022-10-31T21:20:00-07:00,2022-10-31 21:20:00,43.9,43.9,43.6,0,0,20.6,39,0,0.57,0.31,0.57,2.78,108.06,30.56,99,0,0,74.8,43,29.29,1,74,50.8
2022-10-31T21:15:00-07:00,2022-10-31 21:15:00,43.9,43.9,43.6,0,0,20.6,37,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,74.8,43,29.3,1,74,50.8
2022-10-31T21:10:00-07:00,2022-10-31 21:10:00,43.9,43.9,43.6,0,0,20.6,26,0,0.57,0.31,0.57,2.78,108.06,30.56,99,0,0,74.7,43,29.29,1,73.9,50.7
2022-10-31T21:05:00-07:00,2022-10-31 21:05:00,43.9,43.9,43.6,0,0,20.6,21,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,74.8,43,29.3,1,74,50.8
2022-10-31T21:00:00-07:00,2022-10-31 21:00:00,43.9,43.9,43.6,0,0,20.6,6,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,75,43,29.29,1,74.2,51
2022-10-31T20:55:00-07:00,2022-10-31 20:55:00,43.9,43.9,43.6,0,0,20.6,349,0,0.57,0.31,0.57,2.78,108.06,30.57,99,0,0,75.2,43,29.3,1,74.4,51.1
