Date,Simple Date,Outdoor Temperature (°F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Outdoor Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°F),Indoor Humidity (%),Absolute Pressure (inHg),Outdoor Battery,Indoor Feels Like (°F),Indoor Dew Point (°F)
2022-02-28T23:55:00-08:00,2022-02-28 23:55:00,50.7,50.7,49.9,3.6,5.8,27.3,307,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.8,41,29.39,1,72.8,48.6
2022-02-28T23:50:00-08:00,2022-02-28 23:50:00,50.9,50.9,50.1,5.6,9.2,27.3,223,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.39,1,72.9,48.7
2022-02-28T23:45:00-08:00,2022-02-28 23:45:00,50.7,50.7,49.9,10.1,13.6,27.3,238,0,1.57,0.5,1.08,3.65,86.47,30.68,97,0,0,73.9,41,29.4,1,72.9,48.7
2022-02-28T23:40:00-08:00,2022-02-28 23:40:00,50.7,50.7,49.9,6,6.9,27.3,199,0,1.57,0.5,1.08,3.65,86.47,30.67,97,0,0,73.8,41,29.39,1,72.8,48.6
2022-02-28T23:35:00-08:00,2022-02-28 23:35:00,50.7,50.7,49.9,6.5,9.2,27.3,215,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.39,1,72.9,48.7
2022-02-28T23:30:00-08:00,2022-02-28 23:30:00,50.7,50.7,49.9,7.2,8.1,27.3,257,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.39,1,72.9,48.7
2022-02-28T23:25:00-08:00,2022-02-28 23:25:00,50.7,50.7,49.9,8.9,11.4,27.3,237,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.39,1,72.9,48.7
2022-02-28T23:20:00-08:00,2022-02-28 23:20:00,50.7,50.7,49.9,6.5,8.1,27.3,255,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.38,1,72.9,48.7
2022-02-28T23:15:00-08:00,2022-02-28 23:15:00,50.7,50.7,49.9,5.4,6.9,27.3,274,0,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.8,41,29.39,1,72.8,48.6
2022-02-28T23:10:00-08:00,2022-02-28 23:10:00,50.7,50.7,49.9,11.2,13.6,27.3,238,0,1.57,0.5,1.08,3.65,86.47,30.65,97,0,0,73.9,41,29.38,1,72.9,48.7
2022-02-28T23:05:00-08:00,2022-02-28 23:05:00,50.7,50.7,49.9,6,6.9,27.3,256,0.07,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.39,1,72.9,48.7
2022-02-28T23:00:00-08:00,2022-02-28 23:00:00,50.7,50.7,49.9,4.9,6.9,27.3,224,0.07,1.57,0.5,1.08,3.65,86.47,30.66,97,0,0,73.9,41,29.38,1,72.9,48.7
2022-02-28T22:55:00-08:00,2022-02-28 22:55:00,50.5,50.5,49.7,7.8,9.2,27.3,231,0,1.56,0.49,1.07,3.64,86.45,30.66,97,0,0,74.1,41,29.38,1,73.1,48.9
2022-02-28T22:50:00-08:00,2022-02-28 22:50:00,50.5,50.5,49.7,4.9,6.9,27.3,174,0,1.56,0.49,1.07,3.64,86.45,30.65,97,0,0,73.9,41,29.37,1,72.9,48.7
2022-02-28T22:45:00-08:00,2022-02-28 22:45:00,50.5,50.5,50,8.5,10.3,27.3,258,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.1,41,29.36,1,73.1,48.9
2022-02-28T22:40:00-08:00,2022-02-28 22:40:00,50.5,50.5,50,6.5,8.1,27.3,232,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.3,41,29.37,1,73.4,49.1
2022-02-28T22:35:00-08:00,2022-02-28 22:35:00,50.5,50.5,50,11.2,12.5,27.3,244,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.5,41,29.36,1,73.6,49.2
2022-02-28T22:30:00-08:00,2022-02-28 22:30:00,50.4,50.4,49.9,6.9,10.3,27.3,217,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.3,41,29.36,1,73.4,49.1
2022-02-28T22:25:00-08:00,2022-02-28 22:25:00,50.5,50.5,50,6.7,6.9,27.3,213,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.3,41,29.36,1,73.4,49.1
2022-02-28T22:20:00-08:00,2022-02-28 22:20:00,50.4,50.4,49.9,7.8,11.4,27.3,253,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.5,41,29.36,1,73.6,49.2
2022-02-28T22:15:00-08:00,2022-02-28 22:15:00,50.4,50.4,49.9,4.9,5.8,27.3,210,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.5,41,29.36,1,73.6,49.2
2022-02-28T22:10:00-08:00,2022-02-28 22:10:00,50.4,50.4,49.9,8.5,13.6,27.3,264,0,1.56,0.49,1.07,3.64,86.45,30.64,98,0,0,74.1,41,29.36,1,73.1,48.9
2022-02-28T22:05:00-08:00,2022-02-28 22:05:00,50.4,50.4,49.9,9.6,11.4,27.3,230,0,1.56,0.49,1.07,3.64,86.45,30.63,98,0,0,74.3,41,29.36,1,73.4,49.1
2022-02-28T22:00:00-08:00,2022-02-28 22:00:00,50.2,50.2,49.7,9.6,12.5,27.3,251,0,1.56,0.49,1.07,3.64,86.45,30.63,98,0,0,74.5,41,29.35,1,73.6,49.2
2022-02-28T21:55:00-08:00,2022-02-28 21:55:00,50.2,50.2,49.7,7.8,11.4,27.3,254,0,1.56,0.49,1.07,3.64,86.45,30.63,98,0,0,74.5,41,29.35,1,73.6,49.2
