"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","CO2 battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2024-09-25T11:30:00-07:00,2024-09-25 11:30:00,60.3,60.3,57.4,1.1,2.2,18.3,269,0,0.07,0.07,0.09,0.51,179.44,30.44,90,0,75,76.5,49,29.16,1,1,76.2,55.9
2024-09-25T11:25:00-07:00,2024-09-25 11:25:00,60.3,60.3,57.4,2.7,3.4,18.3,224,0,0.07,0.07,0.09,0.51,179.44,30.44,90,0,72.8,76.5,49,29.16,1,1,76.2,55.9
2024-09-25T11:20:00-07:00,2024-09-25 11:20:00,60.6,60.6,57.6,2.9,4.5,18.3,286,0,0.07,0.07,0.09,0.51,179.44,30.43,90,1,110.1,76.3,49,29.16,1,1,75.9,55.7
2024-09-25T11:15:00-07:00,2024-09-25 11:15:00,60.4,60.4,57.5,5.1,5.8,18.3,218,0,0.07,0.07,0.09,0.51,179.44,30.43,90,1,101,76.5,49,29.15,1,1,76.2,55.9
2024-09-25T11:10:00-07:00,2024-09-25 11:10:00,60.3,60.3,57.7,4.9,5.8,18.3,199,0,0.07,0.07,0.09,0.51,179.44,30.43,91,1,115.7,76.5,49,29.16,1,1,76.2,55.9
2024-09-25T11:05:00-07:00,2024-09-25 11:05:00,60.1,60.1,57.5,3.6,4.5,18.3,263,0,0.07,0.07,0.09,0.51,179.44,30.43,91,1,105,76.5,49,29.15,1,1,76.2,55.9
2024-09-25T11:00:00-07:00,2024-09-25 11:00:00,59.9,59.9,57.9,2.7,3.4,18.3,294,0,0.07,0.07,0.09,0.51,179.44,30.42,93,0,88.5,76.6,49,29.15,1,1,76.3,56
2024-09-25T10:55:00-07:00,2024-09-25 10:55:00,59.5,59.5,57.5,1.8,2.2,18.3,289,0,0.07,0.07,0.09,0.51,179.44,30.43,93,0,95.4,76.6,49,29.16,1,1,76.3,56
2024-09-25T10:50:00-07:00,2024-09-25 10:50:00,59.5,59.5,57.2,2.9,3.4,18.3,255,0,0.07,0.07,0.09,0.51,179.44,30.42,92,0,89.3,76.6,49,29.14,1,1,76.3,56
2024-09-25T10:45:00-07:00,2024-09-25 10:45:00,59.4,59.4,57.4,1.6,2.2,18.3,213,0,0.07,0.07,0.09,0.51,179.44,30.42,93,0,87.1,76.6,49,29.14,1,1,76.3,56
2024-09-25T10:40:00-07:00,2024-09-25 10:40:00,59,59,57,5.1,6.9,18.3,212,0,0.07,0.07,0.09,0.51,179.44,30.42,93,0,94.1,76.5,49,29.15,1,1,76.2,55.9
2024-09-25T10:35:00-07:00,2024-09-25 10:35:00,58.8,58.8,56.8,3.8,4.5,18.3,216,0,0.07,0.07,0.09,0.51,179.44,30.42,93,0,67.7,76.3,49,29.14,1,1,75.9,55.7
2024-09-25T10:30:00-07:00,2024-09-25 10:30:00,58.6,58.6,56.9,4.7,5.8,18.3,249,0,0.07,0.07,0.09,0.51,179.44,30.41,94,0,62,76.6,49,29.14,1,1,76.3,56
2024-09-25T10:25:00-07:00,2024-09-25 10:25:00,58.8,58.8,57.1,3.8,4.5,18.3,249,0,0.07,0.07,0.09,0.51,179.44,30.41,94,0,69.4,76.1,49,29.13,1,1,75.7,55.5
2024-09-25T10:20:00-07:00,2024-09-25 10:20:00,58.8,58.8,57.1,2,2.2,18.3,266,0,0.07,0.07,0.09,0.51,179.44,30.41,94,0,65.5,76.3,49,29.13,1,1,75.9,55.7
2024-09-25T10:15:00-07:00,2024-09-25 10:15:00,58.8,58.8,57.1,3.4,4.5,18.3,245,0,0.07,0.07,0.09,0.51,179.44,30.4,94,0,81.5,76.6,49,29.12,1,1,76.3,56
2024-09-25T10:10:00-07:00,2024-09-25 10:10:00,58.6,58.6,56.9,3.8,4.5,18.3,216,0,0.07,0.07,0.09,0.51,179.44,30.4,94,0,90.2,76.6,49,29.12,1,1,76.3,56
2024-09-25T10:05:00-07:00,2024-09-25 10:05:00,58.6,58.6,56.9,4.5,5.8,18.3,242,0,0.07,0.07,0.09,0.51,179.44,30.39,94,0,91.9,76.5,49,29.12,1,1,76.2,55.9
2024-09-25T10:00:00-07:00,2024-09-25 10:00:00,58.6,58.6,56.9,7.2,8.1,18.3,181,0,0.07,0.07,0.09,0.51,179.44,30.39,94,0,88.8,76.5,49,29.11,1,1,76.2,55.9
2024-09-25T09:55:00-07:00,2024-09-25 09:55:00,58.6,58.6,56.9,6.7,8.1,18.3,216,0,0.07,0.07,0.09,0.51,179.44,30.39,94,0,98.8,76.6,49,29.11,1,1,76.3,56
2024-09-25T09:50:00-07:00,2024-09-25 09:50:00,58.6,58.6,56.6,3.1,4.5,18.3,224,0,0.07,0.07,0.09,0.51,179.44,30.38,93,0,78.9,76.5,49,29.11,1,1,76.2,55.9
2024-09-25T09:45:00-07:00,2024-09-25 09:45:00,59.2,59.2,57.2,4.5,5.8,18.3,281,0,0.07,0.07,0.09,0.51,179.44,30.39,93,0,61.5,76.6,49,29.11,1,1,76.3,56
2024-09-25T09:40:00-07:00,2024-09-25 09:40:00,59.5,59.5,57.2,4.9,5.8,18.3,219,0,0.07,0.07,0.09,0.51,179.44,30.38,92,0,85,76.6,49,29.11,1,1,76.3,56
2024-09-25T09:35:00-07:00,2024-09-25 09:35:00,59.9,59.9,57.3,5.8,9.2,18.3,249,0,0.07,0.07,0.09,0.51,179.44,30.38,91,1,137,76.6,49,29.1,1,1,76.3,56
2024-09-25T09:30:00-07:00,2024-09-25 09:30:00,59.7,59.7,57.4,4.7,8.1,18.3,213,0,0.07,0.07,0.09,0.51,179.44,30.37,92,1,161.4,76.8,49,29.09,1,1,76.5,56.2
2024-09-25T09:25:00-07:00,2024-09-25 09:25:00,59.5,59.5,56.9,4.9,6.9,18.3,267,0,0.07,0.07,0.09,0.51,179.44,30.38,91,1,186.9,76.8,49,29.1,1,1,76.5,56.2
2024-09-25T09:20:00-07:00,2024-09-25 09:20:00,59.5,59.5,56.9,8.1,12.5,18.3,223,0,0.07,0.07,0.09,0.51,179.44,30.37,91,1,167,76.6,49,29.1,1,1,76.3,56
2024-09-25T09:15:00-07:00,2024-09-25 09:15:00,59.4,59.4,57.1,7.6,10.3,18.3,206,0,0.07,0.07,0.09,0.51,179.44,30.37,92,1,154.4,76.6,49,29.09,1,1,76.3,56
2024-09-25T09:10:00-07:00,2024-09-25 09:10:00,58.6,58.6,56.6,6.5,13.6,18.3,202,0,0.07,0.07,0.09,0.51,179.44,30.38,93,1,171.3,76.5,49,29.1,1,1,76.2,55.9
2024-09-25T09:05:00-07:00,2024-09-25 09:05:00,58.6,58.6,56.6,8.9,11.4,17.2,223,0,0.07,0.07,0.09,0.51,179.44,30.37,93,1,119.6,76.6,49,29.09,1,1,76.3,56
2024-09-25T09:00:00-07:00,2024-09-25 09:00:00,58.8,58.8,56.5,5.4,5.8,13.6,154,0,0.07,0.07,0.09,0.51,179.44,30.37,92,1,106.2,76.6,49,29.09,1,1,76.3,56
2024-09-25T08:55:00-07:00,2024-09-25 08:55:00,59,59,56.7,4.9,8.1,13.6,200,0,0.07,0.07,0.09,0.51,179.44,30.36,92,0,92.7,76.6,49,29.09,1,1,76.3,56
2024-09-25T08:50:00-07:00,2024-09-25 08:50:00,59,59,56.7,4.9,6.9,12.5,282,0,0.07,0.07,0.09,0.51,179.44,30.36,92,0,85.9,76.6,49,29.09,1,1,76.3,56
2024-09-25T08:45:00-07:00,2024-09-25 08:45:00,58.8,58.8,56.5,8.1,11.4,12.5,190,0,0.07,0.07,0.09,0.51,179.44,30.36,92,0,59.8,76.6,49,29.09,1,1,76.3,56
2024-09-25T08:40:00-07:00,2024-09-25 08:40:00,58.6,58.6,56.9,6,9.2,11.4,251,0,0.07,0.07,0.09,0.51,179.44,30.35,94,0,79.3,76.6,49,29.08,1,1,76.3,56
2024-09-25T08:35:00-07:00,2024-09-25 08:35:00,58.5,58.5,57.1,2.5,3.4,11.4,203,0,0.07,0.07,0.09,0.51,179.44,30.34,95,0,90.2,76.5,49,29.07,1,1,76.2,55.9
2024-09-25T08:30:00-07:00,2024-09-25 08:30:00,58.5,58.5,57.1,3.4,3.4,11.4,220,0,0.07,0.07,0.09,0.51,179.44,30.35,95,0,76.7,76.5,49,29.07,1,1,76.2,55.9
2024-09-25T08:25:00-07:00,2024-09-25 08:25:00,58.1,58.1,57,5.6,8.1,11.4,235,0,0.07,0.07,0.09,0.51,179.44,30.36,96,0,72.8,76.6,49,29.08,1,1,76.3,56
2024-09-25T08:20:00-07:00,2024-09-25 08:20:00,57.7,57.7,56.6,4,4.5,11.4,287,0,0.07,0.07,0.09,0.51,179.44,30.36,96,0,85,76.5,49,29.08,1,1,76.2,55.9
2024-09-25T08:15:00-07:00,2024-09-25 08:15:00,57.6,57.6,56.8,3.4,4.5,11.4,234,0,0.07,0.07,0.09,0.51,179.44,30.36,97,0,72.8,76.6,49,29.08,1,1,76.3,56
2024-09-25T08:10:00-07:00,2024-09-25 08:10:00,57.6,57.6,57,6.9,10.3,11.4,274,0,0.07,0.07,0.09,0.51,179.44,30.36,98,0,65,76.6,49,29.08,1,1,76.3,56
2024-09-25T08:05:00-07:00,2024-09-25 08:05:00,57.2,57.2,56.9,1.1,2.2,11.4,344,0,0.07,0.07,0.09,0.51,179.44,30.36,99,0,62,76.6,49,29.09,1,1,76.3,56
2024-09-25T08:00:00-07:00,2024-09-25 08:00:00,57.2,57.2,56.9,3.8,5.8,9.2,161,0,0.07,0.07,0.09,0.51,179.44,30.36,99,0,49.8,76.6,49,29.09,1,1,76.3,56
2024-09-25T07:55:00-07:00,2024-09-25 07:55:00,57.2,57.2,56.9,1.1,2.2,6.9,265,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,44.6,76.6,49,29.1,1,1,76.3,56
2024-09-25T07:50:00-07:00,2024-09-25 07:50:00,57,57,56.7,1.1,1.1,6.9,274,0,0.07,0.07,0.09,0.51,179.44,30.37,99,0,38.5,76.5,49,29.09,1,1,76.2,55.9
2024-09-25T07:45:00-07:00,2024-09-25 07:45:00,57,57,56.7,0.9,2.2,6.9,266,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,28.6,76.6,49,29.1,1,1,76.3,56
2024-09-25T07:40:00-07:00,2024-09-25 07:40:00,57,57,56.7,3.8,5.8,6.9,227,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,22.9,76.8,49,29.11,1,1,76.5,56.2
2024-09-25T07:35:00-07:00,2024-09-25 07:35:00,56.8,56.8,56.5,0.7,1.1,5.8,254,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,21.6,76.8,49,29.1,1,1,76.5,56.2
2024-09-25T07:30:00-07:00,2024-09-25 07:30:00,56.7,56.7,56.4,0.7,1.1,5.8,248,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,18.6,76.6,49,29.11,1,1,76.3,56
2024-09-25T07:25:00-07:00,2024-09-25 07:25:00,56.5,56.5,56.2,0,0,5.8,253,0,0.07,0.07,0.09,0.51,179.44,30.38,99,0,11.6,76.8,49,29.1,1,1,76.5,56.2
2024-09-25T07:20:00-07:00,2024-09-25 07:20:00,56.3,56.3,56,1.1,1.1,4.5,240,0,0.07,0.07,0.09,0.51,179.44,30.39,99,0,8.2,76.8,49,29.11,1,1,76.5,56.2
2024-09-25T07:15:00-07:00,2024-09-25 07:15:00,56.3,56.3,56,0,0,4.5,272,0,0.07,0.07,0.09,0.51,179.44,30.39,99,0,6,76.6,49,29.12,1,1,76.3,56
2024-09-25T07:10:00-07:00,2024-09-25 07:10:00,56.1,56.1,55.8,0,0,4.5,255,0,0.07,0.07,0.09,0.51,179.44,30.4,99,0,4.3,76.8,49,29.12,1,1,76.5,56.2
2024-09-25T07:05:00-07:00,2024-09-25 07:05:00,56.3,56.3,56,0,0,4.5,272,0,0.07,0.07,0.09,0.51,179.44,30.4,99,0,2.1,76.6,49,29.13,1,1,76.3,56
2024-09-25T07:00:00-07:00,2024-09-25 07:00:00,56.5,56.5,56.2,0,0,4.5,350,0,0.07,0.07,0.09,0.51,179.44,30.4,99,0,0,76.8,49,29.12,1,1,76.5,56.2
2024-09-25T06:55:00-07:00,2024-09-25 06:55:00,56.5,56.5,56.2,0,0,4.5,348,0,0.07,0.07,0.09,0.51,179.44,30.41,99,0,0,77,49,29.13,1,1,76.7,56.4
2024-09-25T06:50:00-07:00,2024-09-25 06:50:00,56.7,56.7,56.4,0,0,4.5,349,0,0.07,0.07,0.09,0.51,179.44,30.4,99,0,0,77,49,29.12,1,1,76.7,56.4
2024-09-25T06:45:00-07:00,2024-09-25 06:45:00,56.8,56.8,56.5,0.9,1.1,4.5,251,0,0.07,0.07,0.09,0.51,179.44,30.42,99,0,0,77,49,29.14,1,1,76.7,56.4
2024-09-25T06:40:00-07:00,2024-09-25 06:40:00,56.8,56.8,56.5,0,0,4.5,307,0,0.07,0.07,0.09,0.51,179.44,30.42,99,0,0,77.2,49,29.14,1,1,76.9,56.5
2024-09-25T06:35:00-07:00,2024-09-25 06:35:00,56.8,56.8,56.5,0,0,4.5,323,0,0.07,0.07,0.09,0.51,179.44,30.42,99,0,0,77,49,29.14,1,1,76.7,56.4
2024-09-25T06:30:00-07:00,2024-09-25 06:30:00,56.7,56.7,56.4,0.2,1.1,4.5,247,0,0.07,0.07,0.09,0.51,179.44,30.43,99,0,0,77.2,49,29.15,1,1,76.9,56.5
2024-09-25T06:25:00-07:00,2024-09-25 06:25:00,56.7,56.7,56.4,0,0,4.5,356,0.07,0.07,0.07,0.09,0.51,179.44,30.41,99,0,0,77.2,49,29.14,1,1,76.9,56.5
2024-09-25T06:20:00-07:00,2024-09-25 06:20:00,56.7,56.7,56.4,0.4,1.1,4.5,356,0.07,0.07,0.07,0.09,0.51,179.44,30.43,99,0,0,77.2,49,29.15,1,1,76.9,56.5
2024-09-25T06:15:00-07:00,2024-09-25 06:15:00,56.8,56.8,56.5,0,0,4.5,356,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.4,49,29.16,1,1,77.1,56.7
2024-09-25T06:10:00-07:00,2024-09-25 06:10:00,56.8,56.8,56.5,0.9,1.1,4.5,356,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.2,49,29.16,1,1,76.9,56.5
2024-09-25T06:05:00-07:00,2024-09-25 06:05:00,56.8,56.8,56.5,0.4,1.1,4.5,356,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.2,49,29.16,1,1,76.9,56.5
2024-09-25T06:00:00-07:00,2024-09-25 06:00:00,56.8,56.8,56.5,0,0,4.5,356,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.2,49,29.16,1,1,76.9,56.5
2024-09-25T05:55:00-07:00,2024-09-25 05:55:00,56.8,56.8,56.5,0.2,1.1,4.5,349,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.2,49,29.16,1,1,76.9,56.5
2024-09-25T05:50:00-07:00,2024-09-25 05:50:00,56.8,56.8,56.5,0,0,4.5,349,0,0.06,0.06,0.08,0.5,179.43,30.43,99,0,0,77.2,49,29.16,1,1,76.9,56.5
2024-09-25T05:45:00-07:00,2024-09-25 05:45:00,56.8,56.8,56.2,0,0,4.5,323,0,0.06,0.06,0.08,0.5,179.43,30.43,98,0,0,77.4,49,29.16,1,1,77.1,56.7
2024-09-25T05:40:00-07:00,2024-09-25 05:40:00,56.8,56.8,56.2,0,0,4.5,330,0,0.06,0.06,0.08,0.5,179.43,30.43,98,0,0,77.2,49,29.15,1,1,76.9,56.5
2024-09-25T05:35:00-07:00,2024-09-25 05:35:00,56.8,56.8,56.2,0,0,4.5,330,0,0.06,0.06,0.08,0.5,179.43,30.43,98,0,0,77.4,49,29.16,1,1,77.1,56.7
2024-09-25T05:30:00-07:00,2024-09-25 05:30:00,56.8,56.8,56.2,1.1,1.1,4.5,10,0,0.06,0.06,0.08,0.5,179.43,30.43,98,0,0,77.4,49,29.15,1,1,77.1,56.7
2024-09-25T05:25:00-07:00,2024-09-25 05:25:00,57,57,56.4,0,0,4.5,320,0,0.06,0.06,0.08,0.5,179.43,30.42,98,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T05:20:00-07:00,2024-09-25 05:20:00,57.2,57.2,56.4,1.3,2.2,4.5,29,0.05,0.06,0.06,0.08,0.5,179.43,30.42,97,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T05:15:00-07:00,2024-09-25 05:15:00,57.4,57.4,56.6,1.1,1.1,4.5,28,0.31,0.06,0.06,0.08,0.5,179.43,30.42,97,0,0,77.4,49,29.14,1,1,77.1,56.7
2024-09-25T05:10:00-07:00,2024-09-25 05:10:00,57.6,57.6,56.5,0.2,1.1,4.5,351,0.26,0.05,0.05,0.07,0.49,179.43,30.43,96,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T05:05:00-07:00,2024-09-25 05:05:00,57.9,57.9,56.8,0.2,1.1,4.5,261,0.05,0.01,0.01,0.03,0.45,179.38,30.44,96,0,0,77.5,49,29.16,1,1,77.3,56.8
2024-09-25T05:00:00-07:00,2024-09-25 05:00:00,57.9,57.9,56.5,0,0,4.5,353,0.05,0.01,0.01,0.03,0.45,179.38,30.42,95,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T04:55:00-07:00,2024-09-25 04:55:00,57.9,57.9,56.5,0,0,4.5,12,0,0,0,0.02,0.44,179.37,30.42,95,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T04:50:00-07:00,2024-09-25 04:50:00,57.7,57.7,56.3,0,0,4.5,29,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T04:45:00-07:00,2024-09-25 04:45:00,57.7,57.7,56.3,0,0,4.5,267,0,0,0,0.02,0.44,179.37,30.44,95,0,0,77.5,49,29.17,1,1,77.3,56.8
2024-09-25T04:40:00-07:00,2024-09-25 04:40:00,57.7,57.7,56,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.44,94,0,0,77.5,49,29.17,1,1,77.3,56.8
2024-09-25T04:35:00-07:00,2024-09-25 04:35:00,57.7,57.7,56.3,0.2,1.1,4.5,328,0,0,0,0.02,0.44,179.37,30.42,95,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T04:30:00-07:00,2024-09-25 04:30:00,57.7,57.7,56.3,0,0,4.5,328,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.5,49,29.15,1,1,77.3,56.8
2024-09-25T04:25:00-07:00,2024-09-25 04:25:00,57.6,57.6,56.2,0,0,4.5,291,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.5,49,29.16,1,1,77.3,56.8
2024-09-25T04:20:00-07:00,2024-09-25 04:20:00,57.7,57.7,56.3,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.7,49,29.15,1,1,77.5,57
2024-09-25T04:15:00-07:00,2024-09-25 04:15:00,57.7,57.7,56.3,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.7,49,29.15,1,1,77.5,57
2024-09-25T04:10:00-07:00,2024-09-25 04:10:00,57.9,57.9,56.5,0,0,4.5,254,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.7,49,29.16,1,1,77.5,57
2024-09-25T04:05:00-07:00,2024-09-25 04:05:00,58.1,58.1,56.7,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.42,95,0,0,77.7,49,29.14,1,1,77.5,57
2024-09-25T04:00:00-07:00,2024-09-25 04:00:00,58.3,58.3,56.9,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.43,95,0,0,77.7,49,29.15,1,1,77.5,57
2024-09-25T03:55:00-07:00,2024-09-25 03:55:00,58.5,58.5,56.8,0,0,4.5,255,0,0,0,0.02,0.44,179.37,30.42,94,0,0,77.9,49,29.15,1,1,77.7,57.2
2024-09-25T03:50:00-07:00,2024-09-25 03:50:00,58.6,58.6,56.9,0,0,4.5,249,0,0,0,0.02,0.44,179.37,30.42,94,0,0,78.1,49,29.15,1,1,77.9,57.4
2024-09-25T03:45:00-07:00,2024-09-25 03:45:00,58.8,58.8,56.8,0,0,4.5,258,0,0,0,0.02,0.44,179.37,30.42,93,0,0,77.9,49,29.14,1,1,77.7,57.2
2024-09-25T03:40:00-07:00,2024-09-25 03:40:00,59,59,56.4,0,0,4.5,259,0,0,0,0.02,0.44,179.37,30.41,91,0,0,77.9,49,29.13,1,1,77.7,57.2
2024-09-25T03:35:00-07:00,2024-09-25 03:35:00,59,59,56.4,0,0,4.5,259,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T03:30:00-07:00,2024-09-25 03:30:00,59,59,56.4,0,0,4.5,258,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T03:25:00-07:00,2024-09-25 03:25:00,59,59,56.4,0,0,4.5,258,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T03:20:00-07:00,2024-09-25 03:20:00,59,59,56.4,0,0,4.5,258,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T03:15:00-07:00,2024-09-25 03:15:00,59,59,56.4,0.2,1.1,4.5,233,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T03:10:00-07:00,2024-09-25 03:10:00,59,59,56.4,0,0,4.5,258,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T03:05:00-07:00,2024-09-25 03:05:00,59.2,59.2,56.6,0,0,4.5,265,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.14,1,1,77.9,57.4
2024-09-25T03:00:00-07:00,2024-09-25 03:00:00,59.2,59.2,56.6,1.1,1.1,4.5,103,0,0,0,0.02,0.44,179.37,30.4,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T02:55:00-07:00,2024-09-25 02:55:00,59.4,59.4,56.8,0,0,4.5,300,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T02:50:00-07:00,2024-09-25 02:50:00,59.4,59.4,56.8,0,0,4.5,307,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T02:45:00-07:00,2024-09-25 02:45:00,59.5,59.5,56.9,0.2,1.1,4.5,249,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T02:40:00-07:00,2024-09-25 02:40:00,59.5,59.5,56.9,0,0,4.5,235,0,0,0,0.02,0.44,179.37,30.4,91,0,0,78.1,49,29.12,1,1,77.9,57.4
2024-09-25T02:35:00-07:00,2024-09-25 02:35:00,59.7,59.7,57.1,0,0,4.5,270,0,0,0,0.02,0.44,179.37,30.41,91,0,0,78.1,49,29.13,1,1,77.9,57.4
2024-09-25T02:30:00-07:00,2024-09-25 02:30:00,59.7,59.7,57.1,0.9,1.1,4.5,60,0,0,0,0.02,0.44,179.37,30.4,91,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T02:25:00-07:00,2024-09-25 02:25:00,59.7,59.7,57.4,0,0,4.5,40,0,0,0,0.02,0.44,179.37,30.41,92,0,0,78.4,49,29.13,1,1,78.2,57.6
2024-09-25T02:20:00-07:00,2024-09-25 02:20:00,59.7,59.7,57.4,0,0,4.5,240,0,0,0,0.02,0.44,179.37,30.4,92,0,0,78.3,49,29.13,1,1,78.1,57.5
2024-09-25T02:15:00-07:00,2024-09-25 02:15:00,59.7,59.7,57.4,0,0,4.5,214,0,0,0,0.02,0.44,179.37,30.4,92,0,0,78.4,49,29.13,1,1,78.2,57.6
2024-09-25T02:10:00-07:00,2024-09-25 02:10:00,59.7,59.7,57.4,0.9,2.2,4.5,139,0,0,0,0.02,0.44,179.37,30.4,92,0,0,78.4,49,29.13,1,1,78.2,57.6
2024-09-25T02:05:00-07:00,2024-09-25 02:05:00,59.5,59.5,57.5,1.1,2.2,4.5,228,0,0,0,0.02,0.44,179.37,30.4,93,0,0,78.6,49,29.12,1,1,78.5,57.8
2024-09-25T02:00:00-07:00,2024-09-25 02:00:00,59.5,59.5,57.8,0,0,4.5,257,0,0,0,0.02,0.44,179.37,30.4,94,0,0,78.4,49,29.12,1,1,78.2,57.6
2024-09-25T01:55:00-07:00,2024-09-25 01:55:00,59.5,59.5,58.1,0,0,4.5,323,0,0,0,0.02,0.44,179.37,30.39,95,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:50:00-07:00,2024-09-25 01:50:00,59.5,59.5,58.1,2.2,2.2,4.5,275,0,0,0,0.02,0.44,179.37,30.4,95,0,0,78.4,49,29.12,1,1,78.2,57.6
2024-09-25T01:45:00-07:00,2024-09-25 01:45:00,59.5,59.5,58.1,3.4,3.4,4.5,61,0,0,0,0.02,0.44,179.37,30.39,95,0,0,78.6,49,29.12,1,1,78.5,57.8
2024-09-25T01:40:00-07:00,2024-09-25 01:40:00,59.7,59.7,58.3,0,0,4.5,261,0,0,0,0.02,0.44,179.37,30.39,95,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:35:00-07:00,2024-09-25 01:35:00,59.9,59.9,58.5,0.7,1.1,4.5,100,0,0,0,0.02,0.44,179.37,30.39,95,0,0,78.3,49,29.11,1,1,78.1,57.5
2024-09-25T01:30:00-07:00,2024-09-25 01:30:00,59.9,59.9,58.5,0,0,4.5,298,0,0,0,0.02,0.44,179.37,30.39,95,0,0,78.6,49,29.12,1,1,78.5,57.8
2024-09-25T01:25:00-07:00,2024-09-25 01:25:00,60.1,60.1,58.4,0,0,4.5,278,0,0,0,0.02,0.44,179.37,30.39,94,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:20:00-07:00,2024-09-25 01:20:00,60.1,60.1,58.4,0,0,4.5,312,0,0,0,0.02,0.44,179.37,30.39,94,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:15:00-07:00,2024-09-25 01:15:00,60.4,60.4,58.7,0,0,4.5,313,0,0,0,0.02,0.44,179.37,30.38,94,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:10:00-07:00,2024-09-25 01:10:00,60.6,60.6,58.6,0,0,4.5,279,0,0,0,0.02,0.44,179.37,30.39,93,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:05:00-07:00,2024-09-25 01:05:00,60.8,60.8,58.8,0,0,4.5,273,0,0,0,0.02,0.44,179.37,30.39,93,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T01:00:00-07:00,2024-09-25 01:00:00,61,61,59,0,0,4.5,309,0,0,0,0.02,0.44,179.37,30.39,93,0,0,78.8,49,29.11,1,1,78.7,58
2024-09-25T00:55:00-07:00,2024-09-25 00:55:00,60.8,60.8,58.8,0,0,4.5,256,0,0,0,0.02,0.44,179.37,30.39,93,0,0,78.6,49,29.11,1,1,78.5,57.8
2024-09-25T00:50:00-07:00,2024-09-25 00:50:00,60.8,60.8,58.8,0.7,1.1,4.5,258,0,0,0,0.02,0.44,179.37,30.39,93,0,0,79,49,29.12,1,1,78.9,58.2
