"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-11-30T23:55:00-08:00,2023-11-30 23:55:00,40.3,40.3,40,0.9,1.1,8.1,190,0.07,0.15,0.15,0.2,4.96,146.57,30.53,99,0,0,74.5,33,29.25,1,73.2,43.5
2023-11-30T23:50:00-08:00,2023-11-30 23:50:00,40.1,40.1,39.8,2.5,4.5,8.1,265,0.07,0.15,0.15,0.2,4.96,146.57,30.52,99,0,0,74.5,33,29.25,1,73.2,43.5
2023-11-30T23:45:00-08:00,2023-11-30 23:45:00,40.3,40.3,40,0,0,8.1,261,0,0.14,0.14,0.19,4.95,146.56,30.52,99,0,0,74.5,33,29.25,1,73.2,43.5
2023-11-30T23:40:00-08:00,2023-11-30 23:40:00,40.3,40.3,40,0.9,1.1,8.1,237,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.3,33,29.25,1,73,43.3
2023-11-30T23:35:00-08:00,2023-11-30 23:35:00,40.1,40.1,39.8,2.2,3.4,8.1,262,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.3,33,29.25,1,73,43.3
2023-11-30T23:30:00-08:00,2023-11-30 23:30:00,40.1,40.1,39.8,0.2,1.1,8.1,210,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.3,33,29.26,1,73,43.3
2023-11-30T23:25:00-08:00,2023-11-30 23:25:00,40.1,40.1,39.8,0.2,1.1,8.1,258,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.5,33,29.25,1,73.2,43.5
2023-11-30T23:20:00-08:00,2023-11-30 23:20:00,39.9,39.9,39.6,1.3,2.2,8.1,278,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.8,32,29.26,1,73.5,43
2023-11-30T23:15:00-08:00,2023-11-30 23:15:00,39.9,39.9,39.6,0.9,1.1,8.1,299,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.8,33,29.26,1,73.5,43.8
2023-11-30T23:10:00-08:00,2023-11-30 23:10:00,39.9,39.9,39.6,2.7,3.4,8.1,76,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.7,33,29.25,1,73.4,43.7
2023-11-30T23:05:00-08:00,2023-11-30 23:05:00,39.7,39.7,39.4,0.7,1.1,8.1,290,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.3,33,29.26,1,73,43.3
2023-11-30T23:00:00-08:00,2023-11-30 23:00:00,39.7,39.7,39.4,0,0,8.1,163,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.26,1,73,43.3
2023-11-30T22:55:00-08:00,2023-11-30 22:55:00,39.7,39.7,39.4,1.3,2.2,8.1,260,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T22:50:00-08:00,2023-11-30 22:50:00,39.7,39.7,39.4,0.9,1.1,8.1,266,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.27,1,73.4,43.7
2023-11-30T22:45:00-08:00,2023-11-30 22:45:00,39.7,39.7,39.4,0.4,1.1,8.1,44,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T22:40:00-08:00,2023-11-30 22:40:00,39.6,39.6,39.3,0.9,1.1,8.1,232,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.26,1,73,43.3
2023-11-30T22:35:00-08:00,2023-11-30 22:35:00,39.6,39.6,39.3,1.8,2.2,8.1,218,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.1,33,29.26,1,72.8,43.1
2023-11-30T22:30:00-08:00,2023-11-30 22:30:00,39.4,39.4,39.1,0.2,1.1,8.1,279,0,0.14,0.14,0.19,4.95,146.56,30.53,99,0,0,74.1,33,29.26,1,72.8,43.1
2023-11-30T22:25:00-08:00,2023-11-30 22:25:00,39.4,39.4,39.1,0.7,1.1,8.1,249,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T22:20:00-08:00,2023-11-30 22:20:00,39,39,38.7,0.4,1.1,8.1,296,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T22:15:00-08:00,2023-11-30 22:15:00,39,39,38.7,0,0,8.1,348,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.27,1,73.4,43.7
2023-11-30T22:10:00-08:00,2023-11-30 22:10:00,38.8,38.8,38.5,1.1,1.1,8.1,47,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T22:05:00-08:00,2023-11-30 22:05:00,38.8,38.8,38.5,0,0,8.1,309,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T22:00:00-08:00,2023-11-30 22:00:00,38.8,38.8,38.5,0.7,1.1,8.1,294,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.27,1,73.2,43.5
2023-11-30T21:55:00-08:00,2023-11-30 21:55:00,38.8,38.8,38.5,0,0,8.1,308,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T21:50:00-08:00,2023-11-30 21:50:00,38.8,38.8,38.5,1.3,2.2,8.1,352,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.26,1,73.4,43.7
2023-11-30T21:45:00-08:00,2023-11-30 21:45:00,38.8,38.8,38.5,0.2,1.1,8.1,299,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.8,33,29.26,1,73.5,43.8
2023-11-30T21:40:00-08:00,2023-11-30 21:40:00,38.8,38.8,38.5,0.7,1.1,8.1,290,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.27,1,73.4,43.7
2023-11-30T21:35:00-08:00,2023-11-30 21:35:00,38.8,38.8,38.5,0.9,1.1,8.1,250,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.27,1,73.4,43.7
2023-11-30T21:30:00-08:00,2023-11-30 21:30:00,38.7,38.7,38.4,1.1,1.1,8.1,279,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T21:25:00-08:00,2023-11-30 21:25:00,38.7,38.7,38.4,0.9,1.1,8.1,253,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T21:20:00-08:00,2023-11-30 21:20:00,38.7,38.7,38.4,0,0,8.1,306,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T21:15:00-08:00,2023-11-30 21:15:00,38.7,38.7,38.4,0,0,8.1,310,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.7,33,29.27,1,73.4,43.7
2023-11-30T21:10:00-08:00,2023-11-30 21:10:00,38.7,38.7,38.4,1.3,2.2,8.1,222,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T21:05:00-08:00,2023-11-30 21:05:00,38.5,38.5,38.2,1.1,1.1,8.1,289,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.1,33,29.26,1,72.8,43.1
2023-11-30T21:00:00-08:00,2023-11-30 21:00:00,38.5,38.5,38.2,0.2,1.1,8.1,10,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.1,33,29.27,1,72.8,43.1
2023-11-30T20:55:00-08:00,2023-11-30 20:55:00,38.5,38.5,38.2,0,0,8.1,315,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T20:50:00-08:00,2023-11-30 20:50:00,38.5,38.5,38.2,1.3,2.2,8.1,255,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.26,1,73.2,43.5
2023-11-30T20:45:00-08:00,2023-11-30 20:45:00,38.5,38.5,38.2,2.5,3.4,8.1,257,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.27,1,73,43.3
2023-11-30T20:40:00-08:00,2023-11-30 20:40:00,38.5,38.5,38.2,0.7,1.1,8.1,22,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.1,33,29.27,1,72.8,43.1
2023-11-30T20:35:00-08:00,2023-11-30 20:35:00,38.3,38.3,38,0.9,1.1,8.1,299,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.1,33,29.27,1,72.8,43.1
2023-11-30T20:30:00-08:00,2023-11-30 20:30:00,38.3,38.3,38,1.1,1.1,8.1,290,0,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.5,33,29.27,1,73.2,43.5
2023-11-30T20:25:00-08:00,2023-11-30 20:25:00,38.5,38.5,38.2,1.8,2.2,8.1,263,0.05,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.3,33,29.26,1,73,43.3
2023-11-30T20:20:00-08:00,2023-11-30 20:20:00,38.5,38.5,38.2,1.1,2.2,8.1,285,0.05,0.14,0.14,0.19,4.95,146.56,30.54,99,0,0,74.1,32,29.27,1,72.7,42.3
2023-11-30T20:15:00-08:00,2023-11-30 20:15:00,38.5,38.5,38.2,0.9,1.1,8.1,33,0,0.13,0.13,0.18,4.94,146.56,30.54,99,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T20:10:00-08:00,2023-11-30 20:10:00,38.5,38.5,38.2,1.8,2.2,8.1,81,0.07,0.13,0.13,0.18,4.94,146.56,30.54,99,0,0,74.5,32,29.26,1,73.2,42.7
2023-11-30T20:05:00-08:00,2023-11-30 20:05:00,38.5,38.5,38.2,0.4,1.1,8.1,311,0.07,0.13,0.13,0.18,4.94,146.56,30.54,99,0,0,74.8,32,29.26,1,73.5,43
2023-11-30T20:00:00-08:00,2023-11-30 20:00:00,38.7,38.7,38.4,0.9,1.1,8.1,332,0.05,0.12,0.12,0.17,4.93,146.54,30.54,99,0,0,74.7,32,29.27,1,73.4,42.9
2023-11-30T19:55:00-08:00,2023-11-30 19:55:00,38.7,38.7,38.4,1.1,1.1,8.1,278,0.05,0.12,0.12,0.17,4.93,146.54,30.54,99,0,0,74.5,32,29.26,1,73.2,42.7
2023-11-30T19:50:00-08:00,2023-11-30 19:50:00,38.7,38.7,38.4,1.1,1.1,8.1,226,0.07,0.11,0.11,0.16,4.92,146.53,30.54,99,0,0,74.5,32,29.26,1,73.2,42.7
2023-11-30T19:45:00-08:00,2023-11-30 19:45:00,38.8,38.8,38.5,0.7,1.1,8.1,351,0.07,0.11,0.11,0.16,4.92,146.53,30.54,99,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T19:40:00-08:00,2023-11-30 19:40:00,38.8,38.8,38.3,1.1,1.1,8.1,210,0,0.1,0.1,0.15,4.91,146.52,30.54,98,0,0,74.3,32,29.27,1,72.9,42.5
2023-11-30T19:35:00-08:00,2023-11-30 19:35:00,39,39,38.5,1.1,1.1,8.1,21,0,0.1,0.1,0.15,4.91,146.52,30.54,98,0,0,74.5,32,29.27,1,73.2,42.7
2023-11-30T19:30:00-08:00,2023-11-30 19:30:00,39,39,38.5,1.6,2.2,8.1,301,0,0.1,0.1,0.15,4.91,146.52,30.54,98,0,0,74.5,32,29.27,1,73.2,42.7
2023-11-30T19:25:00-08:00,2023-11-30 19:25:00,39,39,38.5,0.2,1.1,8.1,305,0.07,0.1,0.1,0.15,4.91,146.52,30.54,98,0,0,74.5,32,29.26,1,73.2,42.7
2023-11-30T19:20:00-08:00,2023-11-30 19:20:00,39,39,38.5,0.2,1.1,8.1,292,0.12,0.1,0.1,0.15,4.91,146.52,30.54,98,0,0,74.1,32,29.26,1,72.7,42.3
2023-11-30T19:15:00-08:00,2023-11-30 19:15:00,39,39,38.5,1.1,1.1,8.1,258,0.05,0.09,0.09,0.14,4.9,146.51,30.54,98,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T19:10:00-08:00,2023-11-30 19:10:00,39,39,38.5,0.7,1.1,8.1,276,0,0.08,0.08,0.13,4.89,146.5,30.54,98,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T19:05:00-08:00,2023-11-30 19:05:00,39,39,38.5,0.7,1.1,8.1,246,0,0.08,0.08,0.13,4.89,146.5,30.54,98,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T19:00:00-08:00,2023-11-30 19:00:00,39,39,38.5,0,0,8.1,321,0,0.08,0.08,0.13,4.89,146.5,30.54,98,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T18:55:00-08:00,2023-11-30 18:55:00,39,39,38.5,1.8,2.2,8.1,263,0,0.08,0.08,0.13,4.89,146.5,30.53,98,0,0,74.1,32,29.25,1,72.7,42.3
2023-11-30T18:50:00-08:00,2023-11-30 18:50:00,39,39,38.5,0.7,1.1,8.1,60,0,0.08,0.08,0.13,4.89,146.5,30.52,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T18:45:00-08:00,2023-11-30 18:45:00,39,39,38.5,1.3,2.2,8.1,277,0,0.08,0.08,0.13,4.89,146.5,30.53,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T18:40:00-08:00,2023-11-30 18:40:00,39,39,38.5,0.9,1.1,5.8,265,0,0.08,0.08,0.13,4.89,146.5,30.52,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T18:35:00-08:00,2023-11-30 18:35:00,38.8,38.8,38.3,0.7,1.1,5.8,257,0,0.08,0.08,0.13,4.89,146.5,30.53,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T18:30:00-08:00,2023-11-30 18:30:00,38.8,38.8,38.3,2.2,3.4,5.8,248,0.07,0.08,0.08,0.13,4.89,146.5,30.52,98,0,0,74.1,32,29.25,1,72.7,42.3
2023-11-30T18:25:00-08:00,2023-11-30 18:25:00,38.8,38.8,38.3,0.7,1.1,5.8,210,0.07,0.08,0.08,0.13,4.89,146.5,30.52,98,0,0,73.9,32,29.24,1,72.5,42.2
2023-11-30T18:20:00-08:00,2023-11-30 18:20:00,39,37.1,38.5,3.1,4.5,5.8,227,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T18:15:00-08:00,2023-11-30 18:15:00,39,39,38.5,0.2,1.1,5.8,117,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.7,32,29.25,1,73.4,42.9
2023-11-30T18:10:00-08:00,2023-11-30 18:10:00,39,39,38.5,0,0,5.8,303,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.8,32,29.25,1,73.5,43
2023-11-30T18:05:00-08:00,2023-11-30 18:05:00,39.2,39.2,38.7,0.7,1.1,5.8,264,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.7,32,29.26,1,73.4,42.9
2023-11-30T18:00:00-08:00,2023-11-30 18:00:00,39.2,39.2,38.7,0,0,5.8,317,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.5,32,29.25,1,73.2,42.7
2023-11-30T17:55:00-08:00,2023-11-30 17:55:00,39.4,39.4,38.9,0,0,5.8,298,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.1,32,29.25,1,72.7,42.3
2023-11-30T17:50:00-08:00,2023-11-30 17:50:00,39.4,39.4,38.9,0,0,5.8,316,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.3,32,29.26,1,72.9,42.5
2023-11-30T17:45:00-08:00,2023-11-30 17:45:00,39.6,39.6,39.1,0.9,1.1,5.8,272,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.5,32,29.25,1,73.2,42.7
2023-11-30T17:40:00-08:00,2023-11-30 17:40:00,39.6,39.6,39.1,0.2,1.1,5.8,289,0,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T17:35:00-08:00,2023-11-30 17:35:00,39.7,39.7,39.2,0,0,5.8,321,0.05,0.07,0.07,0.12,4.88,146.49,30.52,98,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T17:30:00-08:00,2023-11-30 17:30:00,39.7,39.7,39.2,0,0,5.8,306,0.05,0.07,0.07,0.12,4.88,146.49,30.53,98,0,0,74.1,32,29.25,1,72.7,42.3
2023-11-30T17:25:00-08:00,2023-11-30 17:25:00,39.7,39.7,38.9,0.9,1.1,5.8,256,0,0.06,0.06,0.11,4.87,146.48,30.53,97,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T17:20:00-08:00,2023-11-30 17:20:00,39.6,39.6,38.8,0,0,5.8,294,0.07,0.06,0.06,0.11,4.87,146.48,30.53,97,0,0,74.3,32,29.25,1,72.9,42.5
2023-11-30T17:15:00-08:00,2023-11-30 17:15:00,39.2,39.2,38.4,0,0,5.8,296,0.07,0.06,0.06,0.11,4.87,146.48,30.53,97,0,0,74.5,32,29.25,1,73.2,42.7
2023-11-30T17:10:00-08:00,2023-11-30 17:10:00,39.2,39.2,38.4,0,0,5.8,296,0.05,0.05,0.05,0.1,4.86,146.47,30.53,97,0,0,74.3,32,29.25,1,72.9,42.5
