"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-10-31T23:55:00-07:00,2023-10-31 23:55:00,45.1,45.1,40.6,0.7,1.1,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,84,0,0,75.2,36,29.6,1,74.1,46.4
2023-10-31T23:50:00-07:00,2023-10-31 23:50:00,45.1,45.1,40.3,0.9,1.1,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,83,0,0,75.6,36,29.6,1,74.6,46.7
2023-10-31T23:45:00-07:00,2023-10-31 23:45:00,45,45,40.5,0,0,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,84,0,0,75.4,36,29.6,1,74.3,46.6
2023-10-31T23:40:00-07:00,2023-10-31 23:40:00,45,45,40.5,0,0,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,84,0,0,75.4,36,29.6,1,74.3,46.6
2023-10-31T23:35:00-07:00,2023-10-31 23:35:00,44.8,44.8,40.6,0,0,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,85,0,0,75.4,36,29.6,1,74.3,46.6
2023-10-31T23:30:00-07:00,2023-10-31 23:30:00,45,45,40.5,0,0,4.5,341,0,0,0.01,0.02,1.88,141.61,30.87,84,0,0,75.4,36,29.6,1,74.3,46.6
2023-10-31T23:25:00-07:00,2023-10-31 23:25:00,45,45,40.8,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.88,85,0,0,75.2,37,29.6,1,74.2,47.1
2023-10-31T23:20:00-07:00,2023-10-31 23:20:00,44.6,44.6,40.4,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.87,85,0,0,75.2,37,29.6,1,74.2,47.1
2023-10-31T23:15:00-07:00,2023-10-31 23:15:00,44.6,44.6,40.1,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.88,84,0,0,75.4,37,29.61,1,74.4,47.3
2023-10-31T23:10:00-07:00,2023-10-31 23:10:00,44.6,44.6,39.8,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.87,83,0,0,75.2,37,29.6,1,74.2,47.1
2023-10-31T23:05:00-07:00,2023-10-31 23:05:00,44.4,44.4,39.6,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.89,83,0,0,75.2,37,29.61,1,74.2,47.1
2023-10-31T23:00:00-07:00,2023-10-31 23:00:00,44.2,44.2,39.4,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.89,83,0,0,75.2,37,29.61,1,74.2,47.1
2023-10-31T22:55:00-07:00,2023-10-31 22:55:00,44.2,44.2,39.4,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.87,83,0,0,75,37,29.6,1,73.9,46.9
2023-10-31T22:50:00-07:00,2023-10-31 22:50:00,43.9,43.9,39.4,0,0,4.5,340,0,0,0.01,0.02,1.88,141.61,30.88,84,0,0,75.4,37,29.61,1,74.4,47.3
2023-10-31T22:45:00-07:00,2023-10-31 22:45:00,43.7,43.7,38.9,0.7,1.1,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,83,0,0,75.4,37,29.61,1,74.4,47.3
2023-10-31T22:40:00-07:00,2023-10-31 22:40:00,44.2,44.2,39.1,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.6,37,29.61,1,74.6,47.5
2023-10-31T22:35:00-07:00,2023-10-31 22:35:00,44.1,44.1,39,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.2,37,29.61,1,74.2,47.1
2023-10-31T22:30:00-07:00,2023-10-31 22:30:00,43.9,43.9,38.8,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.4,37,29.61,1,74.4,47.3
2023-10-31T22:25:00-07:00,2023-10-31 22:25:00,43.9,43.9,38.8,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.4,37,29.61,1,74.4,47.3
2023-10-31T22:20:00-07:00,2023-10-31 22:20:00,43.9,43.9,38.8,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.6,36,29.61,1,74.6,46.7
2023-10-31T22:15:00-07:00,2023-10-31 22:15:00,44.1,44.1,38.6,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,81,0,0,75.4,36,29.6,1,74.3,46.6
2023-10-31T22:10:00-07:00,2023-10-31 22:10:00,44.1,44.1,39,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,82,0,0,75.4,37,29.6,1,74.4,47.3
2023-10-31T22:05:00-07:00,2023-10-31 22:05:00,44.2,44.2,39.1,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.88,82,0,0,75.6,37,29.6,1,74.6,47.5
2023-10-31T22:00:00-07:00,2023-10-31 22:00:00,44.2,44.2,39.1,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,82,0,0,75.6,37,29.6,1,74.6,47.5
2023-10-31T21:55:00-07:00,2023-10-31 21:55:00,44.1,44.1,39,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,82,0,0,75.4,37,29.6,1,74.4,47.3
2023-10-31T21:50:00-07:00,2023-10-31 21:50:00,44.1,44.1,39,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,82,0,0,75.4,37,29.6,1,74.4,47.3
2023-10-31T21:45:00-07:00,2023-10-31 21:45:00,44.2,44.2,39.1,0,0,4.5,332,0,0,0.01,0.02,1.88,141.61,30.87,82,0,0,75.4,37,29.6,1,74.4,47.3
2023-10-31T21:40:00-07:00,2023-10-31 21:40:00,44.2,44.2,38.7,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,81,0,0,75.6,37,29.59,1,74.6,47.5
2023-10-31T21:35:00-07:00,2023-10-31 21:35:00,44.4,44.4,38.9,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,81,0,0,75.6,37,29.6,1,74.6,47.5
2023-10-31T21:30:00-07:00,2023-10-31 21:30:00,44.8,44.8,39,0,0,4.5,332,0,0,0.01,0.02,1.88,141.61,30.87,80,0,0,75.4,37,29.59,1,74.4,47.3
2023-10-31T21:25:00-07:00,2023-10-31 21:25:00,44.8,44.8,39,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,80,0,0,75.6,37,29.59,1,74.6,47.5
2023-10-31T21:20:00-07:00,2023-10-31 21:20:00,45,45,39.2,0,0,4.5,333,0,0,0.01,0.02,1.88,141.61,30.87,80,0,0,75.6,36,29.59,1,74.6,46.7
2023-10-31T21:15:00-07:00,2023-10-31 21:15:00,45.1,45.1,39.3,0,0,4.5,329,0,0,0.01,0.02,1.88,141.61,30.87,80,0,0,75.6,36,29.6,1,74.6,46.7
2023-10-31T21:10:00-07:00,2023-10-31 21:10:00,45.5,45.5,39.4,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,79,0,0,75.6,35,29.6,1,74.5,46
2023-10-31T21:05:00-07:00,2023-10-31 21:05:00,45.7,45.7,39.6,0.4,1.1,4.5,322,0,0,0.01,0.02,1.88,141.61,30.87,79,0,0,75.4,35,29.59,1,74.3,45.8
2023-10-31T21:00:00-07:00,2023-10-31 21:00:00,45.9,45.9,39.4,0,0,4.5,322,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75.4,35,29.6,1,74.3,45.8
2023-10-31T20:55:00-07:00,2023-10-31 20:55:00,46,46,39.5,0,0,4.5,322,0,0,0.01,0.02,1.88,141.61,30.88,78,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T20:50:00-07:00,2023-10-31 20:50:00,45.7,45.7,38.9,0,0,4.5,318,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T20:45:00-07:00,2023-10-31 20:45:00,45.7,45.7,39.2,0,0,4.5,318,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75.2,35,29.59,1,74.1,45.7
2023-10-31T20:40:00-07:00,2023-10-31 20:40:00,45.3,45.3,38.5,0,0,4.5,318,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T20:35:00-07:00,2023-10-31 20:35:00,45.5,45.5,38.7,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T20:30:00-07:00,2023-10-31 20:30:00,45.5,45.5,39,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T20:25:00-07:00,2023-10-31 20:25:00,44.4,44.4,38.3,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,79,0,0,75,35,29.6,1,73.8,45.5
2023-10-31T20:20:00-07:00,2023-10-31 20:20:00,45,45,38.6,0,0,4.5,315,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75,35,29.6,1,73.8,45.5
2023-10-31T20:15:00-07:00,2023-10-31 20:15:00,45.7,45.7,38.6,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,76,0,0,75,35,29.59,1,73.8,45.5
2023-10-31T20:10:00-07:00,2023-10-31 20:10:00,45.1,45.1,38.7,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75.2,35,29.59,1,74.1,45.7
2023-10-31T20:05:00-07:00,2023-10-31 20:05:00,44.8,44.8,38.4,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,78,0,0,75,35,29.59,1,73.8,45.5
2023-10-31T20:00:00-07:00,2023-10-31 20:00:00,45.7,45.7,38.9,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75,35,29.6,1,73.8,45.5
2023-10-31T19:55:00-07:00,2023-10-31 19:55:00,45.5,45.5,38.7,0.2,1.1,4.5,322,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.4,35,29.6,1,74.3,45.8
2023-10-31T19:50:00-07:00,2023-10-31 19:50:00,45.5,45.5,39.4,0.2,1.1,4.5,318,0,0,0.01,0.02,1.88,141.61,30.87,79,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T19:45:00-07:00,2023-10-31 19:45:00,45.3,45.3,39.2,0,0,4.5,318,0,0,0.01,0.02,1.88,141.61,30.88,79,0,0,75,35,29.6,1,73.8,45.5
2023-10-31T19:40:00-07:00,2023-10-31 19:40:00,45.5,45.5,39.4,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,79,0,0,75.2,35,29.6,1,74.1,45.7
2023-10-31T19:35:00-07:00,2023-10-31 19:35:00,45.5,45.5,38.7,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.4,35,29.59,1,74.3,45.8
2023-10-31T19:30:00-07:00,2023-10-31 19:30:00,45.1,45.1,38.3,0,0,4.5,321,0,0,0.01,0.02,1.88,141.61,30.87,77,0,0,75.4,35,29.59,1,74.3,45.8
2023-10-31T19:25:00-07:00,2023-10-31 19:25:00,44.6,44.6,38.2,0,0,4.5,315,0,0,0.01,0.02,1.88,141.61,30.86,78,0,0,75.4,35,29.59,1,74.3,45.8
2023-10-31T19:20:00-07:00,2023-10-31 19:20:00,44.2,44.2,38.4,0,0,4.5,322,0,0,0.01,0.02,1.88,141.61,30.86,80,0,0,75.6,35,29.59,1,74.5,46
