"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Outdoor Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2022-09-30T23:55:00-07:00,2022-09-30 23:55:00,55.6,55.6,52.7,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,76.6,45,29.56,1,76.1,53.6
2022-09-30T23:50:00-07:00,2022-09-30 23:50:00,55.8,55.8,52.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,76.8,45,29.56,1,76.3,53.8
2022-09-30T23:45:00-07:00,2022-09-30 23:45:00,56.1,56.1,52.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,89,0,0,76.8,45,29.55,1,76.3,53.8
2022-09-30T23:40:00-07:00,2022-09-30 23:40:00,56.3,56.3,53.1,0,0,8.1,84,0,0,0,0.02,0.11,105.28,30.83,89,0,0,77.2,45,29.55,1,76.7,54.2
2022-09-30T23:35:00-07:00,2022-09-30 23:35:00,55.9,55.9,53,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:30:00-07:00,2022-09-30 23:30:00,55.9,55.9,53,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:25:00-07:00,2022-09-30 23:25:00,55.9,55.9,53,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:20:00-07:00,2022-09-30 23:20:00,55.8,55.8,53.2,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,91,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:15:00-07:00,2022-09-30 23:15:00,55.8,55.8,53.2,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,91,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:10:00-07:00,2022-09-30 23:10:00,55.6,55.6,53,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,91,0,0,77.2,45,29.56,1,76.7,54.2
2022-09-30T23:05:00-07:00,2022-09-30 23:05:00,55.8,55.8,53.2,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,91,0,0,77.4,45,29.56,1,77,54.4
2022-09-30T23:00:00-07:00,2022-09-30 23:00:00,56.1,56.1,53.2,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.4,45,29.56,1,77,54.4
2022-09-30T22:55:00-07:00,2022-09-30 22:55:00,56.1,56.1,53.2,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.4,45,29.55,1,77,54.4
2022-09-30T22:50:00-07:00,2022-09-30 22:50:00,56.5,56.5,53.3,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,89,0,0,77.4,45,29.55,1,77,54.4
2022-09-30T22:45:00-07:00,2022-09-30 22:45:00,56.7,56.7,53.5,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,89,0,0,77.5,45,29.57,1,77.1,54.5
2022-09-30T22:40:00-07:00,2022-09-30 22:40:00,56.8,56.8,53.6,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,89,0,0,77.5,45,29.55,1,77.1,54.5
2022-09-30T22:35:00-07:00,2022-09-30 22:35:00,57,57,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,89,0,0,77.7,45,29.56,1,77.3,54.6
2022-09-30T22:30:00-07:00,2022-09-30 22:30:00,57,57,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,89,0,0,77.5,45,29.55,1,77.1,54.5
2022-09-30T22:25:00-07:00,2022-09-30 22:25:00,56.7,56.7,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.5,44,29.56,1,77,53.8
2022-09-30T22:20:00-07:00,2022-09-30 22:20:00,56.7,56.7,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.7,44,29.56,1,77.2,54
2022-09-30T22:15:00-07:00,2022-09-30 22:15:00,56.7,56.7,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.9,44,29.55,1,77.5,54.2
2022-09-30T22:10:00-07:00,2022-09-30 22:10:00,56.5,56.5,53.6,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.83,90,0,0,77.9,44,29.56,1,77.5,54.2
2022-09-30T22:05:00-07:00,2022-09-30 22:05:00,56.5,56.5,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,91,0,0,77.9,44,29.56,1,77.5,54.2
2022-09-30T22:00:00-07:00,2022-09-30 22:00:00,56.5,56.5,53.6,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,77.9,44,29.57,1,77.5,54.2
2022-09-30T21:55:00-07:00,2022-09-30 21:55:00,56.7,56.7,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.1,44,29.56,1,77.7,54.4
2022-09-30T21:50:00-07:00,2022-09-30 21:50:00,56.7,56.7,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.3,44,29.56,1,77.9,54.6
2022-09-30T21:45:00-07:00,2022-09-30 21:45:00,56.8,56.8,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.3,44,29.56,1,77.9,54.6
2022-09-30T21:40:00-07:00,2022-09-30 21:40:00,57,57,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,89,0,0,78.3,44,29.56,1,77.9,54.6
2022-09-30T21:35:00-07:00,2022-09-30 21:35:00,57,57,54.1,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.3,44,29.57,1,77.9,54.6
2022-09-30T21:30:00-07:00,2022-09-30 21:30:00,56.8,56.8,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.4,44,29.56,1,78,54.7
2022-09-30T21:25:00-07:00,2022-09-30 21:25:00,56.8,56.8,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.3,44,29.57,1,77.9,54.6
2022-09-30T21:20:00-07:00,2022-09-30 21:20:00,56.8,56.8,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,90,0,0,78.4,44,29.56,1,78,54.7
2022-09-30T21:15:00-07:00,2022-09-30 21:15:00,57,57,53.8,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,89,0,0,78.4,44,29.57,1,78,54.7
2022-09-30T21:10:00-07:00,2022-09-30 21:10:00,57.2,57.2,54,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.85,89,0,0,78.4,44,29.57,1,78,54.7
2022-09-30T21:05:00-07:00,2022-09-30 21:05:00,57.2,57.2,54,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.85,89,0,0,78.4,44,29.57,1,78,54.7
2022-09-30T21:00:00-07:00,2022-09-30 21:00:00,57.4,57.4,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,88,0,0,78.6,44,29.57,1,78.2,54.8
2022-09-30T20:55:00-07:00,2022-09-30 20:55:00,57.4,57.4,53.9,0,0,8.1,85,0,0,0,0.02,0.11,105.28,30.84,88,0,0,78.4,44,29.56,1,78,54.7
