"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)","CO2 battery"
2024-05-16T16:46:00-07:00,2024-05-16 16:46:00,53.4,53.4,50.5,2.5,4.5,14.8,102,0,0,0.03,0.05,1.08,170.52,30.64,90,0,90.7,77,40,29.36,1,76.3,50.8,
2024-05-16T16:40:00-07:00,2024-05-16 16:40:00,53.6,53.6,50.7,0.9,1.1,14.8,322,0,0,0.03,0.05,1.08,170.52,30.64,90,0,65,76.8,40,29.37,1,76.1,50.6,
2024-05-16T16:35:00-07:00,2024-05-16 16:35:00,54.1,54.1,51.2,4,8.1,14.8,243,0,0,0.03,0.05,1.08,170.52,30.64,90,0,72.8,77,40,29.37,1,76.3,50.8,
2024-05-16T16:30:00-07:00,2024-05-16 16:30:00,54.5,54.5,51.3,3.8,6.9,14.8,193,0,0,0.03,0.05,1.08,170.52,30.64,89,0,94.1,76.8,40,29.37,1,76.1,50.6,
2024-05-16T16:26:00-07:00,2024-05-16 16:26:00,54.9,54.9,51.4,2,2.2,14.8,102,0,0,0.03,0.05,1.08,170.52,30.64,88,1,120.5,76.8,40,29.36,1,76.1,50.6,
2024-05-16T16:20:00-07:00,2024-05-16 16:20:00,55,55,51.5,2.5,4.5,14.8,89,0,0,0.03,0.05,1.08,170.52,30.64,88,1,107.5,77,40,29.36,1,76.3,50.8,
2024-05-16T16:15:00-07:00,2024-05-16 16:15:00,55.4,55.4,51.6,3.8,4.5,14.8,99,0,0,0.03,0.05,1.08,170.52,30.64,87,1,111.4,77.5,40,29.36,1,76.8,51.3,
2024-05-16T16:10:00-07:00,2024-05-16 16:10:00,56.1,56.1,52,5.1,8.1,14.8,225,0,0,0.03,0.05,1.08,170.52,30.64,86,0,70.2,77.9,40,29.37,1,77.3,51.6,
2024-05-16T16:06:00-07:00,2024-05-16 16:06:00,56.7,56.7,52.2,1.8,2.2,14.8,4,0,0,0.03,0.05,1.08,170.52,30.64,85,0,71.9,77.9,40,29.36,1,77.3,51.6,
2024-05-16T16:00:00-07:00,2024-05-16 16:00:00,57.6,57.6,52.8,0.4,1.1,14.8,153,0,0,0.03,0.05,1.08,170.52,30.63,84,0,91.9,77.9,40,29.36,1,77.3,51.6,
2024-05-16T15:55:00-07:00,2024-05-16 15:55:00,57.9,57.9,53.1,0.4,1.1,14.8,161,0,0,0.03,0.05,1.08,170.52,30.64,84,1,123.6,78.1,40,29.36,1,77.5,51.8,
2024-05-16T15:50:00-07:00,2024-05-16 15:50:00,57,57,52.9,0,0,14.8,15,0,0,0.03,0.05,1.08,170.52,30.63,86,1,202.9,77.9,40,29.35,1,77.3,51.6,
2024-05-16T15:46:00-07:00,2024-05-16 15:46:00,56.7,56.7,52.2,0.2,1.1,14.8,90,0,0,0.03,0.05,1.08,170.52,30.63,85,0,90.2,78.1,40,29.35,1,77.5,51.8,
2024-05-16T15:40:00-07:00,2024-05-16 15:40:00,57,57,52.2,0.2,1.1,14.8,340,0,0,0.03,0.05,1.08,170.52,30.64,84,0,39.4,78.3,40,29.36,1,77.7,52,
2024-05-16T15:35:00-07:00,2024-05-16 15:35:00,57.9,57.9,52.8,0,0,14.8,133,0,0,0.03,0.05,1.08,170.52,30.63,83,0,40.2,78.1,40,29.36,1,77.5,51.8,
2024-05-16T15:30:00-07:00,2024-05-16 15:30:00,59.2,59.2,53.7,1.1,1.1,14.8,45,0,0,0.03,0.05,1.08,170.52,30.64,82,0,62,78.3,40,29.36,1,77.7,52,
2024-05-16T15:26:00-07:00,2024-05-16 15:26:00,59.7,59.7,53.9,0,0,14.8,29,0,0,0.03,0.05,1.08,170.52,30.63,81,0,84.5,78.3,40,29.36,1,77.7,52,
2024-05-16T15:20:00-07:00,2024-05-16 15:20:00,59.9,59.9,53.7,0.2,1.1,14.8,99,0,0,0.03,0.05,1.08,170.52,30.63,80,0,97.5,78.3,40,29.35,1,77.7,52,
2024-05-16T15:15:00-07:00,2024-05-16 15:15:00,59.7,59.7,53.2,0.4,1.1,14.8,323,0,0,0.03,0.05,1.08,170.52,30.63,79,1,131.4,78.1,40,29.36,1,77.5,51.8,
2024-05-16T15:10:00-07:00,2024-05-16 15:10:00,59.7,59.7,53.5,0.2,1.1,14.8,7,0,0,0.03,0.05,1.08,170.52,30.64,80,1,127.5,78.1,40,29.36,1,77.5,51.8,
2024-05-16T15:05:00-07:00,2024-05-16 15:05:00,59.7,59.7,54.2,1.1,1.1,14.8,306,0,0,0.03,0.05,1.08,170.52,30.64,82,1,121.8,78.3,40,29.36,1,77.7,52,
2024-05-16T15:00:00-07:00,2024-05-16 15:00:00,59.2,59.2,53,1.6,2.2,14.8,298,0,0,0.03,0.05,1.08,170.52,30.64,80,1,156.9,77.9,40,29.36,1,77.3,51.6,
2024-05-16T14:55:00-07:00,2024-05-16 14:55:00,59,59,53.2,1.3,2.2,14.8,75,0,0,0.03,0.05,1.08,170.52,30.64,81,2,226.4,78.3,40,29.36,1,77.7,52,
2024-05-16T14:50:00-07:00,2024-05-16 14:50:00,58.6,58.6,52.8,0,0,14.8,273,0,0,0.03,0.05,1.08,170.52,30.64,81,2,223.8,78.1,40,29.36,1,77.5,51.8,
2024-05-16T14:45:00-07:00,2024-05-16 14:45:00,58.5,58.5,53.4,1.1,1.1,14.8,239,0,0,0.03,0.05,1.08,170.52,30.64,83,1,148.8,78.1,40,29.36,1,77.5,51.8,
2024-05-16T14:40:00-07:00,2024-05-16 14:40:00,58.5,58.5,53.4,0.9,1.1,14.8,288,0,0,0.03,0.05,1.08,170.52,30.65,83,1,119.3,77.9,40,29.37,1,77.3,51.6,
2024-05-16T14:35:00-07:00,2024-05-16 14:35:00,58.1,58.1,53.3,1.6,2.2,14.8,156,0,0,0.03,0.05,1.08,170.52,30.65,84,1,158.3,78.1,40,29.37,1,77.5,51.8,
2024-05-16T14:30:00-07:00,2024-05-16 14:30:00,57.7,57.7,52.9,1.1,1.1,14.8,220,0,0,0.03,0.05,1.08,170.52,30.65,84,1,125.3,78.1,40,29.38,1,77.5,51.8,
2024-05-16T14:25:00-07:00,2024-05-16 14:25:00,57.4,57.4,52.9,0.7,1.1,14.8,203,0,0,0.03,0.05,1.08,170.52,30.65,85,1,102.8,78.1,40,29.37,1,77.5,51.8,
2024-05-16T14:20:00-07:00,2024-05-16 14:20:00,57.4,57.4,52.9,0.9,1.1,14.8,129,0,0,0.03,0.05,1.08,170.52,30.66,85,0,86.2,78.1,40,29.38,1,77.5,51.8,
2024-05-16T14:15:00-07:00,2024-05-16 14:15:00,57.6,57.6,52.8,0,0,14.8,207,0,0,0.03,0.05,1.08,170.52,30.66,84,0,84.5,78.4,40,29.39,1,77.8,52.1,
2024-05-16T14:10:00-07:00,2024-05-16 14:10:00,57.6,57.6,52.8,0,0,14.8,188,0,0,0.03,0.05,1.08,170.52,30.66,84,0,81.5,78.6,39,29.39,1,78,51.5,
2024-05-16T14:05:00-07:00,2024-05-16 14:05:00,57.7,57.7,52.6,0,0,14.8,220,0,0,0.03,0.05,1.08,170.52,30.66,83,0,86.2,78.8,39,29.38,1,78.2,51.7,
2024-05-16T14:00:00-07:00,2024-05-16 14:00:00,57.6,57.6,52.5,0.9,1.1,14.8,198,0,0,0.03,0.05,1.08,170.52,30.67,83,1,106.2,78.6,39,29.39,1,78,51.5,
2024-05-16T13:55:00-07:00,2024-05-16 13:55:00,57.4,57.4,51.9,3.6,4.5,14.8,249,0,0,0.03,0.05,1.08,170.52,30.67,82,1,116.2,78.6,39,29.39,1,78,51.5,
2024-05-16T13:50:00-07:00,2024-05-16 13:50:00,57.7,57.7,52.2,2.2,2.2,14.8,246,0,0,0.03,0.05,1.08,170.52,30.66,82,1,138.4,78.6,39,29.39,1,78,51.5,
2024-05-16T13:45:00-07:00,2024-05-16 13:45:00,57.9,57.9,52.4,2.7,3.4,14.8,212,0,0,0.03,0.05,1.08,170.52,30.67,82,1,171.8,78.6,39,29.39,1,78,51.5,
2024-05-16T13:40:00-07:00,2024-05-16 13:40:00,59.2,59.2,53,3.1,3.4,14.8,241,0,0,0.03,0.05,1.08,170.52,30.66,80,2,217.8,78.8,39,29.39,1,78.2,51.7,
2024-05-16T13:35:00-07:00,2024-05-16 13:35:00,58.6,58.6,52.4,2.5,3.4,14.8,222,0,0,0.03,0.05,1.08,170.52,30.66,80,4,410.3,78.4,39,29.39,1,77.8,51.4,
2024-05-16T13:30:00-07:00,2024-05-16 13:30:00,60.1,60.1,52.9,8.9,11.4,14.8,245,0,0,0.03,0.05,1.08,170.52,30.66,77,3,381.7,78.4,39,29.39,1,77.8,51.4,
2024-05-16T13:25:00-07:00,2024-05-16 13:25:00,60.3,60.3,54.1,1.8,2.2,14.8,250,0,0,0.03,0.05,1.08,170.52,30.67,80,7,765.6,78.4,40,29.4,1,77.8,52.1,
2024-05-16T13:20:00-07:00,2024-05-16 13:20:00,59.9,59.9,53,2.5,3.4,14.8,321,0,0,0.03,0.05,1.08,170.52,30.67,78,3,375.6,78.3,40,29.4,1,77.7,52,
2024-05-16T13:15:00-07:00,2024-05-16 13:15:00,60.1,60.1,53.9,4,4.5,14.8,196,0,0,0.03,0.05,1.08,170.52,30.67,80,5,589.9,78.1,40,29.39,1,77.5,51.8,
2024-05-16T13:10:00-07:00,2024-05-16 13:10:00,58.8,58.8,52.6,4.3,5.8,14.8,213,0,0,0.03,0.05,1.08,170.52,30.67,80,8,834.2,77.9,40,29.39,1,77.3,51.6,
2024-05-16T13:05:00-07:00,2024-05-16 13:05:00,58.8,58.8,52.6,4.9,5.8,14.8,220,0,0,0.03,0.05,1.08,170.52,30.68,80,5,591.6,77.9,40,29.4,1,77.3,51.6,
2024-05-16T13:00:00-07:00,2024-05-16 13:00:00,59.2,59.2,53.7,3.1,3.4,14.8,193,0,0,0.03,0.05,1.08,170.52,30.68,82,4,423.8,77.7,40,29.4,1,77,51.4,
2024-05-16T12:55:00-07:00,2024-05-16 12:55:00,58.6,58.6,52.4,7.4,9.2,13.6,264,0,0,0.03,0.05,1.08,170.52,30.67,80,9,952.6,77.9,40,29.39,1,77.3,51.6,
2024-05-16T12:50:00-07:00,2024-05-16 12:50:00,58.3,58.3,53.2,3.1,3.4,12.5,207,0,0,0.03,0.05,1.08,170.52,30.67,83,10,1058,77.7,40,29.4,1,77,51.4,
2024-05-16T12:45:00-07:00,2024-05-16 12:45:00,57.9,57.9,53.7,2.9,3.4,12.5,199,0,0,0.03,0.05,1.08,170.52,30.68,86,8,854.1,77.4,40,29.41,1,76.7,51.2,
2024-05-16T12:40:00-07:00,2024-05-16 12:40:00,56.1,56.1,52,3.1,4.5,12.5,224,0,0,0.03,0.05,1.08,170.52,30.68,86,7,737.8,77.4,41,29.41,1,76.8,51.8,
2024-05-16T12:35:00-07:00,2024-05-16 12:35:00,54.5,54.5,51.3,1.6,2.2,12.5,184,0,0,0.03,0.05,1.08,170.52,30.7,89,3,368.2,77.2,41,29.42,1,76.5,51.7,
2024-05-16T12:30:00-07:00,2024-05-16 12:30:00,54.1,54.1,50.9,5.8,8.1,12.5,249,0,0,0.03,0.05,1.08,170.52,30.7,89,2,262.4,77.4,41,29.42,1,76.8,51.8,
2024-05-16T12:25:00-07:00,2024-05-16 12:25:00,54.1,54.1,50.6,6,6.9,12.5,187,0,0,0.03,0.05,1.08,170.52,30.7,88,2,289.3,77.2,41,29.42,1,76.5,51.7,
2024-05-16T12:20:00-07:00,2024-05-16 12:20:00,54.5,54.5,51.3,5.4,6.9,12.5,238,0,0,0.03,0.05,1.08,170.52,30.7,89,2,296.2,77.2,41,29.42,1,76.5,51.7,
2024-05-16T12:15:00-07:00,2024-05-16 12:15:00,54.5,54.5,51.3,2.9,3.4,12.5,212,0,0,0.03,0.05,1.08,170.52,30.7,89,3,311,77,41,29.43,1,76.3,51.5,
2024-05-16T12:10:00-07:00,2024-05-16 12:10:00,54.3,54.3,50.8,6,9.2,12.5,195,0,0,0.03,0.05,1.08,170.52,30.7,88,2,242,77,41,29.42,1,76.3,51.5,
2024-05-16T12:05:00-07:00,2024-05-16 12:05:00,54.3,54.3,51.1,2.5,3.4,12.5,245,0,0,0.03,0.05,1.08,170.52,30.7,89,2,246.8,76.8,41,29.42,1,76.1,51.3,
2024-05-16T12:00:00-07:00,2024-05-16 12:00:00,54.5,54.5,51,2.5,3.4,12.5,285,0,0,0.03,0.05,1.08,170.52,30.7,88,2,252.4,77,41,29.42,1,76.3,51.5,
2024-05-16T11:55:00-07:00,2024-05-16 11:55:00,54.7,54.7,50.9,6,11.4,12.5,197,0,0,0.03,0.05,1.08,170.52,30.7,87,2,296.2,76.8,41,29.42,1,76.1,51.3,
2024-05-16T11:50:00-07:00,2024-05-16 11:50:00,54.7,54.7,51.5,3.8,4.5,12.5,209,0,0,0.03,0.05,1.08,170.52,30.7,89,3,311.5,76.8,41,29.42,1,76.1,51.3,
2024-05-16T11:45:00-07:00,2024-05-16 11:45:00,53.6,53.6,50.4,3.8,6.9,12.5,240,0,0,0.03,0.05,1.08,170.52,30.7,89,2,269.4,76.8,41,29.42,1,76.1,51.3,
2024-05-16T11:40:00-07:00,2024-05-16 11:40:00,53.4,53.4,50.2,6.3,8.1,12.5,207,0,0,0.03,0.05,1.08,170.52,30.7,89,2,302.3,76.6,41,29.43,1,75.9,51.1,
2024-05-16T11:35:00-07:00,2024-05-16 11:35:00,53.6,53.6,50.7,4.7,6.9,12.5,191,0,0,0.03,0.05,1.08,170.52,30.7,90,2,305.4,76.8,41,29.42,1,76.1,51.3,
2024-05-16T11:30:00-07:00,2024-05-16 11:30:00,54,54,50.8,1.8,2.2,12.5,189,0,0,0.03,0.05,1.08,170.52,30.7,89,2,208.6,76.6,41,29.43,1,75.9,51.1,
2024-05-16T11:25:00-07:00,2024-05-16 11:25:00,53.4,53.4,50.8,2.5,3.4,12.5,236,0,0,0.03,0.05,1.08,170.52,30.71,91,2,209.4,76.6,41,29.43,1,75.9,51.1,
2024-05-16T11:20:00-07:00,2024-05-16 11:20:00,53.4,53.4,50.8,3.8,4.5,12.5,213,0,0,0.03,0.05,1.08,170.52,30.7,91,2,238.1,76.6,41,29.42,1,75.9,51.1,
2024-05-16T11:15:00-07:00,2024-05-16 11:15:00,53.1,53.1,50.8,3.1,4.5,12.5,218,0,0,0.03,0.05,1.08,170.52,30.71,92,2,219.5,76.6,41,29.43,1,75.9,51.1,
2024-05-16T11:10:00-07:00,2024-05-16 11:10:00,53.4,53.4,51.1,2.5,3.4,12.5,265,0,0,0.03,0.05,1.08,170.52,30.71,92,1,159.5,76.6,41,29.44,1,75.9,51.1,
2024-05-16T11:05:00-07:00,2024-05-16 11:05:00,52.9,52.9,50.6,3.6,4.5,12.5,216,0,0,0.03,0.05,1.08,170.52,30.71,92,2,259.4,76.6,41,29.44,1,75.9,51.1,
2024-05-16T11:00:00-07:00,2024-05-16 11:00:00,52.5,52.5,50.8,3.8,5.8,12.5,216,0,0,0.03,0.05,1.08,170.52,30.72,94,1,179.6,76.6,41,29.44,1,75.9,51.1,
2024-05-16T10:55:00-07:00,2024-05-16 10:55:00,52.5,52.5,50.5,4.3,5.8,12.5,237,0,0,0.03,0.05,1.08,170.52,30.71,93,1,130.9,76.6,41,29.44,1,75.9,51.1,
2024-05-16T10:50:00-07:00,2024-05-16 10:50:00,53.1,53.1,50.8,2.5,3.4,12.5,204,0,0,0.03,0.05,1.08,170.52,30.72,92,1,147.4,76.8,41,29.44,1,76.1,51.3,
2024-05-16T10:45:00-07:00,2024-05-16 10:45:00,53.4,53.4,50.8,3.8,4.5,12.5,277,0,0,0.03,0.05,1.08,170.52,30.72,91,1,145.2,76.6,42,29.44,1,75.9,51.8,
2024-05-16T10:40:00-07:00,2024-05-16 10:40:00,53.4,53.4,51.1,0.9,1.1,12.5,190,0,0,0.03,0.05,1.08,170.52,30.71,92,2,291,76.8,42,29.44,1,76.2,52,
2024-05-16T10:35:00-07:00,2024-05-16 10:35:00,53.2,53.2,50.6,5.1,5.8,12.5,232,0,0,0.03,0.05,1.08,170.52,30.7,91,2,303.1,76.5,42,29.43,1,75.8,51.7,
2024-05-16T10:30:00-07:00,2024-05-16 10:30:00,52.9,52.9,50.9,2,2.2,12.5,297,0,0,0.03,0.05,1.08,170.52,30.71,93,2,268.9,76.3,42,29.44,1,75.6,51.5,
2024-05-16T10:25:00-07:00,2024-05-16 10:25:00,52.9,52.9,50.9,1.3,2.2,12.5,241,0,0,0.03,0.05,1.08,170.52,30.71,93,3,306.2,76.3,41,29.43,1,75.6,50.8,
2024-05-16T10:20:00-07:00,2024-05-16 10:20:00,52.9,52.9,50.9,1.8,3.4,12.5,209,0,0,0.03,0.05,1.08,170.52,30.71,93,1,169.6,76.3,41,29.44,1,75.6,50.8,
2024-05-16T10:15:00-07:00,2024-05-16 10:15:00,52.7,52.7,50.7,2.9,4.5,12.5,264,0,0,0.03,0.05,1.08,170.52,30.71,93,1,163.9,76.1,41,29.43,1,75.3,50.7,
2024-05-16T10:10:00-07:00,2024-05-16 10:10:00,52.9,52.9,51.2,2,2.2,12.5,184,0,0,0.03,0.05,1.08,170.52,30.71,94,2,215.1,75.9,41,29.44,1,75.1,50.5,
2024-05-16T10:05:00-07:00,2024-05-16 10:05:00,52.3,52.3,50.3,3.4,4.5,12.5,232,0,0,0.03,0.05,1.08,170.52,30.72,93,2,203.4,75.9,41,29.44,1,75.1,50.5,
2024-05-16T10:00:00-07:00,2024-05-16 10:00:00,52.3,52.3,50.6,1.6,2.2,12.5,232,0,0,0.03,0.05,1.08,170.52,30.72,94,2,211.2,75.7,41,29.44,1,74.9,50.3,
2024-05-16T09:55:00-07:00,2024-05-16 09:55:00,52.5,52.5,50.5,4,4.5,12.5,235,0,0,0.03,0.05,1.08,170.52,30.72,93,2,202.6,75.9,41,29.45,1,75.1,50.5,
2024-05-16T09:50:00-07:00,2024-05-16 09:50:00,53.1,53.1,51.1,2.5,5.8,9.2,206,0,0,0.03,0.05,1.08,170.52,30.72,93,2,240.3,75.9,41,29.44,1,75.1,50.5,
2024-05-16T09:45:00-07:00,2024-05-16 09:45:00,53.1,53.1,51.1,6.5,9.2,9.2,199,0,0,0.03,0.05,1.08,170.52,30.72,93,2,289.7,75.9,41,29.45,1,75.1,50.5,
2024-05-16T09:40:00-07:00,2024-05-16 09:40:00,52.9,52.9,51.2,0.7,1.1,9.2,53,0,0,0.03,0.05,1.08,170.52,30.72,94,2,241.1,75.7,41,29.45,1,74.9,50.3,
2024-05-16T09:35:00-07:00,2024-05-16 09:35:00,53.1,53.1,51.4,3.4,3.4,9.2,205,0,0,0.03,0.05,1.08,170.52,30.72,94,2,261.6,75.7,41,29.45,1,74.9,50.3,
2024-05-16T09:30:00-07:00,2024-05-16 09:30:00,52.7,52.7,51.3,3.4,4.5,9.2,269,0,0,0.03,0.05,1.08,170.52,30.73,95,3,315.8,75.6,41,29.45,1,74.8,50.2,
2024-05-16T09:25:00-07:00,2024-05-16 09:25:00,52,52,50.9,2.7,3.4,9.2,218,0,0,0.03,0.05,1.08,170.52,30.73,96,3,313.5,75.6,41,29.45,1,74.8,50.2,
2024-05-16T09:20:00-07:00,2024-05-16 09:20:00,52,52,51.2,1.6,2.2,9.2,230,0,0,0.03,0.05,1.08,170.52,30.73,97,2,258,75.7,41,29.46,1,74.9,50.3,
2024-05-16T09:15:00-07:00,2024-05-16 09:15:00,51.4,51.4,50.9,2.2,3.4,9.2,244,0,0,0.03,0.05,1.08,170.52,30.74,98,2,273.7,75.4,41,29.46,1,74.6,50,
2024-05-16T09:10:00-07:00,2024-05-16 09:10:00,51.3,51.3,50.8,2.7,3.4,9.2,227,0,0,0.03,0.05,1.08,170.52,30.73,98,2,271.9,75,40,29.46,1,74.1,49,
2024-05-16T09:05:00-07:00,2024-05-16 09:05:00,51.1,51.1,50.8,1.3,2.2,9.2,240,0,0,0.03,0.05,1.08,170.52,30.73,99,2,281.5,74.8,40,29.45,1,73.9,48.8,
2024-05-16T09:00:00-07:00,2024-05-16 09:00:00,50.7,50.7,50.4,6,6.9,9.2,209,0,0,0.03,0.05,1.08,170.52,30.73,99,2,215.9,74.8,40,29.45,1,73.9,48.8,
2024-05-16T08:55:00-07:00,2024-05-16 08:55:00,50.7,50.7,50.4,2.5,3.4,9.2,256,0,0.03,0.03,0.05,1.08,170.52,30.73,99,2,216.9,74.8,40,29.45,1,73.9,48.8,
2024-05-16T08:50:00-07:00,2024-05-16 08:50:00,50.9,50.9,50.6,3.4,4.5,9.2,221,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,194.3,74.8,40,29.46,1,73.9,48.8,
2024-05-16T08:45:00-07:00,2024-05-16 08:45:00,50.5,50.5,50.2,2.5,3.4,9.2,251,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,155.2,74.8,40,29.45,1,73.9,48.8,
2024-05-16T08:40:00-07:00,2024-05-16 08:40:00,50.7,50.7,50.4,2.5,3.4,9.2,241,0,0.03,0.03,0.05,1.08,170.52,30.72,99,1,147.4,74.7,40,29.45,1,73.7,48.8,
2024-05-16T08:35:00-07:00,2024-05-16 08:35:00,50.9,50.9,50.6,2.9,3.4,9.2,277,0,0.03,0.03,0.05,1.08,170.52,30.72,99,0,87.1,74.7,40,29.45,1,73.7,48.8,
2024-05-16T08:30:00-07:00,2024-05-16 08:30:00,50.7,50.7,50.4,2.2,3.4,9.2,218,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,130,74.7,40,29.46,1,73.7,48.8,
2024-05-16T08:25:00-07:00,2024-05-16 08:25:00,50.4,50.4,50.1,2.9,3.4,9.2,302,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,137.9,74.5,40,29.45,1,73.5,48.6,
2024-05-16T08:20:00-07:00,2024-05-16 08:20:00,50.7,50.7,50.4,0.9,2.2,9.2,270,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,120.1,74.8,40,29.46,1,73.9,48.8,
2024-05-16T08:15:00-07:00,2024-05-16 08:15:00,50.4,50.4,50.1,1.1,2.2,6.9,255,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,161.7,74.7,40,29.45,1,73.7,48.8,
2024-05-16T08:10:00-07:00,2024-05-16 08:10:00,50.5,50.5,50.2,4,6.9,6.9,187,0,0.03,0.03,0.05,1.08,170.52,30.74,99,0,96.7,74.7,40,29.46,1,73.7,48.8,
2024-05-16T08:05:00-07:00,2024-05-16 08:05:00,50.2,50.2,49.9,1.8,2.2,6.9,223,0,0.03,0.03,0.05,1.08,170.52,30.73,99,1,112.3,74.7,40,29.45,1,73.7,48.8,
2024-05-16T08:00:00-07:00,2024-05-16 08:00:00,50.4,50.4,50.1,4.7,5.8,5.8,201,0,0.03,0.03,0.05,1.08,170.52,30.73,99,0,68.9,74.3,40,29.45,1,73.3,48.4,
2024-05-16T07:55:00-07:00,2024-05-16 07:55:00,50.5,50.5,50.2,1.8,2.2,5.8,256,0.07,0.03,0.03,0.05,1.08,170.52,30.73,99,0,73.7,74.5,40,29.46,1,73.5,48.6,
2024-05-16T07:50:00-07:00,2024-05-16 07:50:00,50.5,50.5,50.2,2.2,2.2,5.8,262,0.07,0.03,0.03,0.05,1.08,170.52,30.74,99,0,51.1,74.7,40,29.46,1,73.7,48.8,
2024-05-16T07:45:00-07:00,2024-05-16 07:45:00,50.5,50.5,50.2,0.7,1.1,4.5,215,0,0.02,0.02,0.04,1.07,170.51,30.74,99,0,46.4,74.7,40,29.46,1,73.7,48.8,
2024-05-16T07:40:00-07:00,2024-05-16 07:40:00,50.7,50.7,50.4,0.9,1.1,4.5,274,0.05,0.02,0.02,0.04,1.07,170.51,30.73,99,0,39.4,74.7,40,29.45,1,73.7,48.8,
2024-05-16T07:35:00-07:00,2024-05-16 07:35:00,50.7,50.7,50.4,0.4,1.1,4.5,230,0.05,0.02,0.02,0.04,1.07,170.51,30.73,99,0,33.8,74.5,40,29.45,1,73.5,48.6,
2024-05-16T07:30:00-07:00,2024-05-16 07:30:00,50.5,50.5,50.2,0.9,1.1,4.5,193,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,37.7,74.5,40,29.46,1,73.5,48.6,
2024-05-16T07:25:00-07:00,2024-05-16 07:25:00,50.4,50.4,50.1,0.9,1.1,4.5,226,0,0.01,0.01,0.03,1.06,170.5,30.74,99,0,35.5,74.3,40,29.46,1,73.3,48.4,
2024-05-16T07:20:00-07:00,2024-05-16 07:20:00,50.4,50.4,50.1,0.9,1.1,4.5,190,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,33.4,74.5,40,29.46,1,73.5,48.6,
2024-05-16T07:15:00-07:00,2024-05-16 07:15:00,50.4,50.4,50.1,1.6,2.2,4.5,197,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,22,74.5,40,29.46,1,73.5,48.6,
2024-05-16T07:10:00-07:00,2024-05-16 07:10:00,50.5,50.5,50.2,0.4,1.1,4.5,148,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,26.8,74.3,40,29.45,1,73.3,48.4,
2024-05-16T07:05:00-07:00,2024-05-16 07:05:00,50.4,50.4,50.1,0,0,4.5,179,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,28.1,74.5,40,29.45,1,73.5,48.6,
2024-05-16T07:00:00-07:00,2024-05-16 07:00:00,50.4,50.4,50.1,1.6,2.2,4.5,235,0,0.01,0.01,0.03,1.06,170.5,30.73,99,0,22,74.5,40,29.45,1,73.5,48.6,
2024-05-16T06:55:00-07:00,2024-05-16 06:55:00,50.5,50.5,50.2,1.3,2.2,4.5,267,0,0.01,0.01,0.03,1.06,170.5,30.72,99,0,15.2,74.3,40,29.45,1,73.3,48.4,
2024-05-16T06:50:00-07:00,2024-05-16 06:50:00,50.5,50.5,50,0.2,1.1,4.5,226,0.07,0.01,0.01,0.03,1.06,170.5,30.73,98,0,15.5,74.3,40,29.45,1,73.3,48.4,
2024-05-16T06:45:00-07:00,2024-05-16 06:45:00,50.5,50.5,50,0,0,4.5,217,0.07,0.01,0.01,0.03,1.06,170.5,30.73,98,0,14.3,74.3,40,29.45,1,73.3,48.4,
2024-05-16T06:40:00-07:00,2024-05-16 06:40:00,50.4,50.4,49.9,0.9,1.1,4.5,230,0,0,0,0.02,1.05,170.49,30.73,98,0,10.8,74.5,40,29.45,1,73.5,48.6,
2024-05-16T06:35:00-07:00,2024-05-16 06:35:00,50.5,50.5,50,0,0,4.5,226,0,0,0,0.02,1.05,170.49,30.74,98,0,9.9,74.5,40,29.46,1,73.5,48.6,
2024-05-16T06:30:00-07:00,2024-05-16 06:30:00,50.5,50.5,50,1.1,1.1,4.5,232,0,0,0,0.02,1.05,170.49,30.73,98,0,9.1,74.5,40,29.46,1,73.5,48.6,
2024-05-16T06:25:00-07:00,2024-05-16 06:25:00,50.5,50.5,50,0,0,4.5,204,0,0,0,0.02,1.05,170.49,30.73,98,0,11.6,74.3,40,29.46,1,73.3,48.4,
2024-05-16T06:20:00-07:00,2024-05-16 06:20:00,50.5,50.5,49.7,0,0,4.5,193,0,0,0,0.02,1.05,170.49,30.74,97,0,8.2,74.3,40,29.46,1,73.3,48.4,
2024-05-16T06:15:00-07:00,2024-05-16 06:15:00,50.5,50.5,49.7,0,0,4.5,213,0,0,0,0.02,1.05,170.49,30.74,97,0,5.1,74.5,40,29.47,1,73.5,48.6,
