"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)","CO2 battery"
2024-05-31T23:55:00-07:00,2024-05-31 23:55:00,54,54,43.7,0,0,9.2,200,0,0,0,0.88,3.19,172.63,30.72,68,0,0,79.2,36,29.45,1,78.5,49.9,1
2024-05-31T23:50:00-07:00,2024-05-31 23:50:00,53.8,53.8,43.5,1.3,2.2,9.2,318,0,0,0,0.88,3.19,172.63,30.72,68,0,0,79.3,36,29.44,1,78.6,50,1
2024-05-31T23:45:00-07:00,2024-05-31 23:45:00,54,54,42.9,0.9,2.2,9.2,241,0,0,0,0.88,3.19,172.63,30.72,66,0,0,79.3,36,29.45,1,78.6,50,1
2024-05-31T23:40:00-07:00,2024-05-31 23:40:00,53.6,53.6,42.9,1.8,2.2,9.2,207,0,0,0,0.88,3.19,172.63,30.72,67,0,0,79.3,36,29.45,1,78.6,50,1
2024-05-31T23:35:00-07:00,2024-05-31 23:35:00,53.8,53.8,43.1,2.5,3.4,9.2,170,0,0,0,0.88,3.19,172.63,30.72,67,0,0,79.3,36,29.45,1,78.6,50,1
2024-05-31T23:30:00-07:00,2024-05-31 23:30:00,52.9,52.9,42.2,0.9,1.1,9.2,248,0,0,0,0.88,3.19,172.63,30.72,67,0,0,79.5,36,29.45,1,78.8,50.2,1
2024-05-31T23:25:00-07:00,2024-05-31 23:25:00,52.2,52.2,43.1,0.7,1.1,9.2,189,0,0,0,0.88,3.19,172.63,30.72,71,0,0,79.5,36,29.45,1,78.8,50.2,1
2024-05-31T23:20:00-07:00,2024-05-31 23:20:00,51.4,51.4,42.7,2.5,3.4,9.2,169,0,0,0,0.88,3.19,172.63,30.72,72,0,0,79.5,36,29.45,1,78.8,50.2,1
2024-05-31T23:15:00-07:00,2024-05-31 23:15:00,50.7,50.7,43.1,0.4,1.1,9.2,301,0,0,0,0.88,3.19,172.63,30.72,75,0,0,79.7,36,29.45,1,79.1,50.4,1
2024-05-31T23:10:00-07:00,2024-05-31 23:10:00,50.2,50.2,43.6,0.2,1.1,9.2,68,0,0,0,0.88,3.19,172.63,30.71,78,0,0,79.9,36,29.44,1,79.3,50.5,1
2024-05-31T23:05:00-07:00,2024-05-31 23:05:00,50.7,50.7,44.1,0,0,9.2,87,0,0,0,0.88,3.19,172.63,30.72,78,0,0,79.9,36,29.45,1,79.3,50.5,1
2024-05-31T23:00:00-07:00,2024-05-31 23:00:00,50.9,50.9,43.9,0.2,1.1,9.2,87,0,0,0,0.88,3.19,172.63,30.72,77,0,0,80.1,36,29.45,1,79.7,50.7,1
2024-05-31T22:55:00-07:00,2024-05-31 22:55:00,51.1,51.1,43.8,0.7,1.1,9.2,87,0,0,0,0.88,3.19,172.63,30.73,76,0,0,80.1,36,29.45,1,79.7,50.7,1
2024-05-31T22:50:00-07:00,2024-05-31 22:50:00,51.1,51.1,43.8,0,0,9.2,86,0,0,0,0.88,3.19,172.63,30.73,76,0,0,79.9,36,29.45,1,79.3,50.5,1
2024-05-31T22:45:00-07:00,2024-05-31 22:45:00,51.4,51.4,44.1,0.2,1.1,9.2,112,0,0,0,0.88,3.19,172.63,30.73,76,0,0,80.1,36,29.45,1,79.7,50.7,1
2024-05-31T22:40:00-07:00,2024-05-31 22:40:00,51.8,51.8,44.5,0,0,9.2,122,0,0,0,0.88,3.19,172.63,30.73,76,0,0,80.2,36,29.45,1,79.7,50.8,1
2024-05-31T22:35:00-07:00,2024-05-31 22:35:00,52.2,52.2,44.9,0.9,1.1,9.2,139,0,0,0,0.88,3.19,172.63,30.74,76,0,0,80.2,36,29.46,1,79.7,50.8,1
2024-05-31T22:30:00-07:00,2024-05-31 22:30:00,52.5,52.5,44.8,0.2,1.1,9.2,116,0,0,0,0.88,3.19,172.63,30.74,75,0,0,80.4,36,29.46,1,79.9,51,1
2024-05-31T22:25:00-07:00,2024-05-31 22:25:00,52.7,52.7,44.6,0.7,1.1,9.2,136,0,0,0,0.88,3.19,172.63,30.73,74,0,0,80.2,36,29.46,1,79.7,50.8,1
2024-05-31T22:20:00-07:00,2024-05-31 22:20:00,53.1,53.1,44.3,1.8,2.2,9.2,99,0,0,0,0.88,3.19,172.63,30.74,72,0,0,80.6,36,29.47,1,80,51.2,1
2024-05-31T22:15:00-07:00,2024-05-31 22:15:00,53.2,53.2,43.3,0.9,1.1,9.2,314,0,0,0,0.88,3.19,172.63,30.74,69,0,0,80.4,36,29.47,1,79.9,51,1
2024-05-31T22:10:00-07:00,2024-05-31 22:10:00,53.4,53.4,43.9,2.9,4.5,9.2,180,0,0,0,0.88,3.19,172.63,30.74,70,0,0,80.4,36,29.46,1,79.9,51,1
2024-05-31T22:05:00-07:00,2024-05-31 22:05:00,53.4,53.4,43.9,1.6,2.2,9.2,257,0,0,0,0.88,3.19,172.63,30.74,70,0,0,80.4,36,29.47,1,79.9,51,1
2024-05-31T22:00:00-07:00,2024-05-31 22:00:00,53.6,53.6,44.4,2.9,3.4,9.2,181,0,0,0,0.88,3.19,172.63,30.74,71,0,0,80.4,36,29.46,1,79.9,51,1
2024-05-31T21:55:00-07:00,2024-05-31 21:55:00,53.4,53.4,44.2,1.8,2.2,9.2,218,0,0,0,0.88,3.19,172.63,30.74,71,0,0,80.4,36,29.47,1,79.9,51,1
2024-05-31T21:50:00-07:00,2024-05-31 21:50:00,53.6,53.6,44.4,1.1,1.1,9.2,202,0,0,0,0.88,3.19,172.63,30.74,71,0,0,80.6,36,29.47,1,80,51.2,1
2024-05-31T21:45:00-07:00,2024-05-31 21:45:00,53.8,53.8,44.2,0.4,1.1,9.2,270,0,0,0,0.88,3.19,172.63,30.74,70,0,0,80.6,36,29.47,1,80,51.2,1
2024-05-31T21:40:00-07:00,2024-05-31 21:40:00,54,54,44.4,1.1,1.1,9.2,211,0,0,0,0.88,3.19,172.63,30.75,70,0,0,80.4,36,29.47,1,79.9,51,1
2024-05-31T21:35:00-07:00,2024-05-31 21:35:00,54.3,54.3,44.3,0.4,1.1,9.2,172,0,0,0,0.88,3.19,172.63,30.74,69,0,0,80.4,36,29.47,1,79.9,51,1
2024-05-31T21:30:00-07:00,2024-05-31 21:30:00,54.5,54.5,44.2,1.1,1.1,9.2,188,0,0,0,0.88,3.19,172.63,30.74,68,0,0,80.2,36,29.47,1,79.7,50.8,1
2024-05-31T21:25:00-07:00,2024-05-31 21:25:00,54.5,54.5,44.5,1.1,1.1,9.2,45,0,0,0,0.88,3.19,172.63,30.74,69,0,0,80.2,36,29.46,1,79.7,50.8,1
2024-05-31T21:20:00-07:00,2024-05-31 21:20:00,54.5,54.5,44.5,2,3.4,9.2,128,0,0,0,0.88,3.19,172.63,30.74,69,0,0,79.9,36,29.46,1,79.3,50.5,1
2024-05-31T21:15:00-07:00,2024-05-31 21:15:00,55,55,44.6,0.7,1.1,9.2,87,0,0,0,0.88,3.19,172.63,30.74,68,0,0,79.9,36,29.46,1,79.3,50.5,1
2024-05-31T21:10:00-07:00,2024-05-31 21:10:00,55,55,44.6,2,2.2,9.2,105,0,0,0,0.88,3.19,172.63,30.74,68,0,0,79.9,36,29.47,1,79.3,50.5,1
2024-05-31T21:05:00-07:00,2024-05-31 21:05:00,55.2,55.2,44.8,2.2,3.4,9.2,224,0,0,0,0.88,3.19,172.63,30.74,68,0,0,79.9,36,29.46,1,79.3,50.5,1
2024-05-31T21:00:00-07:00,2024-05-31 21:00:00,55.4,55.4,44.6,3.1,4.5,9.2,226,0,0,0,0.88,3.19,172.63,30.74,67,0,0,79.9,36,29.47,1,79.3,50.5,1
2024-05-31T20:55:00-07:00,2024-05-31 20:55:00,55.4,55.4,44.6,3.6,5.8,9.2,119,0,0,0,0.88,3.19,172.63,30.75,67,0,1.2,79.7,36,29.47,1,79.1,50.4,1
2024-05-31T20:50:00-07:00,2024-05-31 20:50:00,55.6,55.6,44.8,0.9,1.1,9.2,205,0,0,0,0.88,3.19,172.63,30.74,67,0,1.7,79.7,35,29.47,1,79,49.6,1
2024-05-31T20:45:00-07:00,2024-05-31 20:45:00,55.8,55.8,45,0.7,1.1,9.2,53,0,0,0,0.88,3.19,172.63,30.74,67,0,3.4,80.1,35,29.47,1,79.6,50,1
2024-05-31T20:40:00-07:00,2024-05-31 20:40:00,56.3,56.3,45.5,0.7,1.1,9.2,239,0,0,0,0.88,3.19,172.63,30.75,67,0,3.4,79.9,35,29.48,1,79.2,49.8,1
2024-05-31T20:35:00-07:00,2024-05-31 20:35:00,56.8,56.8,45.6,0.9,1.1,9.2,35,0,0,0,0.88,3.19,172.63,30.74,66,0,5.1,80.1,35,29.47,1,79.6,50,1
2024-05-31T20:30:00-07:00,2024-05-31 20:30:00,57.6,57.6,45.9,2.5,4.5,9.2,257,0,0,0,0.88,3.19,172.63,30.75,65,0,6.5,80.4,35,29.47,1,79.8,50.2,1
2024-05-31T20:25:00-07:00,2024-05-31 20:25:00,58.1,58.1,46.8,0.9,2.2,9.2,222,0,0,0,0.88,3.19,172.63,30.74,66,0,10.8,80.4,36,29.47,1,79.9,51,1
2024-05-31T20:20:00-07:00,2024-05-31 20:20:00,58.8,58.8,47.1,0,0,9.2,236,0,0,0,0.88,3.19,172.63,30.75,65,0,16.9,80.4,35,29.47,1,79.8,50.2,1
2024-05-31T20:15:00-07:00,2024-05-31 20:15:00,59.2,59.2,46.6,0.7,1.1,9.2,168,0,0,0,0.88,3.19,172.63,30.75,63,0,20.8,80.4,35,29.48,1,79.8,50.2,1
2024-05-31T20:10:00-07:00,2024-05-31 20:10:00,59.2,59.2,46.2,0.9,1.1,9.2,225,0,0,0,0.88,3.19,172.63,30.75,62,0,24.2,80.4,35,29.48,1,79.8,50.2,1
2024-05-31T20:05:00-07:00,2024-05-31 20:05:00,59.5,59.5,46,1.8,2.2,9.2,189,0,0,0,0.88,3.19,172.63,30.75,61,0,29,80.6,35,29.48,1,79.9,50.4,1
2024-05-31T20:00:00-07:00,2024-05-31 20:00:00,59.5,59.5,45.6,0.4,1.1,9.2,134,0,0,0,0.88,3.19,172.63,30.75,60,0,32.9,80.6,35,29.47,1,79.9,50.4,1
2024-05-31T19:55:00-07:00,2024-05-31 19:55:00,59.5,59.5,45.2,0.2,1.1,9.2,214,0,0,0,0.88,3.19,172.63,30.75,59,0,35.1,80.6,35,29.48,1,79.9,50.4,1
2024-05-31T19:50:00-07:00,2024-05-31 19:50:00,59.9,59.9,46.4,0.2,1.1,9.2,220,0,0,0,0.88,3.19,172.63,30.75,61,0,41.1,80.6,35,29.47,1,79.9,50.4,1
2024-05-31T19:45:00-07:00,2024-05-31 19:45:00,60.3,60.3,45.9,0.9,1.1,9.2,204,0,0,0,0.88,3.19,172.63,30.74,59,0,44.2,80.8,35,29.47,1,80.1,50.6,1
2024-05-31T19:40:00-07:00,2024-05-31 19:40:00,60.6,60.6,44.3,0.7,1.1,9.2,172,0,0,0,0.88,3.19,172.63,30.75,55,0,45.9,80.8,35,29.48,1,80.1,50.6,1
2024-05-31T19:35:00-07:00,2024-05-31 19:35:00,60.8,60.8,44.5,1.1,1.1,9.2,214,0,0,0,0.88,3.19,172.63,30.75,55,0,47.7,80.8,35,29.47,1,80.1,50.6,1
2024-05-31T19:30:00-07:00,2024-05-31 19:30:00,61.3,61.3,45.5,0.9,1.1,9.2,108,0,0,0,0.88,3.19,172.63,30.74,56,0,50.6,81.1,35,29.47,1,80.3,50.8,1
2024-05-31T19:25:00-07:00,2024-05-31 19:25:00,61.9,61.9,45.1,0.7,1.1,9.2,246,0,0,0,0.88,3.19,172.63,30.75,54,0,56.8,81,34,29.48,1,80.1,50,1
2024-05-31T19:20:00-07:00,2024-05-31 19:20:00,62.4,62.4,44.5,3.4,3.4,9.2,182,0,0,0,0.88,3.19,172.63,30.75,52,0,63.2,81,34,29.48,1,80.1,50,1
2024-05-31T19:15:00-07:00,2024-05-31 19:15:00,62.6,62.6,44.7,0.7,1.1,9.2,212,0,0,0,0.88,3.19,172.63,30.76,52,0,68.9,81.1,34,29.48,1,80.2,50,1
2024-05-31T19:10:00-07:00,2024-05-31 19:10:00,62.8,62.8,45.9,0,0,9.2,248,0,0,0,0.88,3.19,172.63,30.76,54,0,70.2,81,34,29.48,1,80.1,50,1
2024-05-31T19:05:00-07:00,2024-05-31 19:05:00,63.5,63.5,48.5,0.2,1.1,9.2,13,0,0,0,0.88,3.19,172.63,30.76,58,0,71.9,81.1,34,29.48,1,80.2,50,1
2024-05-31T19:00:00-07:00,2024-05-31 19:00:00,64.6,64.6,47.6,0.2,1.1,9.2,130,0,0,0,0.88,3.19,172.63,30.76,54,0,82.8,81.3,33,29.48,1,80.2,49.4,1
2024-05-31T18:55:00-07:00,2024-05-31 18:55:00,65.3,65.3,46.2,0.7,1.1,9.2,141,0,0,0,0.88,3.19,172.63,30.76,50,1,105.8,81.3,33,29.48,1,80.2,49.4,1
2024-05-31T18:50:00-07:00,2024-05-31 18:50:00,65.7,65.7,46.5,0.4,1.1,9.2,338,0,0,0,0.88,3.19,172.63,30.76,50,1,133.9,81.1,33,29.48,1,80.1,49.2,1
2024-05-31T18:45:00-07:00,2024-05-31 18:45:00,65.7,65.7,47.1,2,2.2,9.2,195,0,0,0,0.88,3.19,172.63,30.76,51,1,162.2,81.5,33,29.49,1,80.4,49.6,1
2024-05-31T18:40:00-07:00,2024-05-31 18:40:00,65.8,65.8,45.6,0,0,9.2,303,0,0,0,0.88,3.19,172.63,30.76,48,1,176.9,81.5,33,29.48,1,80.4,49.6,1
2024-05-31T18:35:00-07:00,2024-05-31 18:35:00,65.7,65.7,46.5,1.3,2.2,9.2,241,0,0,0,0.88,3.19,172.63,30.76,50,1,199,81.3,33,29.49,1,80.2,49.4,1
2024-05-31T18:30:00-07:00,2024-05-31 18:30:00,65.3,65.3,46.7,0,0,9.2,308,0,0,0,0.88,3.19,172.63,30.76,51,1,188.6,81.5,33,29.49,1,80.4,49.6,1
2024-05-31T18:25:00-07:00,2024-05-31 18:25:00,65.5,65.5,47.9,0,0,9.2,354,0,0,0,0.88,3.19,172.63,30.77,53,1,153,81.5,33,29.49,1,80.4,49.6,1
2024-05-31T18:20:00-07:00,2024-05-31 18:20:00,67.1,67.1,46.2,2.2,3.4,9.2,154,0,0,0,0.88,3.19,172.63,30.77,47,1,180.4,81.5,33,29.5,1,80.4,49.6,1
2024-05-31T18:15:00-07:00,2024-05-31 18:15:00,67.3,67.3,47.5,1.6,2.2,9.2,355,0,0,0,0.88,3.19,172.63,30.77,49,2,222.9,81.7,33,29.49,1,80.5,49.8,1
2024-05-31T18:10:00-07:00,2024-05-31 18:10:00,66.9,66.9,50.2,0.4,1.1,9.2,187,0,0,0,0.88,3.19,172.63,30.77,55,2,256.8,81.5,33,29.5,1,80.4,49.6,1
2024-05-31T18:05:00-07:00,2024-05-31 18:05:00,66.9,66.9,46.6,1.8,2.2,9.2,1,0,0,0,0.88,3.19,172.63,30.77,48,2,289.3,81.5,33,29.5,1,80.4,49.6,1
2024-05-31T18:00:00-07:00,2024-05-31 18:00:00,67.1,67.1,46.2,2,3.4,9.2,180,0,0,0,0.88,3.19,172.63,30.77,47,2,297.5,81.3,33,29.49,1,80.2,49.4,1
2024-05-31T17:55:00-07:00,2024-05-31 17:55:00,67.6,67.6,47.8,1.1,1.1,9.2,306,0,0,0,0.88,3.19,172.63,30.77,49,3,329.2,81.1,34,29.5,1,80.2,50,1
2024-05-31T17:50:00-07:00,2024-05-31 17:50:00,68.4,67.3,49.6,0.7,1.1,9.2,283,0,0,0,0.88,3.19,172.63,30.77,51,3,354.4,81.5,34,29.5,1,80.5,50.4,1
2024-05-31T17:45:00-07:00,2024-05-31 17:45:00,68.2,67.2,49.9,0.4,1.1,9.2,226,0,0,0,0.88,3.19,172.63,30.78,52,3,369.6,81.5,34,29.5,1,80.5,50.4,1
2024-05-31T17:40:00-07:00,2024-05-31 17:40:00,67.1,67.1,47.8,0.2,1.1,9.2,320,0,0,0,0.88,3.19,172.63,30.78,50,3,393.4,81.5,35,29.51,1,80.6,51.2,1
2024-05-31T17:35:00-07:00,2024-05-31 17:35:00,67.1,67.1,46.2,2,2.2,6.9,185,0,0,0,0.88,3.19,172.63,30.78,47,3,388.7,81.5,35,29.5,1,80.6,51.2,1
2024-05-31T17:30:00-07:00,2024-05-31 17:30:00,68.7,67.7,49.8,1.1,1.1,6.9,292,0,0,0,0.88,3.19,172.63,30.78,51,3,367.4,81.5,34,29.51,1,80.5,50.4,1
2024-05-31T17:25:00-07:00,2024-05-31 17:25:00,68.7,67.6,49.3,1.3,2.2,6.9,325,0,0,0,0.88,3.19,172.63,30.78,50,3,357.3,81.5,34,29.51,1,80.5,50.4,1
2024-05-31T17:20:00-07:00,2024-05-31 17:20:00,68.4,67.1,47.4,1.3,2.2,6.9,237,0,0,0,0.88,3.19,172.63,30.79,47,3,367.9,81.5,35,29.51,1,80.6,51.2,1
2024-05-31T17:15:00-07:00,2024-05-31 17:15:00,66.9,66.9,49.2,1.3,2.2,6.9,37,0,0,0,0.88,3.19,172.63,30.78,53,3,372.1,81.5,35,29.51,1,80.6,51.2,1
2024-05-31T17:10:00-07:00,2024-05-31 17:10:00,67.3,67.3,49.6,0,0,6.9,131,0,0,0,0.88,3.19,172.63,30.79,53,3,344,81.3,35,29.52,1,80.4,51,1
2024-05-31T17:05:00-07:00,2024-05-31 17:05:00,68.5,67.4,49.6,1.8,2.2,6.9,229,0,0,0,0.88,3.19,172.63,30.8,51,3,355.3,81.3,35,29.52,1,80.4,51,1
2024-05-31T17:00:00-07:00,2024-05-31 17:00:00,69.4,68.4,50.5,1.8,2.2,6.9,267,0,0,0,0.88,3.19,172.63,30.79,51,4,452.4,81.1,35,29.51,1,80.3,50.8,1
2024-05-31T16:55:00-07:00,2024-05-31 16:55:00,69.4,68.4,49.9,1.1,1.1,6.9,224,0,0,0,0.88,3.19,172.63,30.8,50,4,484.4,81.1,35,29.52,1,80.3,50.8,1
2024-05-31T16:50:00-07:00,2024-05-31 16:50:00,69.1,68.1,50.2,1.8,3.4,6.9,294,0,0,0,0.88,3.19,172.63,30.79,51,4,490.6,81,35,29.52,1,80.2,50.7,1
2024-05-31T16:45:00-07:00,2024-05-31 16:45:00,69.1,68,48.6,2.9,5.8,6.9,218,0,0,0,0.88,3.19,172.63,30.8,48,5,517,81,35,29.53,1,80.2,50.7,1
2024-05-31T16:40:00-07:00,2024-05-31 16:40:00,69.1,68.1,50.2,2.5,3.4,6.9,106,0,0,0,0.88,3.19,172.63,30.8,51,5,517.5,80.8,35,29.52,1,80.1,50.6,1
2024-05-31T16:35:00-07:00,2024-05-31 16:35:00,68.5,67.3,48,1.1,1.1,6.9,98,0,0,0,0.88,3.19,172.63,30.81,48,5,513.6,81,36,29.53,1,80.3,51.5,1
2024-05-31T16:30:00-07:00,2024-05-31 16:30:00,68.5,67.4,48.6,2.9,3.4,6.9,248,0,0,0,0.88,3.19,172.63,30.8,49,5,535.7,80.8,36,29.53,1,80.1,51.3,1
2024-05-31T16:25:00-07:00,2024-05-31 16:25:00,69.1,68,49.1,2.9,4.5,6.9,222,0,0,0,0.88,3.19,172.63,30.81,49,5,570,80.6,36,29.53,1,80,51.2,1
2024-05-31T16:20:00-07:00,2024-05-31 16:20:00,68,68,50.7,1.1,1.1,6.9,218,0,0,0,0.88,3.19,172.63,30.8,54,5,522.3,80.8,36,29.52,1,80.1,51.3,1
2024-05-31T16:15:00-07:00,2024-05-31 16:15:00,68.2,67,48.3,3.1,3.4,6.9,174,0,0,0,0.88,3.19,172.63,30.81,49,5,584.3,80.6,36,29.53,1,80,51.2,1
2024-05-31T16:10:00-07:00,2024-05-31 16:10:00,68.7,67.6,48.8,3.6,4.5,6.9,66,0,0,0,0.88,3.19,172.63,30.81,49,5,611.2,80.6,36,29.53,1,80,51.2,1
2024-05-31T16:05:00-07:00,2024-05-31 16:05:00,68.9,68.1,52.1,2.5,3.4,6.9,227,0,0,0,0.88,3.19,172.63,30.81,55,5,571.7,80.6,36,29.53,1,80,51.2,1
2024-05-31T16:00:00-07:00,2024-05-31 16:00:00,67.5,67.5,49.8,0.9,1.1,6.9,163,0,0,0,0.88,3.19,172.63,30.81,53,5,543,80.8,36,29.54,1,80.1,51.3,1
2024-05-31T15:55:00-07:00,2024-05-31 15:55:00,68.7,67.9,51.9,1.3,2.2,6.9,9,0,0,0,0.88,3.19,172.63,30.82,55,5,530.1,80.6,36,29.54,1,80,51.2,1
2024-05-31T15:50:00-07:00,2024-05-31 15:50:00,68.7,67.8,51.4,1.3,2.2,6.9,314,0,0,0,0.88,3.19,172.63,30.82,54,5,562.6,80.6,36,29.54,1,80,51.2,1
2024-05-31T15:45:00-07:00,2024-05-31 15:45:00,68.5,67.5,50.7,2.2,2.2,6.9,203,0,0,0,0.88,3.19,172.63,30.82,53,5,537.1,80.6,36,29.55,1,80,51.2,1
2024-05-31T15:40:00-07:00,2024-05-31 15:40:00,68.5,67.5,50.2,0.9,2.2,6.9,183,0,0,0,0.88,3.19,172.63,30.83,52,5,573.4,80.4,37,29.55,1,80,51.7,1
2024-05-31T15:35:00-07:00,2024-05-31 15:35:00,68.9,67.9,50,1.1,1.1,6.9,193,0,0,0,0.88,3.19,172.63,30.82,51,6,634.2,80.1,37,29.54,1,79.8,51.5,1
2024-05-31T15:30:00-07:00,2024-05-31 15:30:00,69.1,68.2,51.2,0.9,1.1,6.9,233,0,0,0,0.88,3.19,172.63,30.82,53,6,690.1,80.1,37,29.55,1,79.8,51.5,1
2024-05-31T15:25:00-07:00,2024-05-31 15:25:00,68.2,67.2,49.9,1.1,1.1,6.9,250,0,0,0,0.88,3.19,172.63,30.82,52,6,632.5,79.9,37,29.55,1,79.3,51.3,1
2024-05-31T15:20:00-07:00,2024-05-31 15:20:00,66.9,66.9,49.7,1.6,2.2,6.9,246,0,0,0,0.88,3.19,172.63,30.82,54,5,610.7,80.1,37,29.55,1,79.8,51.5,1
2024-05-31T15:15:00-07:00,2024-05-31 15:15:00,67.5,67.5,49.8,3.1,3.4,6.9,252,0,0,0,0.88,3.19,172.63,30.83,53,6,625.5,79.7,37,29.55,1,79.1,51.1,1
2024-05-31T15:10:00-07:00,2024-05-31 15:10:00,65.1,65.1,49,2.9,3.4,6.9,245,0,0,0,0.88,3.19,172.63,30.83,56,6,639.8,79.7,37,29.55,1,79.1,51.1,1
2024-05-31T15:05:00-07:00,2024-05-31 15:05:00,66.4,66.4,50.7,2.9,4.5,6.9,284,0,0,0,0.88,3.19,172.63,30.83,57,5,608.1,79.7,37,29.56,1,79.1,51.1,1
2024-05-31T15:00:00-07:00,2024-05-31 15:00:00,66.2,66.2,50.5,2.5,3.4,6.9,274,0,0,0,0.88,3.19,172.63,30.83,57,6,621.6,79.7,37,29.56,1,79.1,51.1,1
2024-05-31T14:55:00-07:00,2024-05-31 14:55:00,66.4,66.4,50.2,2.7,3.4,6.9,234,0,0,0,0.88,3.19,172.63,30.84,56,6,647.6,79.7,37,29.56,1,79.1,51.1,1
2024-05-31T14:50:00-07:00,2024-05-31 14:50:00,67.3,67.3,51.1,2.2,2.2,6.9,283,0,0,0,0.88,3.19,172.63,30.84,56,6,675.4,79.5,38,29.57,1,78.9,51.6,1
2024-05-31T14:45:00-07:00,2024-05-31 14:45:00,67.5,67.5,50.8,0.9,1.1,6.9,347,0,0,0,0.88,3.19,172.63,30.84,55,6,675.8,79.7,38,29.57,1,79.2,51.8,1
2024-05-31T14:40:00-07:00,2024-05-31 14:40:00,66.9,66.9,51.2,2.2,3.4,6.9,249,0,0,0,0.88,3.19,172.63,30.85,57,6,665.9,79.7,38,29.57,1,79.2,51.8,1
2024-05-31T14:35:00-07:00,2024-05-31 14:35:00,66,66,52.2,0.9,1.1,6.9,255,0,0,0,0.88,3.19,172.63,30.85,61,6,679.3,79.5,38,29.57,1,78.9,51.6,1
2024-05-31T14:30:00-07:00,2024-05-31 14:30:00,66.6,66.6,48.9,3.1,4.5,6.9,242,0,0,0,0.88,3.19,172.63,30.84,53,6,691.4,79.5,38,29.57,1,78.9,51.6,1
2024-05-31T14:25:00-07:00,2024-05-31 14:25:00,66.9,66.9,48.7,1.3,2.2,6.9,323,0,0,0,0.88,3.19,172.63,30.85,52,6,679.7,79.3,38,29.57,1,78.7,51.5,1
2024-05-31T14:20:00-07:00,2024-05-31 14:20:00,66.6,66.6,50.9,0.9,1.1,6.9,194,0,0,0,0.88,3.19,172.63,30.86,57,6,669.3,79.5,38,29.58,1,78.9,51.6,1
2024-05-31T14:15:00-07:00,2024-05-31 14:15:00,65.7,65.7,50.5,1.6,2.2,6.9,260,0,0,0,0.88,3.19,172.63,30.85,58,6,672.9,79.3,38,29.57,1,78.7,51.5,1
2024-05-31T14:10:00-07:00,2024-05-31 14:10:00,64.6,64.6,49.5,2.5,3.4,6.9,225,0,0,0,0.88,3.19,172.63,30.86,58,6,701.8,79.2,38,29.58,1,78.6,51.4,1
2024-05-31T14:05:00-07:00,2024-05-31 14:05:00,63.3,63.3,51.7,1.6,2.2,6.9,225,0,0,0,0.88,3.19,172.63,30.86,66,6,700.1,78.8,38,29.58,1,78.2,51,1
2024-05-31T14:00:00-07:00,2024-05-31 14:00:00,64,64,49.8,3.4,3.4,6.9,17,0,0,0,0.88,3.19,172.63,30.86,60,6,661.1,78.8,38,29.59,1,78.2,51,1
2024-05-31T13:55:00-07:00,2024-05-31 13:55:00,66,66,53.5,0.2,1.1,6.9,196,0,0,0,0.88,3.19,172.63,30.87,64,6,686.2,78.6,38,29.59,1,77.9,50.8,1
2024-05-31T13:50:00-07:00,2024-05-31 13:50:00,64.2,64.2,52.2,0.7,1.1,6.9,47,0,0,0,0.88,3.19,172.63,30.87,65,6,641.5,78.4,38,29.59,1,77.7,50.7,1
2024-05-31T13:45:00-07:00,2024-05-31 13:45:00,64.4,64.4,53.2,0,0,6.9,51,0,0,0,0.88,3.19,172.63,30.87,67,6,687.2,78.3,38,29.59,1,77.6,50.6,1
2024-05-31T13:40:00-07:00,2024-05-31 13:40:00,64,64,51.6,2.2,3.4,6.9,168,0,0,0,0.88,3.19,172.63,30.87,64,6,713.6,78.3,38,29.59,1,77.6,50.6,1
2024-05-31T13:35:00-07:00,2024-05-31 13:35:00,63.3,63.3,51.3,1.1,2.2,6.9,90,0,0,0,0.88,3.19,172.63,30.87,65,7,718.4,78.3,38,29.59,1,77.6,50.6,1
2024-05-31T13:30:00-07:00,2024-05-31 13:30:00,63.9,63.9,51.9,2.2,3.4,6.9,245,0,0,0,0.88,3.19,172.63,30.87,65,6,708.8,78.1,38,29.6,1,77.4,50.4,1
2024-05-31T13:25:00-07:00,2024-05-31 13:25:00,67.1,67.1,51.3,2.9,3.4,6.9,84,0,0,0,0.88,3.19,172.63,30.87,57,6,668.9,77.9,38,29.6,1,77.2,50.2,1
2024-05-31T13:20:00-07:00,2024-05-31 13:20:00,65.8,65.8,49.2,1.6,2.2,6.9,62,0,0,0,0.88,3.19,172.63,30.87,55,6,680.5,78.1,38,29.59,1,77.4,50.4,1
2024-05-31T13:15:00-07:00,2024-05-31 13:15:00,64.9,64.9,50.7,0.9,1.1,6.9,293,0,0,0,0.88,3.19,172.63,30.88,60,6,691.4,77.9,38,29.61,1,77.2,50.2,1
