"Date","Simple Date","Outdoour Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoour Battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2023-03-15T14:55:00-07:00,2023-03-15 14:55:00,49.3,49.3,38.8,0.9,2.2,8.1,69,0,0.04,0.04,1.26,5.11,128.84,30.95,67,5,605.6,79.9,29,29.68,1,79,44.8
2023-03-15T14:50:00-07:00,2023-03-15 14:50:00,47.8,47.8,38.1,2.5,3.4,8.1,353,0,0.04,0.04,1.26,5.11,128.84,30.95,69,3,352.6,79.7,29,29.68,1,78.7,44.6
2023-03-15T14:45:00-07:00,2023-03-15 14:45:00,49.8,49.8,38.1,2.5,3.4,8.1,288,0,0.04,0.04,1.26,5.11,128.84,30.95,64,2,298,79.5,29,29.68,1,78.5,44.4
2023-03-15T14:40:00-07:00,2023-03-15 14:40:00,49.3,49.3,38.4,0,0,8.1,301,0,0.04,0.04,1.26,5.11,128.84,30.95,66,5,579.1,79.3,29,29.67,1,78.3,44.3
2023-03-15T14:35:00-07:00,2023-03-15 14:35:00,48.9,48.9,38.8,0.7,1.1,8.1,255,0,0.04,0.04,1.26,5.11,128.84,30.95,68,5,539.6,79.2,29,29.68,1,78.2,44.2
2023-03-15T14:30:00-07:00,2023-03-15 14:30:00,47.7,47.7,38.8,0,0,8.1,297,0,0.04,0.04,1.26,5.11,128.84,30.95,71,5,556.1,79,29,29.68,1,78,44
2023-03-15T14:25:00-07:00,2023-03-15 14:25:00,46.8,46.8,38.3,0,0,8.1,341,0,0.04,0.04,1.26,5.11,128.84,30.95,72,2,296.2,79,29,29.68,1,78,44
2023-03-15T14:20:00-07:00,2023-03-15 14:20:00,46.6,46.6,38.8,0,0,8.1,336,0,0.04,0.04,1.26,5.11,128.84,30.95,74,2,257.1,79,29,29.68,1,78,44
2023-03-15T14:15:00-07:00,2023-03-15 14:15:00,46.2,46.2,37.7,1.3,2.2,8.1,48,0,0.04,0.04,1.26,5.11,128.84,30.95,72,1,193.4,78.8,29,29.67,1,77.7,43.8
2023-03-15T14:10:00-07:00,2023-03-15 14:10:00,46.2,46.2,37,1.3,2.2,8.1,351,0,0.04,0.04,1.26,5.11,128.84,30.94,70,2,219.5,79,29,29.67,1,78,44
2023-03-15T14:05:00-07:00,2023-03-15 14:05:00,46.2,46.2,37,1.8,2.2,8.1,96,0,0.04,0.04,1.26,5.11,128.84,30.95,70,1,183,79,29,29.67,1,78,44
2023-03-15T14:00:00-07:00,2023-03-15 14:00:00,47.1,47.1,37.5,0.9,1.1,8.1,277,0,0.04,0.04,1.26,5.11,128.84,30.94,69,1,123.2,79,29,29.67,1,78,44
2023-03-15T13:55:00-07:00,2023-03-15 13:55:00,47.1,47.1,37.5,1.3,2.2,8.1,62,0,0.04,0.04,1.26,5.11,128.84,30.95,69,1,159.5,79.2,29,29.68,1,78.2,44.2
2023-03-15T13:50:00-07:00,2023-03-15 13:50:00,49.1,49.1,38.2,1.8,2.2,8.1,70,0,0.04,0.04,1.26,5.11,128.84,30.95,66,5,614.3,79,29,29.68,1,78,44
2023-03-15T13:45:00-07:00,2023-03-15 13:45:00,48.9,48.9,36.9,1.8,2.2,8.1,260,0,0.04,0.04,1.26,5.11,128.84,30.94,63,5,579.1,79.2,29,29.67,1,78.2,44.2
2023-03-15T13:40:00-07:00,2023-03-15 13:40:00,48.6,47.3,36.6,4,4.5,8.1,262,0,0.04,0.04,1.26,5.11,128.84,30.94,63,6,648,78.8,29,29.67,1,77.7,43.8
2023-03-15T13:35:00-07:00,2023-03-15 13:35:00,48.6,47.6,38.1,3.6,4.5,8.1,255,0,0.04,0.04,1.26,5.11,128.84,30.94,67,6,622.9,78.6,29,29.67,1,77.5,43.7
2023-03-15T13:30:00-07:00,2023-03-15 13:30:00,48.6,48.6,34.1,2.5,3.4,8.1,282,0,0.04,0.04,1.26,5.11,128.84,30.95,57,4,455.8,78.3,29,29.67,1,77.2,43.4
2023-03-15T13:25:00-07:00,2023-03-15 13:25:00,49.1,49.1,36.2,2.7,3.4,8.1,264,0,0.04,0.04,1.26,5.11,128.84,30.94,61,2,267.6,78.1,29,29.66,1,77,43.2
2023-03-15T13:20:00-07:00,2023-03-15 13:20:00,49.8,49.8,35.6,1.3,2.2,8.1,334,0,0.04,0.04,1.26,5.11,128.84,30.94,58,4,477.1,78.1,30,29.66,1,77,44.1
2023-03-15T13:15:00-07:00,2023-03-15 13:15:00,47.7,47.7,34.9,2.9,3.4,8.1,327,0,0.04,0.04,1.26,5.11,128.84,30.94,61,5,616,77.9,30,29.67,1,76.8,43.9
2023-03-15T13:10:00-07:00,2023-03-15 13:10:00,48.2,46,35.8,5.1,6.9,8.1,257,0,0.04,0.04,1.26,5.11,128.84,30.95,62,5,580.9,77.5,30,29.67,1,76.4,43.6
2023-03-15T13:05:00-07:00,2023-03-15 13:05:00,47.5,47.5,34.3,1.3,2.2,8.1,275,0,0.04,0.04,1.26,5.11,128.84,30.94,60,4,413.7,77.4,30,29.66,1,76.3,43.5
2023-03-15T13:00:00-07:00,2023-03-15 13:00:00,47.5,47.5,35.5,2.7,3.4,8.1,248,0,0.04,0.04,1.26,5.11,128.84,30.94,63,5,576.9,77.4,30,29.66,1,76.3,43.5
2023-03-15T12:55:00-07:00,2023-03-15 12:55:00,48,46.3,34.8,4.3,4.5,8.1,224,0,0.04,0.04,1.26,5.11,128.84,30.93,60,5,553.1,77,30,29.66,1,75.8,43.2
2023-03-15T12:50:00-07:00,2023-03-15 12:50:00,47.7,47.7,34.5,0,0,8.1,334,0,0.04,0.04,1.26,5.11,128.84,30.94,60,5,553.5,77,30,29.66,1,75.8,43.2
2023-03-15T12:45:00-07:00,2023-03-15 12:45:00,47.5,46,35.5,4,5.8,8.1,195,0,0.04,0.04,1.26,5.11,128.84,30.93,63,5,557.9,76.6,30,29.65,1,75.4,42.8
2023-03-15T12:40:00-07:00,2023-03-15 12:40:00,46,46,34.9,1.8,2.2,8.1,257,0,0.04,0.04,1.26,5.11,128.84,30.93,65,5,557.9,76.6,30,29.66,1,75.4,42.8
2023-03-15T12:35:00-07:00,2023-03-15 12:35:00,45.3,45.3,35.4,2.7,3.4,8.1,193,0,0.04,0.04,1.26,5.11,128.84,30.93,68,5,569.1,76.5,30,29.66,1,75.3,42.7
2023-03-15T12:30:00-07:00,2023-03-15 12:30:00,44.4,44.4,34.1,0.7,1.1,8.1,288,0,0.04,0.04,1.26,5.11,128.84,30.93,67,1,128.3,76.5,30,29.66,1,75.3,42.7
2023-03-15T12:25:00-07:00,2023-03-15 12:25:00,45.1,43.7,36.3,3.4,4.5,8.1,251,0,0.04,0.04,1.26,5.11,128.84,30.93,71,1,111.8,76.6,31,29.66,1,75.4,43.7
2023-03-15T12:20:00-07:00,2023-03-15 12:20:00,44.4,44.4,34.5,2.2,2.2,8.1,278,0,0.04,0.04,1.26,5.11,128.84,30.93,68,5,578.6,76.3,31,29.65,1,75.1,43.4
2023-03-15T12:15:00-07:00,2023-03-15 12:15:00,44.6,44.6,36.5,2.5,3.4,8.1,275,0,0.04,0.04,1.26,5.11,128.84,30.93,73,2,205.2,76.3,30,29.65,1,75,42.6
2023-03-15T12:10:00-07:00,2023-03-15 12:10:00,44.2,44.2,35,0,0,8.1,340,0,0.04,0.04,1.26,5.11,128.84,30.93,70,1,134.4,76.5,31,29.65,1,75.3,43.6
2023-03-15T12:05:00-07:00,2023-03-15 12:05:00,43,43,34.6,1.3,2.2,8.1,27,0,0.04,0.04,1.26,5.11,128.84,30.93,72,4,492.8,75.9,31,29.65,1,74.6,43.1
2023-03-15T12:00:00-07:00,2023-03-15 12:00:00,43,43,34.9,1.1,1.1,8.1,272,0,0.04,0.04,1.26,5.11,128.84,30.93,73,1,105.3,75.9,31,29.66,1,74.6,43.1
2023-03-15T11:55:00-07:00,2023-03-15 11:55:00,42.8,42.8,34.4,0,0,8.1,333,0,0.04,0.04,1.26,5.11,128.84,30.92,72,0,97.5,75.7,31,29.64,1,74.4,42.9
2023-03-15T11:50:00-07:00,2023-03-15 11:50:00,42.8,42.8,34.4,0,0,8.1,343,0,0.04,0.04,1.26,5.11,128.84,30.92,72,0,93.2,75.7,31,29.65,1,74.4,42.9
2023-03-15T11:45:00-07:00,2023-03-15 11:45:00,42.8,42.8,35.8,0.2,1.1,8.1,16,0,0.04,0.04,1.26,5.11,128.84,30.92,76,0,94.9,75.6,31,29.64,1,74.3,42.8
2023-03-15T11:40:00-07:00,2023-03-15 11:40:00,42.8,42.8,35.4,0,0,8.1,341,0,0.04,0.04,1.26,5.11,128.84,30.92,75,0,84.5,75.6,31,29.65,1,74.3,42.8
2023-03-15T11:35:00-07:00,2023-03-15 11:35:00,42.8,42.8,35.4,0.9,1.1,8.1,216,0,0.04,0.04,1.26,5.11,128.84,30.92,75,0,91.9,75.7,31,29.64,1,74.4,42.9
2023-03-15T11:30:00-07:00,2023-03-15 11:30:00,42.8,42.8,36.4,0.9,1.1,8.1,305,0,0.04,0.04,1.26,5.11,128.84,30.91,78,1,159.5,75.6,31,29.64,1,74.3,42.8
2023-03-15T11:25:00-07:00,2023-03-15 11:25:00,42.8,42.8,35.8,2.2,2.2,8.1,226,0,0.04,0.04,1.26,5.11,128.84,30.92,76,1,131.4,75.7,31,29.64,1,74.4,42.9
2023-03-15T11:20:00-07:00,2023-03-15 11:20:00,42.8,42.8,36.1,1.3,2.2,8.1,1,0,0.04,0.04,1.26,5.11,128.84,30.92,77,1,138.7,75.6,31,29.64,1,74.3,42.8
2023-03-15T11:15:00-07:00,2023-03-15 11:15:00,42.8,42.8,36.7,0.7,1.1,8.1,23,0,0.04,0.04,1.26,5.11,128.84,30.91,79,1,99.7,75.4,31,29.63,1,74.1,42.6
2023-03-15T11:10:00-07:00,2023-03-15 11:10:00,43,43,36.9,1.8,2.2,8.1,350,0,0.04,0.04,1.26,5.11,128.84,30.91,79,1,139.6,75.4,31,29.63,1,74.1,42.6
2023-03-15T11:05:00-07:00,2023-03-15 11:05:00,43,43,37.6,0,0,8.1,327,0,0.04,0.04,1.26,5.11,128.84,30.9,81,1,117.9,75.2,31,29.63,1,73.9,42.5
2023-03-15T11:00:00-07:00,2023-03-15 11:00:00,43.3,43.3,38.2,0.9,1.1,8.1,46,0,0.04,0.04,1.26,5.11,128.84,30.9,82,1,127.1,75.2,31,29.63,1,73.9,42.5
2023-03-15T10:55:00-07:00,2023-03-15 10:55:00,42.8,42.8,37.7,2.5,3.4,8.1,180,0,0.04,0.04,1.26,5.11,128.84,30.9,82,1,167.4,75.4,31,29.63,1,74.1,42.6
2023-03-15T10:50:00-07:00,2023-03-15 10:50:00,42.1,42.1,38.8,1.1,1.1,8.1,283,0,0.04,0.04,1.26,5.11,128.84,30.89,88,1,169.6,75.2,31,29.62,1,73.9,42.5
2023-03-15T10:45:00-07:00,2023-03-15 10:45:00,42.3,40.5,38.1,3.4,4.5,8.1,249,0,0.04,0.04,1.26,5.11,128.84,30.89,85,1,156.9,75.2,31,29.62,1,73.9,42.5
2023-03-15T10:40:00-07:00,2023-03-15 10:40:00,42.1,42.1,38.5,2.2,3.4,8.1,243,0,0.04,0.04,1.26,5.11,128.84,30.89,87,1,139.2,75.2,31,29.62,1,73.9,42.5
2023-03-15T10:35:00-07:00,2023-03-15 10:35:00,41.4,41.4,38.1,0.2,1.1,8.1,301,0,0.04,0.04,1.26,5.11,128.84,30.9,88,1,140.1,75,31,29.62,1,73.7,42.3
2023-03-15T10:30:00-07:00,2023-03-15 10:30:00,41.4,41.4,38.4,2.9,3.4,8.1,227,0,0.04,0.04,1.26,5.11,128.84,30.9,89,1,137.9,75,31,29.62,1,73.7,42.3
2023-03-15T10:25:00-07:00,2023-03-15 10:25:00,41.2,41.2,37.6,2.9,3.4,8.1,230,0,0.04,0.04,1.26,5.11,128.84,30.89,87,1,133.9,75,30,29.61,1,73.6,41.4
2023-03-15T10:20:00-07:00,2023-03-15 10:20:00,41.4,41.4,37.2,2.5,3.4,8.1,271,0,0.04,0.04,1.26,5.11,128.84,30.89,85,1,102.8,74.7,30,29.61,1,73.3,41.2
2023-03-15T10:15:00-07:00,2023-03-15 10:15:00,41.7,40.2,37.2,3.1,3.4,8.1,279,0,0.04,0.04,1.26,5.11,128.84,30.88,84,1,133.6,74.7,30,29.61,1,73.3,41.2
2023-03-15T10:10:00-07:00,2023-03-15 10:10:00,42.3,42.3,37.8,0.7,1.1,8.1,301,0,0.04,0.04,1.26,5.11,128.84,30.88,84,1,130.5,74.8,30,29.61,1,73.4,41.3
2023-03-15T10:05:00-07:00,2023-03-15 10:05:00,41.5,41.5,36.4,0,0,8.1,333,0,0.04,0.04,1.26,5.11,128.84,30.88,82,1,126.1,74.8,30,29.61,1,73.4,41.3
2023-03-15T10:00:00-07:00,2023-03-15 10:00:00,41.2,41.2,36.7,1.3,2.2,8.1,276,0,0.04,0.04,1.26,5.11,128.84,30.88,84,1,147.9,74.8,30,29.6,1,73.4,41.3
2023-03-15T09:55:00-07:00,2023-03-15 09:55:00,40.8,40.8,36.6,0.9,2.2,8.1,247,0,0.04,0.04,1.26,5.11,128.84,30.87,85,1,171.3,74.7,30,29.6,1,73.3,41.2
2023-03-15T09:50:00-07:00,2023-03-15 09:50:00,41,41,37.1,1.6,2.2,8.1,286,0,0.04,0.04,1.26,5.11,128.84,30.87,86,1,134.4,74.7,30,29.6,1,73.3,41.2
2023-03-15T09:45:00-07:00,2023-03-15 09:45:00,40.6,40.6,37,1.3,2.2,8.1,296,0,0.04,0.04,1.26,5.11,128.84,30.87,87,1,120.5,74.5,30,29.59,1,73.1,41
2023-03-15T09:40:00-07:00,2023-03-15 09:40:00,41,41,37.4,0.2,1.1,8.1,304,0,0.04,0.04,1.26,5.11,128.84,30.87,87,1,130,74.5,30,29.59,1,73.1,41
2023-03-15T09:35:00-07:00,2023-03-15 09:35:00,40.6,40.6,34.9,0.2,1.1,8.1,322,0,0.04,0.04,1.26,5.11,128.84,30.86,80,0,77.2,74.5,30,29.59,1,73.1,41
2023-03-15T09:30:00-07:00,2023-03-15 09:30:00,41,41,34.7,0,0,8.1,345,0,0.04,0.04,1.26,5.11,128.84,30.86,78,1,101.9,74.3,30,29.59,1,72.8,40.8
2023-03-15T09:25:00-07:00,2023-03-15 09:25:00,40.6,40.6,33,0,0,8.1,319,0,0.04,0.04,1.26,5.11,128.84,30.86,74,1,101.9,74.5,30,29.58,1,73.1,41
2023-03-15T09:20:00-07:00,2023-03-15 09:20:00,40.3,40.3,33.3,0.7,1.1,8.1,356,0,0.04,0.04,1.26,5.11,128.84,30.86,76,1,100.6,74.5,30,29.58,1,73.1,41
2023-03-15T09:15:00-07:00,2023-03-15 09:15:00,40.1,40.1,33.8,0.7,1.1,8.1,25,0,0.04,0.04,1.26,5.11,128.84,30.84,78,0,75,74.3,30,29.57,1,72.8,40.8
2023-03-15T09:10:00-07:00,2023-03-15 09:10:00,39.9,39.9,35.5,0.9,1.1,8.1,8,0,0.04,0.04,1.26,5.11,128.84,30.84,84,0,81.5,74.1,30,29.57,1,72.6,40.7
2023-03-15T09:05:00-07:00,2023-03-15 09:05:00,39.6,39.6,35.2,0.2,1.1,8.1,9,0,0.04,0.04,1.26,5.11,128.84,30.84,84,0,83.2,74.3,30,29.56,1,72.8,40.8
2023-03-15T09:00:00-07:00,2023-03-15 09:00:00,39.4,39.4,35.6,0.2,1.1,8.1,332,0,0.04,0.04,1.26,5.11,128.84,30.84,86,0,71.9,74.1,30,29.57,1,72.6,40.7
2023-03-15T08:55:00-07:00,2023-03-15 08:55:00,39,39,35.8,0.9,1.1,8.1,5,0,0.04,0.04,1.26,5.11,128.84,30.84,88,0,62.4,74.1,30,29.56,1,72.6,40.7
2023-03-15T08:50:00-07:00,2023-03-15 08:50:00,38.3,38.3,35.1,0,0,8.1,349,0,0.04,0.04,1.26,5.11,128.84,30.83,88,0,57.3,74.1,30,29.56,1,72.6,40.7
2023-03-15T08:45:00-07:00,2023-03-15 08:45:00,38.3,38.3,36.2,0,0,8.1,346,0,0.04,0.04,1.26,5.11,128.84,30.83,92,0,49.8,73.9,30,29.55,1,72.4,40.5
2023-03-15T08:40:00-07:00,2023-03-15 08:40:00,38.1,38.1,36,1.3,2.2,8.1,42,0,0.04,0.04,1.26,5.11,128.84,30.83,92,0,35.5,73.9,30,29.55,1,72.4,40.5
2023-03-15T08:35:00-07:00,2023-03-15 08:35:00,38.1,38.1,36.3,0,0,8.1,317,0,0.04,0.04,1.26,5.11,128.84,30.83,93,0,31.2,73.9,30,29.55,1,72.4,40.5
2023-03-15T08:30:00-07:00,2023-03-15 08:30:00,38.1,38.1,36.5,0.4,1.1,8.1,335,0,0.04,0.04,1.26,5.11,128.84,30.82,94,0,31.2,73.8,29,29.55,1,72.2,39.5
2023-03-15T08:25:00-07:00,2023-03-15 08:25:00,37,37,36,2.5,3.4,8.1,76,0,0.04,0.04,1.26,5.11,128.84,30.82,96,0,40.2,73.9,30,29.54,1,72.4,40.5
2023-03-15T08:20:00-07:00,2023-03-15 08:20:00,36.5,36.5,35.5,0,0,8.1,353,0,0.04,0.04,1.26,5.11,128.84,30.82,96,0,38.2,73.9,30,29.54,1,72.4,40.5
2023-03-15T08:15:00-07:00,2023-03-15 08:15:00,36.3,36.3,35.3,0,0,8.1,351,0,0.04,0.04,1.26,5.11,128.84,30.82,96,0,25.1,73.8,30,29.54,1,72.3,40.4
2023-03-15T08:10:00-07:00,2023-03-15 08:10:00,36.3,36.3,35.3,0,0,8.1,1,0,0.04,0.04,1.26,5.11,128.84,30.81,96,0,19.9,73.9,30,29.53,1,72.4,40.5
2023-03-15T08:05:00-07:00,2023-03-15 08:05:00,36.1,36.1,35.1,0.2,1.1,8.1,0,0,0.04,0.04,1.26,5.11,128.84,30.81,96,0,19.1,73.9,30,29.53,1,72.4,40.5
2023-03-15T08:00:00-07:00,2023-03-15 08:00:00,35.8,35.8,34.8,0,0,8.1,352,0,0.04,0.04,1.26,5.11,128.84,30.8,96,0,16,73.9,30,29.53,1,72.4,40.5
2023-03-15T07:55:00-07:00,2023-03-15 07:55:00,36,36,35,0,0,8.1,352,0,0.04,0.04,1.26,5.11,128.84,30.8,96,0,15.2,73.8,30,29.52,1,72.3,40.4
2023-03-15T07:50:00-07:00,2023-03-15 07:50:00,35.6,35.6,34.6,0.9,1.1,8.1,21,0,0.04,0.04,1.26,5.11,128.84,30.8,96,0,11.6,73.9,30,29.52,1,72.4,40.5
2023-03-15T07:45:00-07:00,2023-03-15 07:45:00,35.6,35.6,34.3,0.2,1.1,8.1,0,0,0.04,0.04,1.26,5.11,128.84,30.8,95,0,10.4,73.9,30,29.52,1,72.4,40.5
2023-03-15T07:40:00-07:00,2023-03-15 07:40:00,35.6,35.6,34.3,0.4,1.1,8.1,355,0,0.04,0.04,1.26,5.11,128.84,30.79,95,0,7.3,73.9,30,29.52,1,72.4,40.5
2023-03-15T07:35:00-07:00,2023-03-15 07:35:00,35.6,35.6,34.3,0.9,1.1,8.1,9,0,0.04,0.04,1.26,5.11,128.84,30.79,95,0,4.8,74.1,30,29.51,1,72.6,40.7
2023-03-15T07:30:00-07:00,2023-03-15 07:30:00,35.4,35.4,34.1,0.2,1.1,8.1,356,0,0.04,0.04,1.26,5.11,128.84,30.78,95,0,3.4,73.9,30,29.51,1,72.4,40.5
2023-03-15T07:25:00-07:00,2023-03-15 07:25:00,35.4,35.4,34.1,1.1,1.1,8.1,33,0,0.04,0.04,1.26,5.11,128.84,30.78,95,0,1.7,74.1,30,29.51,1,72.6,40.7
2023-03-15T07:20:00-07:00,2023-03-15 07:20:00,35.6,35.6,34.3,0.7,1.1,8.1,351,0,0.04,0.04,1.26,5.11,128.84,30.78,95,0,0.8,74.1,30,29.5,1,72.6,40.7
2023-03-15T07:15:00-07:00,2023-03-15 07:15:00,35.8,35.8,34.5,0,0,8.1,353,0,0.04,0.04,1.26,5.11,128.84,30.78,95,0,0,73.8,30,29.5,1,72.3,40.4
2023-03-15T07:10:00-07:00,2023-03-15 07:10:00,35.6,35.6,34.3,0,0,8.1,8,0,0.04,0.04,1.26,5.11,128.84,30.77,95,0,0,73.9,30,29.5,1,72.4,40.5
2023-03-15T07:05:00-07:00,2023-03-15 07:05:00,35.6,35.6,34.3,0.2,1.1,8.1,16,0,0.04,0.04,1.26,5.11,128.84,30.77,95,0,0,73.9,30,29.5,1,72.4,40.5
2023-03-15T07:00:00-07:00,2023-03-15 07:00:00,35.8,35.8,34.5,0.7,1.1,8.1,27,0,0.04,0.04,1.26,5.11,128.84,30.77,95,0,0,73.9,30,29.49,1,72.4,40.5
2023-03-15T06:55:00-07:00,2023-03-15 06:55:00,35.8,35.8,34.5,0.2,1.1,8.1,12,0,0.04,0.04,1.26,5.11,128.84,30.77,95,0,0,74.1,30,29.49,1,72.6,40.7
2023-03-15T06:50:00-07:00,2023-03-15 06:50:00,36,36,34.4,0,0,8.1,9,0,0.04,0.04,1.26,5.11,128.84,30.76,94,0,0,73.9,30,29.48,1,72.4,40.5
2023-03-15T06:45:00-07:00,2023-03-15 06:45:00,36.3,36.3,34.7,0.7,1.1,8.1,13,0,0.04,0.04,1.26,5.11,128.84,30.76,94,0,0,74.1,30,29.48,1,72.6,40.7
2023-03-15T06:40:00-07:00,2023-03-15 06:40:00,36.5,36.5,34.9,0,0,8.1,23,0,0.04,0.04,1.26,5.11,128.84,30.75,94,0,0,74.1,30,29.47,1,72.6,40.7
2023-03-15T06:35:00-07:00,2023-03-15 06:35:00,36.9,36.9,35.1,0,0,8.1,11,0,0.04,0.04,1.26,5.11,128.84,30.75,93,0,0,73.9,30,29.47,1,72.4,40.5
2023-03-15T06:30:00-07:00,2023-03-15 06:30:00,37.4,37.4,35,0.4,1.1,8.1,8,0,0.04,0.04,1.26,5.11,128.84,30.75,91,0,0,73.9,30,29.48,1,72.4,40.5
2023-03-15T06:25:00-07:00,2023-03-15 06:25:00,37.9,37.9,35,0.2,1.1,8.1,314,0,0.04,0.04,1.26,5.11,128.84,30.74,89,0,0,73.9,30,29.47,1,72.4,40.5
2023-03-15T06:20:00-07:00,2023-03-15 06:20:00,38.3,38.3,35.1,0,0,8.1,345,0,0.04,0.04,1.26,5.11,128.84,30.74,88,0,0,73.9,30,29.46,1,72.4,40.5
2023-03-15T06:15:00-07:00,2023-03-15 06:15:00,37.9,37.9,34.7,2.5,3.4,8.1,269,0,0.04,0.04,1.26,5.11,128.84,30.74,88,0,0,74.3,29,29.46,1,72.8,40
2023-03-15T06:10:00-07:00,2023-03-15 06:10:00,37.6,37.6,34.9,1.1,1.1,8.1,353,0,0.04,0.04,1.26,5.11,128.84,30.73,90,0,0,74.1,30,29.45,1,72.6,40.7
2023-03-15T06:05:00-07:00,2023-03-15 06:05:00,37.6,37.6,35.2,0.7,1.1,8.1,286,0,0.04,0.04,1.26,5.11,128.84,30.72,91,0,0,74.3,29,29.45,1,72.8,40
2023-03-15T06:00:00-07:00,2023-03-15 06:00:00,37.6,37.6,35.2,0.7,1.1,8.1,329,0,0.04,0.04,1.26,5.11,128.84,30.72,91,0,0,74.1,30,29.45,1,72.6,40.7
2023-03-15T05:55:00-07:00,2023-03-15 05:55:00,37.8,37.8,35.1,2.2,3.4,8.1,288,0,0.04,0.04,1.26,5.11,128.84,30.72,90,0,0,74.3,30,29.44,1,72.8,40.8
2023-03-15T05:50:00-07:00,2023-03-15 05:50:00,37.4,37.4,35,1.3,2.2,8.1,273,0,0.04,0.04,1.26,5.11,128.84,30.71,91,0,0,74.3,30,29.44,1,72.8,40.8
2023-03-15T05:45:00-07:00,2023-03-15 05:45:00,37.4,37.4,35.6,0.9,1.1,6.9,19,0,0.04,0.04,1.26,5.11,128.84,30.72,93,0,0,74.3,30,29.44,1,72.8,40.8
2023-03-15T05:40:00-07:00,2023-03-15 05:40:00,37.4,37.4,35.8,0,0,6.9,348,0,0.04,0.04,1.26,5.11,128.84,30.71,94,0,0,74.3,30,29.44,1,72.8,40.8
2023-03-15T05:35:00-07:00,2023-03-15 05:35:00,37.2,37.2,35.9,0.2,1.1,6.9,310,0,0.04,0.04,1.26,5.11,128.84,30.71,95,0,0,74.3,30,29.44,1,72.8,40.8
2023-03-15T05:30:00-07:00,2023-03-15 05:30:00,37.4,37.4,36.1,1.1,1.1,6.9,260,0,0.04,0.04,1.26,5.11,128.84,30.7,95,0,0,74.3,30,29.42,1,72.8,40.8
2023-03-15T05:25:00-07:00,2023-03-15 05:25:00,37.4,37.4,36.1,1.1,1.1,6.9,272,0,0.04,0.04,1.26,5.11,128.84,30.7,95,0,0,74.5,30,29.42,1,73.1,41
2023-03-15T05:20:00-07:00,2023-03-15 05:20:00,37.4,37.4,36.1,2,2.2,6.9,277,0,0.04,0.04,1.26,5.11,128.84,30.69,95,0,0,74.5,30,29.42,1,73.1,41
2023-03-15T05:15:00-07:00,2023-03-15 05:15:00,37.4,37.4,36.1,1.8,2.2,6.9,247,0,0.04,0.04,1.26,5.11,128.84,30.7,95,0,0,74.5,29,29.42,1,73,40.1
2023-03-15T05:10:00-07:00,2023-03-15 05:10:00,37.4,37.4,36.1,0.7,1.1,6.9,336,0,0.04,0.04,1.26,5.11,128.84,30.69,95,0,0,74.3,30,29.42,1,72.8,40.8
2023-03-15T05:05:00-07:00,2023-03-15 05:05:00,37.4,37.4,36.1,0,0,6.9,311,0,0.04,0.04,1.26,5.11,128.84,30.69,95,0,0,74.5,30,29.42,1,73.1,41
2023-03-15T05:00:00-07:00,2023-03-15 05:00:00,37.6,37.6,36.3,1.8,2.2,6.9,300,0,0.04,0.04,1.26,5.11,128.84,30.68,95,0,0,74.3,30,29.41,1,72.8,40.8
2023-03-15T04:55:00-07:00,2023-03-15 04:55:00,37.6,37.6,36.3,1.8,2.2,5.8,300,0,0.04,0.04,1.26,5.11,128.84,30.69,95,0,0,74.7,29,29.41,1,73.2,40.3
2023-03-15T04:50:00-07:00,2023-03-15 04:50:00,37.8,37.8,36.5,1.8,2.2,5.8,282,0,0.04,0.04,1.26,5.11,128.84,30.68,95,0,0,74.5,29,29.4,1,73,40.1
2023-03-15T04:45:00-07:00,2023-03-15 04:45:00,37.8,37.8,36.5,0.9,1.1,5.8,258,0,0.04,0.04,1.26,5.11,128.84,30.68,95,0,0,74.7,30,29.4,1,73.3,41.2
2023-03-15T04:40:00-07:00,2023-03-15 04:40:00,37.8,37.8,36.5,2.5,4.5,4.5,255,0,0.04,0.04,1.26,5.11,128.84,30.68,95,0,0,74.8,29,29.4,1,73.3,40.4
2023-03-15T04:35:00-07:00,2023-03-15 04:35:00,37.9,37.9,36.3,1.3,2.2,4.5,302,0,0.04,0.04,1.26,5.11,128.84,30.68,94,0,0,74.7,29,29.4,1,73.2,40.3
2023-03-15T04:30:00-07:00,2023-03-15 04:30:00,37.6,37.6,36,2,2.2,4.5,57,0.12,0.04,0.04,1.26,5.11,128.84,30.67,94,0,0,74.8,29,29.4,1,73.3,40.4
2023-03-15T04:25:00-07:00,2023-03-15 04:25:00,37.6,37.6,36.3,0,0,4.5,299,0.17,0.04,0.04,1.26,5.11,128.84,30.67,95,0,0,74.8,29,29.39,1,73.3,40.4
2023-03-15T04:20:00-07:00,2023-03-15 04:20:00,38.1,38.1,36.8,1.6,2.2,4.5,308,0.12,0.03,0.03,1.25,5.1,128.84,30.67,95,0,0,75,30,29.4,1,73.6,41.4
