Date,Simple Date,Outdoor Temperature (°F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Outdoor Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°F),Indoor Humidity (%),Absolute Pressure (inHg),Outdoor Battery,Indoor Feels Like (°F),Indoor Dew Point (°F)
2022-08-31T23:55:00-07:00,2022-08-31 23:55:00,60.6,60.6,58.3,0.2,1.1,10.3,231,0,0,0,0,0.1,105.17,30.73,92,0,0,81.1,47,29.45,1,81.5,58.9
2022-08-31T23:50:00-07:00,2022-08-31 23:50:00,60.8,60.8,58.5,0.2,1.1,10.3,236,0,0,0,0,0.1,105.17,30.73,92,0,0,81.1,47,29.45,1,81.5,58.9
2022-08-31T23:45:00-07:00,2022-08-31 23:45:00,60.8,60.8,58.2,1.1,2.2,10.3,232,0,0,0,0,0.1,105.17,30.73,91,0,0,81.1,47,29.46,1,81.5,58.9
2022-08-31T23:40:00-07:00,2022-08-31 23:40:00,60.8,60.8,58.2,0.7,1.1,10.3,185,0,0,0,0,0.1,105.17,30.73,91,0,0,81.3,47,29.46,1,81.7,59.1
2022-08-31T23:35:00-07:00,2022-08-31 23:35:00,60.8,60.8,58.2,0.7,1.1,10.3,229,0,0,0,0,0.1,105.17,30.73,91,0,0,81.3,47,29.45,1,81.7,59.1
2022-08-31T23:30:00-07:00,2022-08-31 23:30:00,61,61,58.4,0,0,10.3,201,0,0,0,0,0.1,105.17,30.73,91,0,0,81.3,47,29.45,1,81.7,59.1
2022-08-31T23:25:00-07:00,2022-08-31 23:25:00,61.2,61.2,58.2,0.7,1.1,10.3,206,0,0,0,0,0.1,105.17,30.74,90,0,0,81.5,47,29.46,1,81.8,59.3
2022-08-31T23:20:00-07:00,2022-08-31 23:20:00,61.3,61.3,58.3,1.8,2.2,10.3,249,0,0,0,0,0.1,105.17,30.74,90,0,0,81.7,47,29.46,1,82,59.5
2022-08-31T23:15:00-07:00,2022-08-31 23:15:00,61.2,61.2,58.5,0,0,10.3,232,0,0,0,0,0.1,105.17,30.73,91,0,0,81.7,47,29.46,1,82,59.5
2022-08-31T23:10:00-07:00,2022-08-31 23:10:00,61.3,61.3,58.3,0,0,10.3,219,0,0,0,0,0.1,105.17,30.73,90,0,0,81.7,47,29.46,1,82,59.5
2022-08-31T23:05:00-07:00,2022-08-31 23:05:00,61.3,61.3,58.3,0.7,1.1,10.3,192,0,0,0,0,0.1,105.17,30.73,90,0,0,81.7,47,29.45,1,82,59.5
2022-08-31T23:00:00-07:00,2022-08-31 23:00:00,61.5,61.5,58.5,0.4,1.1,10.3,200,0,0,0,0,0.1,105.17,30.74,90,0,0,81.7,47,29.46,1,82,59.5
2022-08-31T22:55:00-07:00,2022-08-31 22:55:00,61.5,61.5,58.5,0.2,1.1,10.3,216,0,0,0,0,0.1,105.17,30.73,90,0,0,81.9,47,29.46,1,82.2,59.7
2022-08-31T22:50:00-07:00,2022-08-31 22:50:00,61.7,61.7,58.4,0,0,10.3,205,0,0,0,0,0.1,105.17,30.74,89,0,0,81.9,47,29.46,1,82.2,59.7
2022-08-31T22:45:00-07:00,2022-08-31 22:45:00,61.7,61.7,58.4,1.8,2.2,10.3,242,0,0,0,0,0.1,105.17,30.73,89,0,0,82,47,29.45,1,82.3,59.8
2022-08-31T22:40:00-07:00,2022-08-31 22:40:00,61.7,61.7,58.4,0.9,2.2,10.3,209,0,0,0,0,0.1,105.17,30.73,89,0,0,82,47,29.45,1,82.3,59.8
2022-08-31T22:35:00-07:00,2022-08-31 22:35:00,61.9,61.9,58.6,1.1,1.1,10.3,230,0,0,0,0,0.1,105.17,30.73,89,0,0,82,47,29.46,1,82.3,59.8
2022-08-31T22:30:00-07:00,2022-08-31 22:30:00,62.2,62.2,58.6,0.7,1.1,10.3,222,0,0,0,0,0.1,105.17,30.73,88,0,0,82,47,29.45,1,82.3,59.8
2022-08-31T22:25:00-07:00,2022-08-31 22:25:00,62.2,62.2,58.6,2.5,4.5,10.3,209,0,0,0,0,0.1,105.17,30.73,88,0,0,81.9,47,29.45,1,82.2,59.7
2022-08-31T22:20:00-07:00,2022-08-31 22:20:00,62.6,62.6,58.7,1.8,2.2,10.3,233,0,0,0,0,0.1,105.17,30.73,87,0,0,82,47,29.45,1,82.3,59.8
2022-08-31T22:15:00-07:00,2022-08-31 22:15:00,62.8,62.8,58.9,1.3,2.2,10.3,211,0,0,0,0,0.1,105.17,30.74,87,0,0,82.2,47,29.46,1,82.5,59.9
2022-08-31T22:10:00-07:00,2022-08-31 22:10:00,63,63,58.7,2.2,2.2,10.3,225,0,0,0,0,0.1,105.17,30.72,86,0,0,82.4,47,29.45,1,82.7,60.1
2022-08-31T22:05:00-07:00,2022-08-31 22:05:00,63.1,63.1,58.8,3.4,4.5,10.3,185,0,0,0,0,0.1,105.17,30.73,86,0,0,82.4,47,29.45,1,82.7,60.1
2022-08-31T22:00:00-07:00,2022-08-31 22:00:00,63.5,63.5,59.2,2.9,3.4,10.3,211,0,0,0,0,0.1,105.17,30.72,86,0,0,82.4,47,29.45,1,82.7,60.1
2022-08-31T21:55:00-07:00,2022-08-31 21:55:00,63.7,63.7,59.1,4,5.8,10.3,261,0,0,0,0,0.1,105.17,30.72,85,0,0,82.4,47,29.44,1,82.7,60.1
2022-08-31T21:50:00-07:00,2022-08-31 21:50:00,64,64,59.4,1.6,2.2,10.3,253,0,0,0,0,0.1,105.17,30.72,85,0,0,82.8,47,29.44,1,83.2,60.5
2022-08-31T21:45:00-07:00,2022-08-31 21:45:00,64.4,64.4,59.5,1.6,2.2,10.3,225,0,0,0,0,0.1,105.17,30.72,84,0,0,82.6,47,29.45,1,83,60.3
2022-08-31T21:40:00-07:00,2022-08-31 21:40:00,64.6,64.6,59.7,2.7,3.4,10.3,228,0,0,0,0,0.1,105.17,30.72,84,0,0,82.6,47,29.45,1,83,60.3
2022-08-31T21:35:00-07:00,2022-08-31 21:35:00,64.6,64.6,59.3,5.4,6.9,10.3,208,0,0,0,0,0.1,105.17,30.72,83,0,0,82.8,47,29.44,1,83.2,60.5
2022-08-31T21:30:00-07:00,2022-08-31 21:30:00,64.9,64.9,59.6,3.6,4.5,10.3,238,0,0,0,0,0.1,105.17,30.72,83,0,0,82.8,47,29.44,1,83.2,60.5
2022-08-31T21:25:00-07:00,2022-08-31 21:25:00,65.1,65.1,59.5,1.6,2.2,10.3,226,0,0,0,0,0.1,105.17,30.72,82,0,0,82.8,47,29.44,1,83.2,60.5
2022-08-31T21:20:00-07:00,2022-08-31 21:20:00,65.5,65.5,59.9,2,3.4,10.3,212,0,0,0,0,0.1,105.17,30.71,82,0,0,82.9,47,29.44,1,83.3,60.6
2022-08-31T21:15:00-07:00,2022-08-31 21:15:00,65.5,65.5,59.5,2,2.2,10.3,250,0,0,0,0,0.1,105.17,30.71,81,0,0,82.9,47,29.43,1,83.3,60.6
2022-08-31T21:10:00-07:00,2022-08-31 21:10:00,66,66,59.6,1.6,2.2,10.3,246,0,0,0,0,0.1,105.17,30.71,80,0,0,83.1,47,29.43,1,83.5,60.8
2022-08-31T21:05:00-07:00,2022-08-31 21:05:00,66.4,66.4,60,1.1,1.1,10.3,213,0,0,0,0,0.1,105.17,30.71,80,0,0,83.1,47,29.43,1,83.5,60.8
2022-08-31T21:00:00-07:00,2022-08-31 21:00:00,66.4,66.4,60,2.2,3.4,10.3,246,0,0,0,0,0.1,105.17,30.71,80,0,0,83.1,47,29.43,1,83.5,60.8
2022-08-31T20:55:00-07:00,2022-08-31 20:55:00,66.4,66.4,59.7,0.2,1.1,10.3,227,0,0,0,0,0.1,105.17,30.71,79,0,0,83.1,47,29.43,1,83.5,60.8
2022-08-31T20:50:00-07:00,2022-08-31 20:50:00,66.7,66.7,59.6,2.5,3.4,10.3,187,0,0,0,0,0.1,105.17,30.71,78,0,0,83.3,47,29.44,1,83.7,60.9
2022-08-31T20:40:00-07:00,2022-08-31 20:40:00,67.5,67.5,60,2.5,3.4,10.3,212,0,0,0,0,0.1,105.17,30.7,77,0,0,83.3,46,29.43,1,83.5,60.3
2022-08-31T20:35:00-07:00,2022-08-31 20:35:00,67.5,67.5,60,2.2,2.2,10.3,224,0,0,0,0,0.1,105.17,30.7,77,0,0,83.3,46,29.42,1,83.5,60.3
2022-08-31T20:30:00-07:00,2022-08-31 20:30:00,67.6,67.6,60.1,1.1,1.1,10.3,225,0,0,0,0,0.1,105.17,30.7,77,0,0,83.7,46,29.43,1,84,60.7
2022-08-31T20:25:00-07:00,2022-08-31 20:25:00,68,68,60.1,1.1,1.1,10.3,222,0,0,0,0,0.1,105.17,30.7,76,0,0,83.7,46,29.42,1,84,60.7
2022-08-31T20:20:00-07:00,2022-08-31 20:20:00,68.2,68.2,60,3.4,4.5,10.3,255,0,0,0,0,0.1,105.17,30.7,75,0,0,83.7,46,29.42,1,84,60.7
