Date,Outdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Indoor Temperature,Indoor Humidity,Absolute Pressure,Outdoor Battery,Indoor Feels Like,Indoor Dew Point
2021-08-31T23:55:00-07:00,51.4,51.4,46.4,0.2,1.1,11.4,83,0,0.1,0.1,0.1,0.8,54.71,30.76,83,0,0,72.5,46,29.49,1,71.6,50.5
2021-08-31T23:50:00-07:00,51.4,51.4,46.4,0.7,1.1,11.4,77,0,0.1,0.1,0.1,0.8,54.71,30.77,83,0,0,72.7,46,29.49,1,71.8,50.7
2021-08-31T23:45:00-07:00,51.4,51.4,46.4,0.2,1.1,11.4,68,0,0.1,0.1,0.1,0.8,54.71,30.77,83,0,0,72.7,46,29.49,1,71.8,50.7
2021-08-31T23:40:00-07:00,51.4,51.4,46.4,0.7,1.1,11.4,108,0,0.1,0.1,0.1,0.8,54.71,30.77,83,0,0,72.9,47,29.49,1,72.1,51.5
2021-08-31T23:35:00-07:00,52.2,52.2,46.5,0.2,1.1,11.4,334,0,0.1,0.1,0.1,0.8,54.71,30.77,81,0,0,72.9,47,29.49,1,72.1,51.5
2021-08-31T23:30:00-07:00,52.7,52.7,46.4,1.3,2.2,11.4,3,0,0.1,0.1,0.1,0.8,54.71,30.77,79,0,0,72.9,47,29.49,1,72.1,51.5
2021-08-31T23:25:00-07:00,52.9,52.9,46.6,0.9,1.1,11.4,71,0,0.1,0.1,0.1,0.8,54.71,30.76,79,0,0,73,47,29.49,1,72.2,51.6
2021-08-31T23:20:00-07:00,52.7,52.7,46.4,0.4,1.1,11.4,86,0,0.1,0.1,0.1,0.8,54.71,30.77,79,0,0,72.9,47,29.5,1,72.1,51.5
2021-08-31T23:15:00-07:00,52.3,52.3,46.3,2,3.4,11.4,6,0,0.1,0.1,0.1,0.8,54.71,30.77,80,0,0,73,47,29.5,1,72.2,51.6
2021-08-31T23:10:00-07:00,52.7,52.7,46.4,0,0,11.4,136,0,0.1,0.1,0.1,0.8,54.71,30.77,79,0,0,73,47,29.49,1,72.2,51.6
