Date,Outdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Indoor Temperature,Indoor Humidity,Absolute Pressure,Outdoor Battery,Indoor Feels Like,Indoor Dew Point
2020-08-31T23:55:00-07:00,60.8,60.8,52.5,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.16,74,0,0,75.7,47,29.64,1,75.2,54
2020-08-31T23:50:00-07:00,61,61,52.3,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.16,73,0,0,76.1,47,29.63,1,75.6,54.4
2020-08-31T23:45:00-07:00,61.2,61.2,52.1,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.17,72,0,0,75.9,47,29.64,1,75.4,54.2
2020-08-31T23:40:00-07:00,61.2,61.2,51.7,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.17,71,0,0,75.9,47,29.64,1,75.4,54.2
2020-08-31T23:35:00-07:00,61.3,61.3,51.8,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.17,71,0,0,76.1,47,29.65,1,75.6,54.4
2020-08-31T23:30:00-07:00,61.3,61.3,51.8,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.17,71,0,0,75.9,47,29.64,1,75.4,54.2
2020-08-31T23:25:00-07:00,61.3,61.3,51,0.2,1.1,8.1,259,0,0.16,0.05,0.16,0.89,15.99,30.17,69,0,0,76.1,47,29.65,1,75.6,54.4
2020-08-31T23:20:00-07:00,61.3,61.3,51.4,0,0,8.1,260,0,0.16,0.05,0.16,0.89,15.99,30.17,70,0,0,76.1,47,29.64,1,75.6,54.4
2020-08-31T23:15:00-07:00,61.2,61.2,50.9,0,0,8.1,262,0,0.16,0.05,0.16,0.89,15.99,30.17,69,0,0,76.1,47,29.64,1,75.6,54.4
2020-08-31T23:10:00-07:00,61.3,61.3,51.4,0,0,8.1,265,0,0.16,0.05,0.16,0.89,15.99,30.16,70,0,0,76.3,47,29.64,1,75.8,54.6
