Date,Outdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Indoor Temperature,Indoor Humidity,Absolute Pressure,Outdoor Battery,Indoor Feels Like,Indoor Dew Point
2021-07-31T23:55:00-07:00,60.6,60.6,56.4,0.7,1.1,10.3,348,0,0,0,0,0.03,53.91,30.79,86,0,0,75.4,49,29.51,1,74.9,54.9
2021-07-31T23:50:00-07:00,60.6,60.6,56.4,0,0,10.3,70,0,0,0,0,0.03,53.91,30.79,86,0,0,75.7,49,29.51,1,75.3,55.2
2021-07-31T23:46:00-07:00,61,61,56.5,1.3,2.2,10.3,304,0,0,0,0,0.03,53.91,30.79,85,0,0,75.7,49,29.52,1,75.3,55.2
2021-07-31T23:40:00-07:00,61.5,61.5,56.3,0.4,1.1,10.3,206,0,0,0,0,0.03,53.91,30.79,83,0,0,75.7,50,29.52,1,75.3,55.7
2021-07-31T23:35:00-07:00,61.7,61.7,56.1,0.7,1.1,10.3,123,0,0,0,0,0.03,53.91,30.79,82,0,0,75.7,50,29.51,1,75.3,55.7
2021-07-31T23:30:00-07:00,62.4,62.4,56.5,1.1,1.1,10.3,219,0,0,0,0,0.03,53.91,30.79,81,0,0,75.9,50,29.51,1,75.5,55.9
2021-07-31T23:25:00-07:00,62.4,62.4,56.1,1.8,2.2,10.3,125,0,0,0,0,0.03,53.91,30.77,80,0,0,75.9,50,29.49,1,75.5,55.9
2021-07-31T23:20:00-07:00,62.2,62.2,56,3.6,4.5,10.3,210,0,0,0,0,0.03,53.91,30.74,80,0,0,75.9,50,29.47,1,75.5,55.9
2021-07-31T23:15:00-07:00,62.1,62.1,55.9,2.5,3.4,10.3,217,0,0,0,0,0.03,53.91,30.75,80,0,0,76.1,50,29.47,1,75.8,56.1
2021-07-31T23:10:00-07:00,61.9,61.9,56,2.9,3.4,10.3,283,0,0,0,0,0.03,53.91,30.75,81,0,0,75.7,50,29.48,1,75.3,55.7
2021-07-31T23:05:00-07:00,61,61,55.5,2.2,2.2,10.3,258,0,0,0,0,0.03,53.91,30.75,82,0,0,76.1,50,29.48,1,75.8,56.1
2021-07-31T23:01:00-07:00,61.2,61.2,56.7,1.3,2.2,10.3,259,0,0,0,0,0.03,53.91,30.76,85,0,0,75.9,50,29.48,1,75.5,55.9
2021-07-31T22:55:00-07:00,61.7,61.7,56.1,1.1,1.1,10.3,211,0,0,0,0,0.03,53.91,30.75,82,0,0,75.9,50,29.48,1,75.5,55.9
2021-07-31T22:51:00-07:00,61.5,61.5,56,0,0,10.3,259,0,0,0,0,0.03,53.91,30.76,82,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T22:45:00-07:00,61.9,61.9,56.7,0,0,10.3,273,0,0,0,0,0.03,53.91,30.77,83,0,0,75.9,50,29.5,1,75.5,55.9
2021-07-31T22:40:00-07:00,62.1,62.1,56.2,0,0,10.3,113,0,0,0,0,0.03,53.91,30.77,81,0,0,75.9,50,29.5,1,75.5,55.9
2021-07-31T22:35:00-07:00,62.2,62.2,56.3,0.4,1.1,10.3,152,0,0,0,0,0.03,53.91,30.77,81,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T22:30:00-07:00,63.3,63.3,57,1.1,1.1,10.3,199,0,0,0,0,0.03,53.91,30.77,80,0,0,75.9,50,29.5,1,75.5,55.9
2021-07-31T22:25:00-07:00,64.2,64.2,56.1,0.9,1.1,10.3,331,0,0,0,0,0.03,53.91,30.77,75,0,0,75.7,50,29.5,1,75.3,55.7
2021-07-31T22:20:00-07:00,64.4,64.4,55.9,1.1,1.1,10.3,153,0,0,0,0,0.03,53.91,30.77,74,0,0,75.9,50,29.5,1,75.5,55.9
2021-07-31T22:15:00-07:00,64.2,64.2,55.7,0.7,1.1,10.3,208,0,0,0,0,0.03,53.91,30.77,74,0,0,76.1,50,29.5,1,75.8,56.1
2021-07-31T22:10:00-07:00,64.4,64.4,55.9,0.9,1.1,10.3,219,0,0,0,0,0.03,53.91,30.77,74,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T22:05:00-07:00,64,64,55.5,0.9,1.1,10.3,173,0,0,0,0,0.03,53.91,30.77,74,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T22:01:00-07:00,63.3,63.3,55.2,0.7,1.1,10.3,307,0,0,0,0,0.03,53.91,30.76,75,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T21:55:00-07:00,63.9,63.9,56.2,0.7,1.1,10.3,235,0,0,0,0,0.03,53.91,30.78,76,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T21:46:00-07:00,63.7,63.7,56.3,0.9,2.2,10.3,257,0,0,0,0,0.03,53.91,30.77,77,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T21:40:00-07:00,63.7,63.7,56,0,0,10.3,162,0,0,0,0,0.03,53.91,30.77,76,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T21:35:00-07:00,63.9,63.9,55.8,0,0,10.3,159,0,0,0,0,0.03,53.91,30.77,75,0,0,76.1,51,29.5,1,75.8,56.6
2021-07-31T21:30:00-07:00,63.7,63.7,56,0.9,1.1,10.3,115,0,0,0,0,0.03,53.91,30.77,76,0,0,76.1,51,29.5,1,75.8,56.6
2021-07-31T21:25:00-07:00,63.5,63.5,55.4,0,0,10.3,172,0,0,0,0,0.03,53.91,30.78,75,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T21:20:00-07:00,63.1,63.1,55.4,0.9,1.1,10.3,190,0,0,0,0,0.03,53.91,30.77,76,0,0,76.1,50,29.5,1,75.8,56.1
2021-07-31T21:15:00-07:00,63.1,63.1,55.8,0,0,10.3,179,0,0,0,0,0.03,53.91,30.77,77,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T21:10:00-07:00,63.5,63.5,55.8,0,0,10.3,179,0,0,0,0,0.03,53.91,30.78,76,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T21:05:00-07:00,63.7,63.7,55.6,1.1,1.1,10.3,165,0,0,0,0,0.03,53.91,30.77,75,0,0,76.5,50,29.5,1,76.2,56.5
2021-07-31T21:00:00-07:00,63.9,63.9,55.8,0,0,10.3,126,0,0,0,0,0.03,53.91,30.78,75,0,0,76.3,50,29.5,1,76,56.3
2021-07-31T20:56:00-07:00,63.9,63.9,55.8,0,0,10.3,77,0,0,0,0,0.03,53.91,30.77,75,0,0,76.3,51,29.5,1,76,56.8
2021-07-31T20:50:00-07:00,64,64,55.5,1.8,2.2,10.3,181,0,0,0,0,0.03,53.91,30.76,74,0,0,76.3,50,29.49,1,76,56.3
2021-07-31T20:45:00-07:00,64,64,55.9,0,0,10.3,208,0,0,0,0,0.03,53.91,30.77,75,0,0,76.1,50,29.49,1,75.8,56.1
2021-07-31T20:41:00-07:00,63.9,63.9,55.8,1.3,2.2,10.3,169,0,0,0,0,0.03,53.91,30.77,75,0,0,75.9,50,29.49,1,75.5,55.9
2021-07-31T20:37:00-07:00,64,64,55.9,0,0,10.3,161,0,0,0,0,0.03,53.91,30.77,75,0,0,75.9,50,29.49,1,75.5,55.9
2021-07-31T20:31:00-07:00,64,64,55.9,0,0,10.3,169,0,0,0,0,0.03,53.91,30.77,75,0,1.7,75.6,50,29.5,1,75.2,55.6
2021-07-31T20:25:00-07:00,64,64,55.9,0.7,1.1,10.3,258,0,0,0,0,0.03,53.91,30.78,75,0,3.4,75.7,50,29.5,1,75.3,55.7
2021-07-31T20:20:00-07:00,63.9,63.9,55.8,0.2,1.1,10.3,195,0,0,0,0,0.03,53.91,30.77,75,0,4.3,75.6,49,29.5,1,75.2,55.1
2021-07-31T20:15:00-07:00,64,64,56.3,2.2,3.4,10.3,187,0,0,0,0,0.03,53.91,30.78,76,0,5.1,75.7,50,29.51,1,75.3,55.7
2021-07-31T20:10:00-07:00,64,64,56.3,0,0,10.3,234,0,0,0,0,0.03,53.91,30.78,76,0,6.5,75.7,50,29.5,1,75.3,55.7
2021-07-31T20:06:00-07:00,64.2,64.2,56.1,0.9,1.1,10.3,185,0,0,0,0,0.03,53.91,30.78,75,0,6.8,75.9,50,29.51,1,75.5,55.9
2021-07-31T20:03:00-07:00,64.4,64.4,56.7,0,0,10.3,205,0,0,0,0,0.03,53.91,30.79,76,0,8.6,75.7,50,29.51,1,75.3,55.7
2021-07-31T19:56:00-07:00,64.6,64.6,56.9,0.9,1.1,10.3,218,0,0,0,0,0.03,53.91,30.79,76,0,11.3,75.9,50,29.51,1,75.5,55.9
2021-07-31T19:50:00-07:00,64.8,64.8,56.7,0,0,10.3,164,0,0,0,0,0.03,53.91,30.78,75,0,15.2,75.7,50,29.5,1,75.3,55.7
2021-07-31T19:47:00-07:00,64.9,64.9,56.8,0,0,10.3,198,0,0,0,0,0.03,53.91,30.78,75,0,16.9,75.7,50,29.51,1,75.3,55.7
2021-07-31T19:40:00-07:00,65.1,65.1,57.3,0.2,1.1,10.3,207,0,0,0,0,0.03,53.91,30.79,76,0,20.8,75.7,50,29.51,1,75.3,55.7
2021-07-31T19:35:00-07:00,65.5,65.5,57.4,0,0,10.3,218,0,0,0,0,0.03,53.91,30.78,75,0,26.8,75.7,51,29.51,1,75.4,56.3
2021-07-31T19:30:00-07:00,65.5,65.5,57.4,0,0,10.3,146,0,0,0,0,0.03,53.91,30.78,75,0,34.6,75.6,51,29.5,1,75.3,56.2
2021-07-31T19:25:00-07:00,66.2,66.2,58.4,0,0,10.3,205,0,0,0,0,0.03,53.91,30.78,76,0,36.8,75.7,51,29.5,1,75.4,56.3
2021-07-31T19:22:00-07:00,66.2,66.2,58.4,0,0,10.3,63,0,0,0,0,0.03,53.91,30.77,76,0,37.7,75.7,51,29.5,1,75.4,56.3
2021-07-31T19:16:00-07:00,66.4,66.4,58.6,0.2,1.1,10.3,93,0,0,0,0,0.03,53.91,30.77,76,0,44.2,75.7,50,29.49,1,75.3,55.7
2021-07-31T19:11:00-07:00,66.4,66.4,59,0,0,10.3,59,0,0,0,0,0.03,53.91,30.78,77,0,51.5,75.7,50,29.5,1,75.3,55.7
2021-07-31T19:05:00-07:00,66.4,66.4,58.6,0,0,10.3,60,0,0,0,0,0.03,53.91,30.77,76,0,53.3,75.7,50,29.5,1,75.3,55.7
2021-07-31T19:00:00-07:00,66.2,66.2,58,2,2.2,10.3,70,0,0,0,0,0.03,53.91,30.76,75,0,54.6,75.7,51,29.48,1,75.4,56.3
2021-07-31T18:55:00-07:00,66.6,66.6,59.5,1.8,2.2,10.3,227,0,0,0,0,0.03,53.91,30.77,78,0,54.6,75.7,51,29.49,1,75.4,56.3
2021-07-31T18:50:00-07:00,66.2,66.2,58,1.8,2.2,10.3,108,0,0,0,0,0.03,53.91,30.77,75,0,52.9,75.9,51,29.49,1,75.6,56.5
2021-07-31T18:45:00-07:00,66.9,66.9,59.8,1.8,2.2,10.3,260,0,0,0,0,0.03,53.91,30.77,78,0,50.3,75.7,51,29.5,1,75.4,56.3
2021-07-31T18:40:00-07:00,67.1,67.1,58.5,0,0,10.3,151,0,0,0,0,0.03,53.91,30.77,74,0,50.3,75.9,51,29.5,1,75.6,56.5
2021-07-31T18:35:00-07:00,66.7,66.7,58.5,0.7,1.1,10.3,94,0,0,0,0,0.03,53.91,30.77,75,0,57.3,75.9,51,29.5,1,75.6,56.5
2021-07-31T18:30:00-07:00,66.7,66.7,58.5,0.2,1.1,10.3,163,0,0,0,0,0.03,53.91,30.78,75,0,64.1,75.7,51,29.5,1,75.4,56.3
2021-07-31T18:25:00-07:00,66.4,66.4,58.2,0.2,1.1,10.3,204,0,0,0,0,0.03,53.91,30.78,75,0,67.7,75.7,50,29.5,1,75.3,55.7
2021-07-31T18:20:00-07:00,66.9,66.9,59.1,1.1,1.1,10.3,246,0,0,0,0,0.03,53.91,30.79,76,0,68,75.9,50,29.51,1,75.5,55.9
2021-07-31T18:15:00-07:00,66.6,66.6,58,0,0,10.3,199,0,0,0,0,0.03,53.91,30.79,74,0,71.1,75.9,50,29.51,1,75.5,55.9
2021-07-31T18:10:00-07:00,66.4,66.4,58.2,1.1,1.1,10.3,194,0,0,0,0,0.03,53.91,30.78,75,0,78.4,75.9,50,29.5,1,75.5,55.9
2021-07-31T18:05:00-07:00,65.8,65.8,58.4,0,0,10.3,220,0,0,0,0,0.03,53.91,30.79,77,0,83.7,75.7,50,29.51,1,75.3,55.7
2021-07-31T18:00:00-07:00,66,66,58.2,0,0,10.3,210,0,0,0,0,0.03,53.91,30.79,76,0,84,75.7,50,29.51,1,75.3,55.7
2021-07-31T17:55:00-07:00,65.8,65.8,58.4,0.2,1.1,10.3,26,0,0,0,0,0.03,53.91,30.77,77,0,85.4,75.9,50,29.5,1,75.5,55.9
2021-07-31T17:50:00-07:00,65.5,65.5,58.1,0.2,1.1,10.3,151,0,0,0,0,0.03,53.91,30.79,77,0,86.7,75.7,50,29.51,1,75.3,55.7
2021-07-31T17:45:00-07:00,65.3,65.3,57.9,0.7,1.1,10.3,192,0,0,0,0,0.03,53.91,30.78,77,0,87.6,75.7,50,29.5,1,75.3,55.7
2021-07-31T17:40:00-07:00,65.3,65.3,58.6,1.3,2.2,10.3,164,0,0,0,0,0.03,53.91,30.77,79,0,88.8,75.7,50,29.49,1,75.3,55.7
2021-07-31T17:35:00-07:00,65.1,65.1,58.4,0.4,1.1,10.3,41,0,0,0,0,0.03,53.91,30.77,79,0,87.6,75.7,50,29.5,1,75.3,55.7
2021-07-31T17:30:00-07:00,64.8,64.8,58.5,0.4,1.1,10.3,73,0,0,0,0,0.03,53.91,30.78,80,0,82,75.7,50,29.5,1,75.3,55.7
2021-07-31T17:25:00-07:00,64.8,64.8,58.5,0,0,10.3,288,0,0,0,0,0.03,53.91,30.78,80,0,71.9,75.7,50,29.5,1,75.3,55.7
2021-07-31T17:20:00-07:00,64.9,64.9,58.6,0,0,10.3,50,0,0,0,0,0.03,53.91,30.79,80,0,68,75.7,50,29.51,1,75.3,55.7
2021-07-31T17:15:00-07:00,65.7,65.7,58.6,0.7,1.1,10.3,323,0,0,0,0,0.03,53.91,30.8,78,0,79.8,75.9,50,29.52,1,75.5,55.9
2021-07-31T17:10:00-07:00,65.5,65.5,58.5,0.4,1.1,10.3,201,0,0,0,0,0.03,53.91,30.79,78,0,81.1,75.7,50,29.51,1,75.3,55.7
2021-07-31T17:05:00-07:00,66,66,58.6,0.4,1.1,10.3,53,0,0,0,0,0.03,53.91,30.77,77,0,87.1,75.9,49,29.5,1,75.5,55.4
2021-07-31T17:00:00-07:00,68.2,68.2,59.6,0.2,1.1,10.3,81,0,0,0,0,0.03,53.91,30.79,74,0,93.2,75.9,50,29.52,1,75.5,55.9
2021-07-31T16:55:00-07:00,68.7,68.7,59.7,0.4,1.1,10.3,125,0,0,0,0,0.03,53.91,30.77,73,0,97.1,75.7,49,29.49,1,75.3,55.2
2021-07-31T16:50:00-07:00,68.5,68.5,59.5,0,0,10.3,197,0,0,0,0,0.03,53.91,30.77,73,1,102.3,75.9,49,29.49,1,75.5,55.4
2021-07-31T16:45:00-07:00,68,68,59,0,0,10.3,222,0,0,0,0,0.03,53.91,30.77,73,1,106.2,75.9,49,29.49,1,75.5,55.4
2021-07-31T16:40:00-07:00,67.6,67.6,59,0,0,10.3,249,0,0,0,0,0.03,53.91,30.77,74,1,108.4,76.3,49,29.5,1,75.9,55.7
2021-07-31T16:35:00-07:00,67.8,67.8,58.4,0.4,1.1,10.3,244,0,0,0,0,0.03,53.91,30.78,72,1,105.8,76.1,49,29.5,1,75.7,55.5
2021-07-31T16:30:00-07:00,67.5,67.5,58.5,0,0,10.3,246,0,0,0,0,0.03,53.91,30.79,73,1,101.4,75.9,49,29.51,1,75.5,55.4
2021-07-31T16:25:00-07:00,67.3,67.3,58.7,1.3,2.2,10.3,282,0,0,0,0,0.03,53.91,30.79,74,0,97.5,75.9,49,29.51,1,75.5,55.4
2021-07-31T16:20:00-07:00,68,68,58.6,0.9,1.1,10.3,92,0,0,0,0,0.03,53.91,30.77,72,0,99.3,75.9,49,29.5,1,75.5,55.4
2021-07-31T16:15:00-07:00,68.7,68.7,59.7,2.9,3.4,10.3,177,0,0,0,0,0.03,53.91,30.78,73,0,98,76.1,49,29.51,1,75.7,55.5
2021-07-31T16:10:00-07:00,69.4,69.4,59.6,1.8,2.2,10.3,242,0,0,0,0,0.03,53.91,30.79,71,1,100.2,76.1,49,29.51,1,75.7,55.5
2021-07-31T16:05:00-07:00,69.8,69.7,59.2,0.9,1.1,10.3,220,0,0,0,0,0.03,53.91,30.79,69,1,103.6,76.1,49,29.51,1,75.7,55.5
2021-07-31T16:00:00-07:00,69.6,69.5,59,1.1,1.1,10.3,232,0,0,0,0,0.03,53.91,30.77,69,1,106.2,76.1,49,29.5,1,75.7,55.5
2021-07-31T15:55:00-07:00,70,70.1,60.5,0.9,1.1,10.3,191,0,0,0,0,0.03,53.91,30.78,72,1,109.7,76.1,49,29.5,1,75.7,55.5
