Date,Outdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Indoor Temperature,Indoor Humidity,Absolute Pressure,Outdoor Battery,Indoor Feels Like,Indoor Dew Point
2020-07-31T23:55:00-07:00,57.7,57.7,54.5,0.2,1.1,13.6,290,0,0,0,0,0.6,15.1,30.08,89,0,0,76.8,46,29.55,1,76.3,54.4
2020-07-31T23:50:00-07:00,57.6,57.6,54.7,0.2,1.1,13.6,290,0,0,0,0,0.6,15.1,30.08,90,0,0,77,46,29.55,1,76.6,54.6
2020-07-31T23:45:00-07:00,57.2,57.2,54.3,0,0,13.6,289,0,0,0,0,0.6,15.1,30.08,90,0,0,77,46,29.55,1,76.6,54.6
2020-07-31T23:40:00-07:00,57.4,57.4,54.5,0,0,13.6,289,0,0,0,0,0.6,15.1,30.08,90,0,0,77,46,29.55,1,76.6,54.6
2020-07-31T23:35:00-07:00,57.7,57.7,54.5,0,0,13.6,289,0,0,0,0,0.6,15.1,30.09,89,0,0,77.2,46,29.56,1,76.8,54.8
2020-07-31T23:30:00-07:00,57.9,57.9,54.7,0,0,13.6,287,0,0,0,0,0.6,15.1,30.07,89,0,0,77.2,46,29.55,1,76.8,54.8
2020-07-31T23:25:00-07:00,57.9,57.9,54.7,0.4,1.1,13.6,284,0,0,0,0,0.6,15.1,30.08,89,0,0,77.2,46,29.55,1,76.8,54.8
2020-07-31T23:20:00-07:00,58.1,58.1,54.9,0,0,13.6,283,0,0,0,0,0.6,15.1,30.09,89,0,0,77.2,46,29.56,1,76.8,54.8
2020-07-31T23:15:00-07:00,58.1,58.1,54.6,0,0,13.6,283,0,0,0,0,0.6,15.1,30.08,88,0,0,77.2,46,29.55,1,76.8,54.8
2020-07-31T23:10:00-07:00,58.3,58.3,54.8,0.7,1.1,13.6,284,0,0,0,0,0.6,15.1,30.07,88,0,0,77.4,46,29.54,1,77,55
2020-07-31T23:05:00-07:00,58.6,58.6,54.7,0,0,13.6,283,0,0,0,0,0.6,15.1,30.07,87,0,0,77.4,46,29.55,1,77,55
