Date,6miOutdoor Temperature,Feels Like,Dew Point,Wind Speed,Wind Gust,Max Daily Gust,Wind Direction,Hourly Rain,Event Rain,Daily Rain,Weekly Rain,Monthly Rain,Total Rain,Relative Pressure,Outdoor Humidity,Ultra-Violet Radiation Index,Solar Radiation,Indoor Temperature,Indoor Humidity,Absolute Pressure,6miOutdoor Battery,Indoor Feels Like,Indoor Dew Point
2021-09-30T23:55:00-07:00,51.4,51.4,51.1,0.2,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.6,45,29.75,1,75,52.7
2021-09-30T23:50:00-07:00,51.4,51.4,51.1,0.4,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.6,45,29.75,1,75,52.7
2021-09-30T23:46:00-07:00,51.3,51.3,51,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.4,45,29.74,1,74.8,52.6
2021-09-30T23:40:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.4,45,29.74,1,74.8,52.6
2021-09-30T23:36:00-07:00,51.3,51.3,51,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.6,45,29.74,1,75,52.7
2021-09-30T23:30:00-07:00,51.4,51.4,51.1,0.4,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.6,45,29.74,1,75,52.7
2021-09-30T23:25:00-07:00,51.3,51.3,51,0.2,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.6,45,29.74,1,75,52.7
2021-09-30T23:21:00-07:00,51.3,51.3,51,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.6,45,29.74,1,75,52.7
2021-09-30T23:15:00-07:00,51.3,51.3,51,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.6,46,29.74,1,75,53.3
2021-09-30T23:11:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.7,45,29.73,1,75.1,52.8
2021-09-30T23:06:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,75.6,45,29.73,1,75,52.7
2021-09-30T23:00:00-07:00,51.4,51.4,51.1,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.7,45,29.73,1,75.1,52.8
2021-09-30T22:55:00-07:00,51.6,51.6,51.3,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.7,45,29.74,1,75.1,52.8
2021-09-30T22:54:00-07:00,51.6,51.6,51.3,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.02,99,0,0,75.7,46,29.74,1,75.1,53.4
2021-09-30T22:47:00-07:00,51.8,51.8,51.5,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.7,46,29.73,1,75.1,53.4
2021-09-30T22:41:00-07:00,52,52,51.7,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.7,46,29.73,1,75.1,53.4
2021-09-30T22:35:00-07:00,52,52,51.7,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.9,45,29.73,1,75.3,53
2021-09-30T22:30:00-07:00,52,52,51.7,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.9,45,29.73,1,75.3,53
2021-09-30T22:25:00-07:00,51.8,51.8,51.5,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,75.9,45,29.73,1,75.3,53
2021-09-30T22:20:00-07:00,51.6,51.6,51.3,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31.01,99,0,0,75.9,45,29.73,1,75.3,53
2021-09-30T22:15:00-07:00,51.3,51.3,51,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.1,45,29.73,1,75.5,53.2
2021-09-30T22:10:00-07:00,50.7,50.7,50.4,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.3,46,29.73,1,75.8,54
2021-09-30T22:05:00-07:00,50.9,50.9,50.6,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,75.9,45,29.72,1,75.3,53
2021-09-30T22:00:00-07:00,50.9,50.9,50.6,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.1,46,29.72,1,75.6,53.8
2021-09-30T21:55:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.1,46,29.73,1,75.6,53.8
2021-09-30T21:50:00-07:00,50.9,50.9,50.6,0.4,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.1,46,29.72,1,75.6,53.8
2021-09-30T21:45:00-07:00,50.9,50.9,50.6,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.3,46,29.72,1,75.8,54
2021-09-30T21:40:00-07:00,50.9,50.9,50.6,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,31,99,0,0,76.5,46,29.73,1,76,54.2
2021-09-30T21:35:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.3,46,29.71,1,75.8,54
2021-09-30T21:30:00-07:00,51.1,51.1,50.8,0.9,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.5,46,29.72,1,76,54.2
2021-09-30T21:25:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.6,46,29.71,1,76.1,54.3
2021-09-30T21:20:00-07:00,51.1,51.1,50.8,0,0,19.5,345,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.6,46,29.71,1,76.1,54.3
2021-09-30T21:16:00-07:00,51.1,51.1,50.8,0.2,1.1,19.5,345,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.5,46,29.71,1,76,54.2
2021-09-30T21:10:00-07:00,51.3,51.3,51,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.5,46,29.7,1,76,54.2
2021-09-30T21:07:00-07:00,51.3,51.3,51,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.5,46,29.71,1,76,54.2
2021-09-30T21:01:00-07:00,51.3,51.3,51,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.6,46,29.71,1,76.1,54.3
2021-09-30T20:55:00-07:00,51.3,51.3,51,0.7,1.1,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.8,46,29.7,1,76.3,54.4
2021-09-30T20:50:00-07:00,51.4,51.4,51.1,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.8,46,29.7,1,76.3,54.4
2021-09-30T20:45:00-07:00,51.4,51.4,51.1,0,0,19.5,344,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.8,46,29.71,1,76.3,54.4
2021-09-30T20:40:00-07:00,51.3,51.3,51,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.8,46,29.7,1,76.3,54.4
2021-09-30T20:35:00-07:00,51.1,51.1,50.8,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.99,99,0,0,76.8,46,29.71,1,76.3,54.4
2021-09-30T20:30:00-07:00,50.9,50.9,50.6,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,77,46,29.7,1,76.6,54.6
2021-09-30T20:25:00-07:00,50.9,50.9,50.6,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,76.8,46,29.7,1,76.3,54.4
2021-09-30T20:20:00-07:00,51.1,51.1,50.8,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,77.2,46,29.7,1,76.8,54.8
2021-09-30T20:15:00-07:00,51.1,51.1,50.8,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,77.2,47,29.7,1,76.8,55.4
2021-09-30T20:11:00-07:00,51.3,51.3,51,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,77.2,47,29.7,1,76.8,55.4
2021-09-30T20:05:00-07:00,51.3,51.3,51,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.98,99,0,0,77.2,47,29.7,1,76.8,55.4
2021-09-30T20:00:00-07:00,51.4,51.4,51.1,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,99,0,0,77.4,47,29.69,1,77,55.6
2021-09-30T19:55:00-07:00,51.4,51.4,51.1,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,99,0,0,77.5,46,29.69,1,77.1,55.1
2021-09-30T19:50:00-07:00,51.4,51.4,51.1,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,99,0,0,77.5,46,29.7,1,77.1,55.1
2021-09-30T19:45:00-07:00,51.4,51.4,51.1,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,99,0,0,77.7,46,29.7,1,77.3,55.2
2021-09-30T19:40:00-07:00,51.6,51.6,51.3,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,99,0,0,77.5,47,29.69,1,77.2,55.7
2021-09-30T19:35:00-07:00,51.6,51.6,51.1,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,98,0,0,77.5,47,29.69,1,77.2,55.7
2021-09-30T19:30:00-07:00,51.8,51.8,51.3,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.97,98,0,0,77.7,47,29.7,1,77.4,55.8
2021-09-30T19:25:00-07:00,52.2,52.2,51.7,0,0,19.5,343,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.7,47,29.69,1,77.4,55.8
2021-09-30T19:20:00-07:00,52.3,52.3,51.8,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.7,47,29.69,1,77.4,55.8
2021-09-30T19:15:00-07:00,52.7,52.7,52.2,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.97,98,0,0,77.5,46,29.69,1,77.1,55.1
2021-09-30T19:10:00-07:00,52.7,52.7,52.2,0.2,1.1,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.4,46,29.68,1,77,55
2021-09-30T19:05:00-07:00,52.9,52.9,52.4,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.4,46,29.69,1,77,55
2021-09-30T19:00:00-07:00,52.9,52.9,52.4,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.2,45,29.68,1,76.7,54.2
2021-09-30T18:55:00-07:00,53.1,53.1,52.5,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,0,77.2,45,29.68,1,76.7,54.2
2021-09-30T18:50:00-07:00,53.2,53.2,52.6,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.95,98,0,0.8,77,45,29.68,1,76.5,54
2021-09-30T18:45:00-07:00,53.6,53.6,53,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,2.6,77,45,29.68,1,76.5,54
2021-09-30T18:40:00-07:00,54,54,53.4,0,0,19.5,342,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,5.6,77.2,45,29.68,1,76.7,54.2
2021-09-30T18:35:00-07:00,54.1,54.1,53.5,0,0,19.5,341,0,2.76,1.09,2.76,4.9,59.61,30.96,98,0,6.5,77,45,29.68,1,76.5,54
2021-09-30T18:30:00-07:00,54.3,54.3,53.5,0,0,19.5,341,0,2.76,1.09,2.76,4.9,59.61,30.96,97,0,10.4,77.4,45,29.68,1,77,54.4
2021-09-30T18:25:00-07:00,54.3,54.3,53.5,0,0,19.5,341,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,9.5,77.4,45,29.68,1,77,54.4
2021-09-30T18:20:00-07:00,54.1,54.1,53.3,0,0,19.5,317,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,8.2,77.5,45,29.68,1,77.1,54.5
2021-09-30T18:15:00-07:00,54.1,54.1,53.3,0,0,19.5,300,0,2.76,1.09,2.76,4.9,59.61,30.96,97,0,9.1,77.5,45,29.68,1,77.1,54.5
2021-09-30T18:10:00-07:00,54.1,54.1,53.3,0,0,19.5,268,0,2.76,1.09,2.76,4.9,59.61,30.96,97,0,19.9,77.5,45,29.68,1,77.1,54.5
2021-09-30T18:05:00-07:00,54.3,54.3,53.5,2,2.2,19.5,224,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,24.2,77.5,45,29.68,1,77.1,54.5
2021-09-30T18:00:00-07:00,54.7,54.7,53.9,0,0,19.5,199,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,40.2,77.7,45,29.67,1,77.3,54.6
2021-09-30T17:55:00-07:00,54.3,54.3,53.5,0,0,19.5,198,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,42.9,77.9,45,29.67,1,77.5,54.8
2021-09-30T17:50:00-07:00,54.3,54.3,53.5,0,0,19.5,308,0,2.76,1.09,2.76,4.9,59.61,30.95,97,0,37.2,77.7,45,29.67,1,77.3,54.6
2021-09-30T17:45:00-07:00,54.3,54.3,53.7,0.9,1.1,19.5,261,0,2.76,1.09,2.76,4.9,59.61,30.95,98,0,35.5,77.9,45,29.67,1,77.5,54.8
2021-09-30T17:40:00-07:00,54.3,54.3,53.7,3.1,3.4,19.5,233,0,2.76,1.09,2.76,4.9,59.61,30.94,98,0,28.1,77.9,45,29.67,1,77.5,54.8
2021-09-30T17:35:00-07:00,54.9,54.9,54.3,1.3,2.2,19.5,250,0,2.76,1.09,2.76,4.9,59.61,30.94,98,0,49.4,78.1,45,29.66,1,77.7,55
2021-09-30T17:30:00-07:00,54.7,54.7,54.1,1.1,1.1,19.5,255,0,2.76,1.09,2.76,4.9,59.61,30.95,98,0,40.7,78.1,45,29.67,1,77.7,55
2021-09-30T17:25:00-07:00,55.2,55.2,54.6,1.8,2.2,19.5,257,0,2.76,1.09,2.76,4.9,59.61,30.94,98,0,42.5,78.1,44,29.67,1,77.7,54.4
2021-09-30T17:20:00-07:00,54.7,54.7,54.4,0,0,19.5,292,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,66.8,78.1,44,29.66,1,77.7,54.4
2021-09-30T17:15:00-07:00,54.7,54.7,54.1,1.8,2.2,19.5,256,0,2.76,1.09,2.76,4.9,59.61,30.94,98,0,42.5,78.3,44,29.67,1,77.9,54.6
2021-09-30T17:10:00-07:00,55.2,55.2,54.6,1.3,2.2,19.5,267,0,2.76,1.09,2.76,4.9,59.61,30.94,98,0,36.3,78.4,44,29.66,1,78,54.7
2021-09-30T17:05:00-07:00,55.4,55.4,54.8,0,0,19.5,268,0,2.76,1.09,2.76,4.9,59.61,30.95,98,0,46.4,78.4,44,29.68,1,78,54.7
2021-09-30T17:00:00-07:00,55.8,55.8,55.5,0,0,19.5,210,0,2.76,1.09,2.76,4.9,59.61,30.95,99,0,63.2,78.4,44,29.67,1,78,54.7
2021-09-30T16:55:00-07:00,56.8,56.8,56.5,0,0,19.5,336,0,2.76,1.09,2.76,4.9,59.61,30.95,99,0,69.7,78.4,44,29.67,1,78,54.7
2021-09-30T16:50:00-07:00,56.3,56.3,56,0,0,19.5,290,0,2.76,1.09,2.76,4.9,59.61,30.95,99,0,63.7,78.4,44,29.67,1,78,54.7
2021-09-30T16:45:00-07:00,57.4,57.4,57.1,1.1,2.2,19.5,227,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,59.8,78.4,44,29.67,1,78,54.7
2021-09-30T16:40:00-07:00,56.3,56.3,56,0,0,19.5,324,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,77.6,78.3,44,29.67,1,77.9,54.6
2021-09-30T16:35:00-07:00,56.8,56.8,56.5,0.7,1.1,19.5,21,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,98,78.3,44,29.67,1,77.9,54.6
2021-09-30T16:30:00-07:00,56.1,56.1,55.8,2.2,2.2,19.5,244,0,2.76,1.09,2.76,4.9,59.61,30.94,99,1,133.6,77.5,45,29.67,1,77.1,54.5
2021-09-30T16:25:00-07:00,56.1,56.1,55.8,0.9,1.1,19.5,254,0,2.76,1.09,2.76,4.9,59.61,30.95,99,1,176.5,77,45,29.67,1,76.5,54
2021-09-30T16:20:00-07:00,54.7,54.7,54.4,0,0,19.5,258,0,2.76,1.09,2.76,4.9,59.61,30.94,99,1,176.9,76.3,45,29.66,1,75.7,53.4
2021-09-30T16:15:00-07:00,54.5,54.5,54.2,0,0,19.5,234,0,2.76,1.09,2.76,4.9,59.61,30.95,99,1,163.1,76.1,45,29.67,1,75.5,53.2
2021-09-30T16:10:00-07:00,54.9,54.9,54.6,0.2,1.1,19.5,245,0,2.76,1.09,2.76,4.9,59.61,30.95,99,1,177.8,76.3,45,29.68,1,75.7,53.4
2021-09-30T16:05:00-07:00,54.9,54.9,54.6,0.7,1.1,19.5,247,0,2.76,1.09,2.76,4.9,59.61,30.95,99,1,184.7,76.1,45,29.67,1,75.5,53.2
2021-09-30T16:00:00-07:00,54.5,54.5,54.2,0.4,1.1,19.5,286,0,2.76,1.09,2.76,4.9,59.61,30.94,99,1,174.3,75.9,45,29.67,1,75.3,53
2021-09-30T15:55:00-07:00,54,54,53.7,0,0,19.5,255,0,2.76,1.09,2.76,4.9,59.61,30.94,99,1,114.5,75.7,46,29.66,1,75.1,53.4
2021-09-30T15:50:00-07:00,53.8,53.8,53.5,0,0,19.5,291,0,2.76,1.09,2.76,4.9,59.61,30.93,99,0,78.4,75.9,46,29.66,1,75.4,53.6
2021-09-30T15:45:00-07:00,54,54,53.7,0,0,19.5,244,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,92.4,75.7,46,29.67,1,75.1,53.4
2021-09-30T15:40:00-07:00,53.6,53.6,53.3,1.1,1.1,19.5,258,0,2.76,1.09,2.76,4.9,59.61,30.95,99,0,93.6,75.9,46,29.67,1,75.4,53.6
2021-09-30T15:35:00-07:00,53.6,53.6,53.3,1.3,2.2,19.5,250,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,98.8,75.9,46,29.67,1,75.4,53.6
2021-09-30T15:30:00-07:00,53.6,53.6,53.3,1.3,2.2,19.5,242,0,2.76,1.09,2.76,4.9,59.61,30.94,99,1,109.7,75.7,46,29.66,1,75.1,53.4
2021-09-30T15:25:00-07:00,53.4,53.4,53.1,1.8,2.2,19.5,249,0,2.76,1.09,2.76,4.9,59.61,30.95,99,1,122.7,75.9,46,29.67,1,75.4,53.6
2021-09-30T15:20:00-07:00,53.4,53.4,53.1,2.2,3.4,19.5,228,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,77.6,75.7,46,29.67,1,75.1,53.4
2021-09-30T15:15:00-07:00,53.6,53.6,53.3,1.1,1.1,19.5,262,0,2.76,1.09,2.76,4.9,59.61,30.94,99,0,49.4,75.6,46,29.67,1,75,53.3
2021-09-30T15:10:00-07:00,53.4,53.4,53.1,0,0,19.5,243,0,2.76,1.09,2.76,4.9,59.61,30.93,99,0,63.2,75.9,46,29.66,1,75.4,53.6
2021-09-30T15:05:00-07:00,53.4,53.4,53.1,0.9,1.1,19.5,283,0.07,2.76,1.09,2.76,4.9,59.61,30.94,99,0,54.2,75.9,46,29.67,1,75.4,53.6
2021-09-30T15:00:00-07:00,53.4,53.4,53.1,0,0,19.5,285,0.07,2.76,1.09,2.76,4.9,59.61,30.94,99,0,75.5,75.9,45,29.66,1,75.3,53
2021-09-30T14:55:00-07:00,53.2,53.2,52.9,0.4,1.1,19.5,294,0,2.75,1.08,2.75,4.89,59.6,30.94,99,0,50.6,76.1,46,29.66,1,75.6,53.8
2021-09-30T14:50:00-07:00,53.2,53.2,52.9,1.1,1.1,19.5,299,0,2.75,1.08,2.75,4.89,59.6,30.95,99,0,47.7,75.9,46,29.67,1,75.4,53.6
2021-09-30T14:45:00-07:00,53.4,53.4,53.1,0.9,1.1,19.5,281,0.05,2.75,1.08,2.75,4.89,59.6,30.93,99,0,51.1,75.9,46,29.65,1,75.4,53.6
2021-09-30T14:40:00-07:00,53.1,53.1,52.8,0.9,1.1,19.5,253,0.05,2.75,1.08,2.75,4.89,59.6,30.94,99,0,35.1,75.9,46,29.66,1,75.4,53.6
2021-09-30T14:35:00-07:00,53.6,53.6,53.3,0.9,1.1,19.5,240,0.07,2.74,1.07,2.74,4.88,59.59,30.94,99,0,52.9,75.9,46,29.66,1,75.4,53.6
2021-09-30T14:30:00-07:00,53.2,53.2,52.9,1.1,1.1,19.5,219,0.07,2.74,1.07,2.74,4.88,59.59,30.94,99,0,96.7,75.9,46,29.66,1,75.4,53.6
2021-09-30T14:25:00-07:00,53.4,53.4,53.1,0.2,1.1,19.5,319,0,2.73,1.06,2.73,4.87,59.58,30.94,99,0,62.9,75.7,46,29.67,1,75.1,53.4
2021-09-30T14:20:00-07:00,53.8,53.8,53.5,0,0,19.5,265,0.05,2.73,1.06,2.73,4.87,59.58,30.94,99,0,59.3,75.9,46,29.67,1,75.4,53.6
2021-09-30T14:15:00-07:00,53.6,53.6,53.3,0,0,19.5,255,0.05,2.73,1.06,2.73,4.87,59.58,30.94,99,0,62.4,75.7,46,29.66,1,75.1,53.4
2021-09-30T14:10:00-07:00,54,54,53.7,0,0,19.5,341,0.12,2.72,1.05,2.72,4.86,59.58,30.94,99,0,41.6,75.9,46,29.66,1,75.4,53.6
2021-09-30T14:05:00-07:00,54.1,54.1,53.8,0,0,19.5,248,0.19,2.72,1.05,2.72,4.86,59.58,30.94,99,0,30.7,76.1,46,29.66,1,75.6,53.8
2021-09-30T14:00:00-07:00,54.3,54.3,54,0,0,19.5,242,0.07,2.7,1.03,2.7,4.84,59.55,30.93,99,0,70.7,75.7,46,29.66,1,75.1,53.4
2021-09-30T13:55:00-07:00,54.1,54.1,53.8,0,0,19.5,355,0,2.69,1.02,2.69,4.83,59.54,30.93,99,0,52.5,75.9,46,29.65,1,75.4,53.6
2021-09-30T13:50:00-07:00,54.1,54.1,53.8,0,0,19.5,356,0,2.69,1.02,2.69,4.83,59.54,30.93,99,0,59.8,75.9,46,29.66,1,75.4,53.6
2021-09-30T13:45:00-07:00,53.8,53.8,53.5,0.2,1.1,19.5,357,0,2.69,1.02,2.69,4.83,59.54,30.94,99,0,49.8,75.7,46,29.67,1,75.1,53.4
2021-09-30T13:40:00-07:00,53.8,53.8,53.5,0.2,1.1,19.5,18,0.05,2.69,1.02,2.69,4.83,59.54,30.93,99,0,40.2,75.9,46,29.65,1,75.4,53.6
2021-09-30T13:35:00-07:00,53.8,53.8,53.5,0.7,1.1,19.5,5,0.05,2.69,1.02,2.69,4.83,59.54,30.91,99,0,36.8,75.9,46,29.64,1,75.4,53.6
2021-09-30T13:30:00-07:00,53.8,53.8,53.5,0,0,19.5,249,0,2.68,1.01,2.68,4.82,59.53,30.93,99,0,27.6,75.9,46,29.65,1,75.4,53.6
2021-09-30T13:25:00-07:00,53.8,53.8,53.5,0.2,1.1,19.5,1,0.07,2.68,1.01,2.68,4.82,59.53,30.93,99,0,24.2,75.9,46,29.65,1,75.4,53.6
2021-09-30T13:20:00-07:00,53.8,53.8,53.5,0,0,19.5,1,0.14,2.68,1.01,2.68,4.82,59.53,30.9,99,0,25.1,75.7,46,29.63,1,75.1,53.4
2021-09-30T13:15:00-07:00,53.8,53.8,53.5,0,0,19.5,1,0.07,2.67,1,2.67,4.81,59.52,30.9,99,0,24.2,75.9,46,29.63,1,75.4,53.6
2021-09-30T13:10:00-07:00,53.8,53.8,53.5,1.3,2.2,19.5,23,0.05,2.66,0.99,2.66,4.8,59.51,30.9,99,0,26.4,76.1,46,29.63,1,75.6,53.8
2021-09-30T13:05:00-07:00,53.6,53.6,53.3,3.4,4.5,19.5,357,0.12,2.66,0.99,2.66,4.8,59.51,30.9,99,0,33.4,75.9,46,29.62,1,75.4,53.6
2021-09-30T13:00:00-07:00,53.8,53.8,53.5,2.2,2.2,19.5,249,0.12,2.65,0.98,2.65,4.79,59.5,30.89,99,0,21.6,75.9,46,29.61,1,75.4,53.6
2021-09-30T12:55:00-07:00,53.8,53.8,53.5,0.2,1.1,19.5,9,0.12,2.64,0.97,2.64,4.78,59.49,30.87,99,0,46.7,75.9,46,29.6,1,75.4,53.6
2021-09-30T12:50:00-07:00,53.8,53.8,53.5,0,0,19.5,35,0.12,2.63,0.96,2.63,4.77,59.48,30.87,99,0,36.8,76.1,46,29.59,1,75.6,53.8
2021-09-30T12:45:00-07:00,53.6,53.6,53.3,0,0,19.5,56,0.17,2.62,0.95,2.62,4.76,59.47,30.88,99,0,43.8,75.9,46,29.6,1,75.4,53.6
2021-09-30T12:40:00-07:00,53.6,53.6,53.3,0,0,19.5,48,0.19,2.61,0.94,2.61,4.75,59.47,30.89,99,0,32,75.9,46,29.61,1,75.4,53.6
2021-09-30T12:35:00-07:00,53.6,53.6,53.3,0,0,19.5,15,0.19,2.59,0.92,2.59,4.73,59.45,30.89,99,0,44.2,76.1,46,29.61,1,75.6,53.8
2021-09-30T12:30:00-07:00,53.6,53.6,53.3,0,0,19.5,8,0.17,2.58,0.91,2.58,4.72,59.43,30.89,99,0,45.5,75.9,46,29.62,1,75.4,53.6
2021-09-30T12:25:00-07:00,53.6,53.6,53.3,0.2,1.1,19.5,4,0.12,2.56,0.89,2.56,4.7,59.41,30.9,99,0,45,75.9,46,29.63,1,75.4,53.6
2021-09-30T12:20:00-07:00,53.8,53.8,53.5,1.1,1.1,19.5,3,0.14,2.55,0.88,2.55,4.69,59.41,30.89,99,0,38.5,75.7,46,29.62,1,75.1,53.4
2021-09-30T12:15:00-07:00,54,54,53.7,0.2,1.1,19.5,18,0.19,2.54,0.87,2.54,4.68,59.39,30.9,99,0,32,75.9,46,29.63,1,75.4,53.6
2021-09-30T12:10:00-07:00,53.8,53.8,53.5,0.2,1.1,19.5,353,0.24,2.53,0.86,2.53,4.67,59.38,30.9,99,0,40.2,75.7,46,29.63,1,75.1,53.4
2021-09-30T12:05:00-07:00,53.8,53.8,53.5,0,0,19.5,348,0.17,2.51,0.84,2.51,4.65,59.36,30.9,99,0,55.4,75.7,46,29.63,1,75.1,53.4
2021-09-30T12:00:00-07:00,54,54,53.7,0,0,19.5,25,0.19,2.5,0.83,2.5,4.64,59.35,30.9,99,0,41.6,75.9,46,29.62,1,75.4,53.6
2021-09-30T11:55:00-07:00,54,54,53.7,0,0,19.5,28,0.19,2.48,0.81,2.48,4.62,59.34,30.89,99,0,52.9,75.9,46,29.62,1,75.4,53.6
2021-09-30T11:50:00-07:00,54,54,53.7,0,0,19.5,23,0.12,2.46,0.79,2.46,4.6,59.31,30.89,99,0,53.7,75.9,46,29.62,1,75.4,53.6
2021-09-30T11:45:00-07:00,53.8,53.8,53.5,1.3,2.2,19.5,7,0.12,2.45,0.78,2.45,4.59,59.3,30.88,99,0,70.2,75.9,46,29.61,1,75.4,53.6
2021-09-30T11:40:00-07:00,54,54,53.7,0.2,1.1,19.5,34,0.14,2.44,0.77,2.44,4.58,59.3,30.87,99,0,52.9,75.9,46,29.6,1,75.4,53.6
2021-09-30T11:35:00-07:00,54,54,53.7,0,0,19.5,38,0.19,2.43,0.76,2.43,4.57,59.28,30.88,99,0,52,75.7,46,29.6,1,75.1,53.4
