 01/12/2022 11:40:00   141 74.30
 01/12/2022 11:45:00   142 74.50
 01/12/2022 11:50:00   143 74.30
 01/12/2022 11:55:00   144 74.30
 01/12/2022 12:00:00   145 74.50
 01/12/2022 12:05:00   146 74.70
 01/12/2022 12:10:00   147 74.50
 01/12/2022 12:15:00   148 74.80
 01/12/2022 12:20:00   149 74.80
 01/12/2022 12:25:00   150 75.00
 01/12/2022 12:30:00   151 75.20
 01/12/2022 12:35:00   152 75.20
 01/12/2022 12:40:00   153 75.20
 01/12/2022 12:45:00   154 75.00
 01/12/2022 12:50:00   155 75.20
 01/12/2022 12:55:00   156 75.20
 01/12/2022 13:00:00   157 75.40
 01/12/2022 13:05:00   158 75.40
 01/12/2022 13:10:00   159 75.60
 01/12/2022 13:15:00   160 75.60
 01/12/2022 13:20:00   161 75.90
 01/12/2022 13:25:00   162 75.90
 01/12/2022 13:30:00   163 76.30
 01/12/2022 13:35:00   164 76.30
 01/12/2022 13:40:00   165 76.30
 01/12/2022 13:45:00   166 76.10
 01/12/2022 13:50:00   167 76.10
 01/12/2022 13:55:00   168 76.30
 01/12/2022 14:00:00   169 76.30
 01/12/2022 14:05:00   170 76.30
 01/12/2022 14:10:00   171 76.30
 01/12/2022 14:15:00   172 76.30
 01/12/2022 14:20:00   173 76.50
 01/12/2022 14:25:00   174 76.50
 01/12/2022 14:30:00   175 76.80
 01/12/2022 14:35:00   176 76.80
 01/12/2022 14:40:00   177 76.60
 01/12/2022 14:45:00   178 76.60
 01/12/2022 14:50:00   179 77.00
 01/12/2022 14:55:00   180 77.20
 01/12/2022 15:00:00   181 77.20
 01/12/2022 15:05:00   182 77.70
 01/12/2022 15:10:00   183 78.10
 01/12/2022 15:15:00   184 78.40
 01/12/2022 15:20:00   185 79.20
 01/12/2022 15:25:00   186 79.50
 01/12/2022 15:30:00   187 79.50
 01/12/2022 15:35:00   188 79.70
 01/12/2022 15:40:00   189 79.30
 01/12/2022 15:45:00   190 79.00
 01/12/2022 15:50:00   191 78.40
 01/12/2022 15:55:00   192 78.40
 01/12/2022 16:00:00   193 78.10
 01/12/2022 16:05:00   194 77.70
 01/12/2022 16:10:00   195 77.50
 01/12/2022 16:15:00   196 77.20
 01/12/2022 16:20:00   197 77.00
 01/12/2022 16:25:00   198 76.80
 01/12/2022 16:30:00   199 76.60
 01/12/2022 16:35:00   200 76.60
 01/12/2022 16:40:00   201 76.60
 01/12/2022 16:45:00   202 76.30
 01/12/2022 16:50:00   203 76.60
 01/12/2022 16:55:00   204 76.30
 01/12/2022 17:00:00   205 76.30
 01/12/2022 17:05:00   206 76.30
 01/12/2022 17:10:00   207 76.10
 01/12/2022 17:15:00   208 75.90
 01/12/2022 17:20:00   209 75.90
 01/12/2022 17:25:00   210 75.90
 01/12/2022 17:30:00   211 75.70
 01/12/2022 17:35:00   212 75.70
 01/12/2022 17:40:00   213 75.60
 01/12/2022 17:45:00   214 75.40
 01/12/2022 17:50:00   215 75.60
 01/12/2022 17:55:00   216 75.40
 01/12/2022 18:00:00   217 75.20
 01/12/2022 18:05:00   218 75.40
 01/12/2022 18:10:00   219 75.20
 01/12/2022 18:15:00   220 75.20
 01/12/2022 18:20:00   221 75.20
 01/12/2022 18:25:00   222 75.20
 01/12/2022 18:30:00   223 75.20
 01/12/2022 18:35:00   224 75.00
 01/12/2022 18:40:00   225 75.00
 01/12/2022 18:45:00   226 75.20
 01/12/2022 18:50:00   227 75.20
 01/12/2022 18:55:00   228 75.00
 01/12/2022 19:00:00   229 74.80
 01/12/2022 19:05:00   230 74.70
 01/12/2022 19:10:00   231 74.70
 01/12/2022 19:15:00   232 74.50
 01/12/2022 19:20:00   233 74.50
 01/12/2022 19:25:00   234 74.50
 01/12/2022 19:30:00   235 74.30
 01/12/2022 19:35:00   236 74.30
 01/12/2022 19:40:00   237 74.10
 01/12/2022 19:45:00   238 74.30
 01/12/2022 19:50:00   239 74.10
 01/12/2022 19:55:00   240 73.90
 01/12/2022 20:00:00   241 73.90
 01/12/2022 20:05:00   242 73.90
 01/12/2022 20:10:00   243 73.90
 01/12/2022 20:15:00   244 73.90
 01/12/2022 20:20:00   245 74.10
 01/12/2022 20:25:00   246 73.90
 01/12/2022 20:30:00   247 73.80
 01/12/2022 20:35:00   248 73.90
 01/12/2022 20:40:00   249 74.10
 01/12/2022 20:45:00   250 74.10
 01/12/2022 20:50:00   251 74.50
 01/12/2022 20:55:00   252 74.70
 01/12/2022 21:00:00   253 74.70
 01/12/2022 21:05:00   254 74.70
 01/12/2022 21:10:00   255 74.80
 01/12/2022 21:15:00   256 74.70
 01/12/2022 21:20:00   257 74.80
 01/12/2022 21:25:00   258 75.00
 01/12/2022 21:30:00   259 74.80
 01/12/2022 21:35:00   260 74.80
 01/12/2022 21:40:00   261 75.00
 01/12/2022 21:45:00   262 75.00
 01/12/2022 21:50:00   263 74.80
 01/12/2022 21:55:00   264 74.80
 01/12/2022 22:00:00   265 74.80
 01/12/2022 22:05:00   266 74.80
 01/12/2022 22:10:00   267 74.70
 01/12/2022 22:15:00   268 74.70
 01/12/2022 22:20:00   269 74.70
 01/12/2022 22:25:00   270 74.70
 01/12/2022 22:30:00   271 74.50
 01/12/2022 22:35:00   272 74.70
 01/12/2022 22:40:00   273 74.70
 01/12/2022 22:45:00   274 74.50
 01/12/2022 22:50:00   275 74.70
 01/12/2022 22:55:00   276 74.70
 01/12/2022 23:00:00   277 74.70
 01/12/2022 23:05:00   278 74.70
 01/12/2022 23:10:00   279 74.50
 01/12/2022 23:15:00   280 74.50
 01/12/2022 23:20:00   281 74.70
 01/12/2022 23:25:00   282 74.70
 01/12/2022 23:30:00   283 74.70
 01/12/2022 23:35:00   284 74.70
 01/12/2022 23:40:00   285 74.50
 01/12/2022 23:45:00   286 74.50
 01/12/2022 23:50:00   287 74.30
 01/12/2022 23:55:00   288 74.50
 02/12/2022 00:00:00   289 74.30
 02/12/2022 00:05:00   290 74.10
 02/12/2022 00:10:00   291 74.30
 02/12/2022 00:15:00   292 74.10
 02/12/2022 00:20:00   293 74.30
 02/12/2022 00:25:00   294 74.10
 02/12/2022 00:30:00   295 74.10
 02/12/2022 00:35:00   296 73.90
 02/12/2022 00:40:00   297 73.90
 02/12/2022 00:45:00   298 74.10
 02/12/2022 00:50:00   299 74.10
 02/12/2022 00:55:00   300 73.90
 02/12/2022 01:00:00   301 74.10
 02/12/2022 01:05:00   302 73.90
 02/12/2022 01:10:00   303 74.10
 02/12/2022 01:15:00   304 73.90
 02/12/2022 01:20:00   305 74.10
 02/12/2022 01:25:00   306 74.10
 02/12/2022 01:30:00   307 73.90
 02/12/2022 01:35:00   308 73.90
 02/12/2022 01:40:00   309 73.80
 02/12/2022 01:45:00   310 73.80
 02/12/2022 01:50:00   311 73.80
 02/12/2022 01:55:00   312 73.90
 02/12/2022 02:00:00   313 73.60
 02/12/2022 02:05:00   314 73.60
 02/12/2022 02:10:00   315 73.60
 02/12/2022 02:15:00   316 73.60
 02/12/2022 02:20:00   317 73.90
 02/12/2022 02:25:00   318 73.90
 02/12/2022 02:30:00   319 73.90
 02/12/2022 02:35:00   320 73.90
 02/12/2022 02:40:00   321 73.90
 02/12/2022 02:45:00   322 74.10
 02/12/2022 02:50:00   323 73.90
 02/12/2022 02:55:00   324 73.80
 02/12/2022 03:00:00   325 73.80
 02/12/2022 03:05:00   326 73.80
 02/12/2022 03:10:00   327 73.80
 02/12/2022 03:15:00   328 73.60
 02/12/2022 03:20:00   329 73.80
 02/12/2022 03:25:00   330 73.60
 02/12/2022 03:30:00   331 73.60
 02/12/2022 03:35:00   332 73.60
 02/12/2022 03:40:00   333 73.80
 02/12/2022 03:45:00   334 73.80
 02/12/2022 03:50:00   335 73.80
 02/12/2022 03:55:00   336 73.80
 02/12/2022 04:00:00   337 73.60
 02/12/2022 04:05:00   338 73.80
 02/12/2022 04:10:00   339 73.80
 02/12/2022 04:15:00   340 73.80
 02/12/2022 04:20:00   341 73.90
 02/12/2022 04:25:00   342 73.90
 02/12/2022 04:30:00   343 74.10
 02/12/2022 04:35:00   344 73.80
 02/12/2022 04:40:00   345 73.90
 02/12/2022 04:45:00   346 73.90
 02/12/2022 04:50:00   347 73.60
 02/12/2022 04:55:00   348 73.80
 02/12/2022 05:00:00   349 73.80
 02/12/2022 05:05:00   350 73.80
 02/12/2022 05:10:00   351 73.60
 02/12/2022 05:15:00   352 73.60
 02/12/2022 05:20:00   353 73.60
 02/12/2022 05:25:00   354 73.90
 02/12/2022 05:30:00   355 73.80
 02/12/2022 05:35:00   356 73.90
 02/12/2022 05:40:00   357 73.80
 02/12/2022 05:45:00   358 73.90
 02/12/2022 05:50:00   359 73.90
 02/12/2022 05:55:00   360 74.30
 02/12/2022 06:00:00   361 74.10
 02/12/2022 06:05:00   362 74.10
 02/12/2022 06:10:00   363 73.90
 02/12/2022 06:15:00   364 73.90
 02/12/2022 06:20:00   365 73.90
 02/12/2022 06:25:00   366 73.80
 02/12/2022 06:30:00   367 73.90
 02/12/2022 06:35:00   368 73.80
 02/12/2022 06:40:00   369 74.10
 02/12/2022 06:45:00   370 73.90
 02/12/2022 06:50:00   371 73.90
 02/12/2022 06:55:00   372 74.10
 02/12/2022 07:00:00   373 73.90
 02/12/2022 07:05:00   374 73.90
 02/12/2022 07:10:00   375 74.10
 02/12/2022 07:15:00   376 74.10
 02/12/2022 07:20:00   377 74.30
 02/12/2022 07:25:00   378 74.30
 02/12/2022 07:30:00   379 74.30
 02/12/2022 07:35:00   380 74.50
 02/12/2022 07:40:00   381 74.30
 02/12/2022 07:45:00   382 74.30
 02/12/2022 07:50:00   383 74.30
 02/12/2022 07:55:00   384 74.10
 02/12/2022 08:00:00   385 74.10
 02/12/2022 08:05:00   386 74.30
 02/12/2022 08:10:00   387 74.10
 02/12/2022 08:15:00   388 74.10
 02/12/2022 08:20:00   389 74.10
 02/12/2022 08:25:00   390 74.10
 02/12/2022 08:30:00   391 74.30
 02/12/2022 08:35:00   392 74.30
 02/12/2022 08:40:00   393 74.30
 02/12/2022 08:45:00   394 74.50
 02/12/2022 08:50:00   395 74.70
 02/12/2022 08:55:00   396 74.70
 02/12/2022 09:00:00   397 74.50
 02/12/2022 09:05:00   398 74.70
 02/12/2022 09:10:00   399 74.80
 02/12/2022 09:15:00   400 74.50
 02/12/2022 09:20:00   401 74.70
 02/12/2022 09:25:00   402 74.80
 02/12/2022 09:30:00   403 74.80
 02/12/2022 09:35:00   404 74.80
 02/12/2022 09:40:00   405 74.80
 02/12/2022 09:45:00   406 75.00
 02/12/2022 09:50:00   407 74.80
 02/12/2022 09:55:00   408 75.00
 02/12/2022 10:00:00   409 74.80
 02/12/2022 10:15:00   410 74.70
 02/12/2022 10:20:00   411 74.50
 02/12/2022 10:25:00   412 74.70
 02/12/2022 10:30:00   413 74.80
 02/12/2022 10:35:00   414 74.80
 02/12/2022 10:40:00   415 74.80
 02/12/2022 10:45:00   416 74.80
 02/12/2022 10:50:00   417 75.20
 02/12/2022 10:55:00   418 75.00
 02/12/2022 11:00:00   419 75.20
 02/12/2022 11:05:00   420 75.40
 02/12/2022 11:10:00   421 75.20
 02/12/2022 11:15:00   422 75.40
 02/12/2022 11:20:00   423 75.40
 02/12/2022 11:25:00   424 75.60
 02/12/2022 11:30:00   425 75.70
 02/12/2022 11:35:00   426 75.60
 02/12/2022 11:40:00   427 75.70
 02/12/2022 11:45:00   428 75.70
 02/12/2022 11:50:00   429 75.70
 02/12/2022 11:55:00   430 75.60
 02/12/2022 12:00:00   431 75.60
 02/12/2022 12:05:00   432 75.60
 02/12/2022 12:10:00   433 75.70
 02/12/2022 12:15:00   434 75.60
 02/12/2022 12:20:00   435 75.60
 02/12/2022 12:25:00   436 75.60
 02/12/2022 12:30:00   437 75.70
 02/12/2022 12:35:00   438 75.60
 02/12/2022 12:40:00   439 75.70
 02/12/2022 12:45:00   440 75.90
 02/12/2022 12:50:00   441 75.90
 02/12/2022 12:55:00   442 76.10
 02/12/2022 13:00:00   443 75.90
 02/12/2022 13:05:00   444 75.90
 02/12/2022 13:10:00   445 76.10
 02/12/2022 13:15:00   446 76.50
 02/12/2022 13:20:00   447 76.50
 02/12/2022 13:25:00   448 76.50
 02/12/2022 13:30:00   449 76.10
 02/12/2022 13:35:00   450 76.10
 02/12/2022 13:40:00   451 75.90
 02/12/2022 13:45:00   452 76.10
 02/12/2022 13:52:00   453 75.70
 02/12/2022 13:55:00   454 76.10
 02/12/2022 14:00:00   455 76.10
 02/12/2022 14:05:00   456 76.10
 02/12/2022 14:10:00   457 75.90
 02/12/2022 14:15:00   458 75.90
 02/12/2022 14:20:00   459 75.90
 02/12/2022 14:25:00   460 76.10
 02/12/2022 14:30:00   461 75.90
 02/12/2022 14:35:00   462 75.70
 02/12/2022 14:40:00   463 75.70
 02/12/2022 14:45:00   464 75.70
 02/12/2022 14:50:00   465 75.70
 02/12/2022 14:55:00   466 75.60
 02/12/2022 15:00:00   467 75.60
 02/12/2022 15:05:00   468 75.60
 02/12/2022 15:10:00   469 75.20
 02/12/2022 15:15:00   470 75.40
 02/12/2022 15:20:00   471 75.40
 02/12/2022 15:25:00   472 75.20
 02/12/2022 15:30:00   473 75.40
 02/12/2022 15:35:00   474 75.20
 02/12/2022 15:40:00   475 75.00
 02/12/2022 15:45:00   476 75.20
 02/12/2022 15:50:00   477 75.20
 02/12/2022 15:55:00   478 75.00
 02/12/2022 16:00:00   479 75.20
 02/12/2022 16:05:00   480 75.00
 02/12/2022 16:10:00   481 75.20
 02/12/2022 16:15:00   482 75.40
 02/12/2022 16:20:00   483 75.20
 02/12/2022 16:25:00   484 75.40
 02/12/2022 16:30:00   485 75.20
 02/12/2022 16:35:00   486 75.20
 02/12/2022 16:40:00   487 75.00
 02/12/2022 16:45:00   488 75.20
 02/12/2022 16:50:00   489 75.00
 02/12/2022 16:55:00   490 75.20
 02/12/2022 17:00:00   491 75.20
 02/12/2022 17:05:00   492 75.20
 02/12/2022 17:10:00   493 74.80
 02/12/2022 17:15:00   494 75.00
 02/12/2022 17:20:00   495 75.00
 02/12/2022 17:25:00   496 74.80
 02/12/2022 17:30:00   497 75.00
 02/12/2022 17:35:00   498 75.00
 02/12/2022 17:40:00   499 74.80
 02/12/2022 17:45:00   500 74.80
 02/12/2022 17:50:00   501 74.80
 02/12/2022 17:55:00   502 75.20
 02/12/2022 18:00:00   503 75.00
 02/12/2022 18:05:00   504 75.00
 02/12/2022 18:10:00   505 74.70
 02/12/2022 18:15:00   506 74.80
 02/12/2022 18:20:00   507 74.80
 02/12/2022 18:25:00   508 74.80
 02/12/2022 18:30:00   509 74.70
 02/12/2022 18:35:00   510 74.80
 02/12/2022 18:40:00   511 74.70
 02/12/2022 18:45:00   512 74.70
 02/12/2022 18:50:00   513 74.50
 02/12/2022 18:55:00   514 74.50
 02/12/2022 19:00:00   515 74.50
 02/12/2022 19:05:00   516 74.70
 02/12/2022 19:10:00   517 74.70
 02/12/2022 19:15:00   518 74.50
 02/12/2022 19:20:00   519 74.30
 02/12/2022 19:25:00   520 74.70
 02/12/2022 19:30:00   521 74.70
 02/12/2022 19:35:00   522 74.50
 02/12/2022 19:40:00   523 74.30
 02/12/2022 19:45:00   524 74.30
 02/12/2022 19:50:00   525 74.50
 02/12/2022 19:55:00   526 74.30
 02/12/2022 20:00:00   527 74.30
 02/12/2022 20:05:00   528 74.10
 02/12/2022 20:10:00   529 74.10
 02/12/2022 20:15:00   530 74.30
 02/12/2022 20:20:00   531 74.10
 02/12/2022 20:25:00   532 74.10
 02/12/2022 20:30:00   533 74.10
 02/12/2022 20:35:00   534 74.10
 02/12/2022 20:40:00   535 74.30
 02/12/2022 20:45:00   536 74.30
 02/12/2022 20:50:00   537 74.50
 02/12/2022 20:55:00   538 74.70
 02/12/2022 21:00:00   539 74.70
 02/12/2022 21:05:00   540 74.50
 02/12/2022 21:10:00   541 74.70
 02/12/2022 21:15:00   542 74.80
 02/12/2022 21:20:00   543 74.70
 02/12/2022 21:25:00   544 75.00
 02/12/2022 21:30:00   545 75.20
 02/12/2022 21:35:00   546 75.40
 02/12/2022 21:40:00   547 75.70
 02/12/2022 21:45:00   548 75.60
 02/12/2022 21:50:00   549 75.90
 02/12/2022 21:55:00   550 75.90
 02/12/2022 22:00:00   551 75.90
 02/12/2022 22:05:00   552 75.90
 02/12/2022 22:10:00   553 76.30
 02/12/2022 22:15:00   554 76.30
 02/12/2022 22:20:00   555 76.10
 02/12/2022 22:25:00   556 76.30
 02/12/2022 22:30:00   557 76.50
 02/12/2022 22:35:00   558 76.50
 02/12/2022 22:40:00   559 76.60
 02/12/2022 22:45:00   560 76.60
 02/12/2022 22:50:00   561 76.80
 02/12/2022 22:55:00   562 76.80
 02/12/2022 23:00:00   563 76.80
 02/12/2022 23:05:00   564 76.60
 02/12/2022 23:10:00   565 77.00
 02/12/2022 23:15:00   566 77.00
 02/12/2022 23:20:00   567 76.80
 02/12/2022 23:25:00   568 77.00
 02/12/2022 23:30:00   569 76.80
 02/12/2022 23:35:00   570 77.20
 02/12/2022 23:40:00   571 77.00
 02/12/2022 23:45:00   572 77.00
 02/12/2022 23:50:00   573 77.20
 02/12/2022 23:55:00   574 77.20
 03/12/2022 00:00:00   575 77.20
 03/12/2022 00:05:00   576 77.50
 03/12/2022 00:10:00   577 77.40
 03/12/2022 00:15:00   578 77.40
 03/12/2022 00:20:00   579 77.40
 03/12/2022 00:25:00   580 77.20
 03/12/2022 00:30:00   581 77.40
 03/12/2022 00:35:00   582 77.40
 03/12/2022 00:40:00   583 77.20
 03/12/2022 00:45:00   584 77.40
 03/12/2022 00:50:00   585 77.40
 03/12/2022 00:55:00   586 77.20
 03/12/2022 01:00:00   587 77.20
 03/12/2022 01:05:00   588 77.20
 03/12/2022 01:10:00   589 77.00
 03/12/2022 01:15:00   590 77.20
 03/12/2022 01:20:00   591 76.80
 03/12/2022 01:25:00   592 77.00
 03/12/2022 01:30:00   593 76.80
 03/12/2022 01:35:00   594 76.80
 03/12/2022 01:40:00   595 76.80
 03/12/2022 01:45:00   596 76.80
 03/12/2022 01:50:00   597 76.60
 03/12/2022 01:55:00   598 76.50
 03/12/2022 02:00:00   599 76.60
 03/12/2022 02:05:00   600 76.60
 03/12/2022 02:10:00   601 76.50
 03/12/2022 02:15:00   602 76.50
 03/12/2022 02:20:00   603 76.30
 03/12/2022 02:25:00   604 76.50
 03/12/2022 02:30:00   605 76.30
 03/12/2022 02:35:00   606 76.30
 03/12/2022 02:40:00   607 76.30
 03/12/2022 02:45:00   608 76.30
 03/12/2022 02:50:00   609 76.10
 03/12/2022 02:55:00   610 75.90
 03/12/2022 03:00:00   611 75.90
 03/12/2022 03:05:00   612 75.90
 03/12/2022 03:10:00   613 75.90
 03/12/2022 03:15:00   614 75.70
 03/12/2022 03:20:00   615 75.70
 03/12/2022 03:25:00   616 75.60
 03/12/2022 03:30:00   617 75.70
 03/12/2022 03:35:00   618 75.60
 03/12/2022 03:40:00   619 75.60
 03/12/2022 03:45:00   620 75.40
 03/12/2022 03:50:00   621 75.60
 03/12/2022 03:55:00   622 75.40
 03/12/2022 04:00:00   623 75.40
 03/12/2022 04:05:00   624 75.20
 03/12/2022 04:10:00   625 75.20
 03/12/2022 04:15:00   626 75.20
 03/12/2022 04:20:00   627 75.20
 03/12/2022 04:25:00   628 75.20
 03/12/2022 04:30:00   629 75.00
 03/12/2022 04:35:00   630 75.20
 03/12/2022 04:40:00   631 75.20
 03/12/2022 04:45:00   632 75.00
 03/12/2022 04:50:00   633 74.80
 03/12/2022 04:55:00   634 74.80
 03/12/2022 05:00:00   635 74.70
 03/12/2022 05:05:00   636 74.80
 03/12/2022 05:10:00   637 74.70
 03/12/2022 05:15:00   638 74.80
 03/12/2022 05:20:00   639 74.70
 03/12/2022 05:25:00   640 74.70
 03/12/2022 05:30:00   641 74.50
 03/12/2022 05:35:00   642 74.50
 03/12/2022 05:40:00   643 74.50
 03/12/2022 05:45:00   644 74.50
 03/12/2022 05:50:00   645 74.70
 03/12/2022 05:55:00   646 74.30
 03/12/2022 06:00:00   647 74.50
 03/12/2022 06:05:00   648 74.30
 03/12/2022 06:10:00   649 74.30
 03/12/2022 06:15:00   650 74.30
 03/12/2022 06:20:00   651 74.30
 03/12/2022 06:25:00   652 74.30
 03/12/2022 06:30:00   653 74.30
 03/12/2022 06:35:00   654 73.90
 03/12/2022 06:40:00   655 74.10
 03/12/2022 06:45:00   656 74.10
 03/12/2022 06:50:00   657 74.10
 03/12/2022 06:55:00   658 74.10
 03/12/2022 07:00:00   659 73.90
 03/12/2022 07:05:00   660 74.10
 03/12/2022 07:10:00   661 74.10
 03/12/2022 07:15:00   662 74.10
 03/12/2022 07:20:00   663 74.10
 03/12/2022 07:25:00   664 74.10
 03/12/2022 07:30:00   665 74.10
 03/12/2022 07:35:00   666 73.90
 03/12/2022 07:40:00   667 73.90
 03/12/2022 07:45:00   668 74.10
 03/12/2022 07:50:00   669 74.10
 03/12/2022 07:55:00   670 73.90
 03/12/2022 08:00:00   671 74.10
 03/12/2022 08:05:00   672 73.90
 03/12/2022 08:10:00   673 74.10
 03/12/2022 08:15:00   674 74.10
 03/12/2022 08:20:00   675 74.10
 03/12/2022 08:25:00   676 73.90
 03/12/2022 08:30:00   677 73.90
 03/12/2022 08:35:00   678 73.90
 03/12/2022 08:40:00   679 74.30
 03/12/2022 08:45:00   680 74.10
 03/12/2022 08:50:00   681 74.10
 03/12/2022 08:55:00   682 74.10
 03/12/2022 09:00:00   683 74.30
 03/12/2022 09:05:00   684 74.10
 03/12/2022 09:10:00   685 74.30
 03/12/2022 09:15:00   686 74.50
 03/12/2022 09:20:00   687 74.10
 03/12/2022 09:25:00   688 74.50
 03/12/2022 09:30:00   689 74.50
 03/12/2022 09:35:00   690 74.50
 03/12/2022 09:40:00   691 74.80
 03/12/2022 09:45:00   692 74.70
 03/12/2022 09:50:00   693 74.70
 03/12/2022 09:55:00   694 74.70
 03/12/2022 10:00:00   695 74.80
 03/12/2022 10:05:00   696 75.00
 03/12/2022 10:10:00   697 75.00
 03/12/2022 10:15:00   698 75.20
 03/12/2022 10:20:00   699 75.40
